,ID,BRAND,SUB_DETAIL,AMOUNT,START_DATE,END_DATE,DURATION,REVENUE
22850,255MBMM161,CineQuest,paid monthly,12.0,2023-07-01,2023-12-31,183.0,72.0
22853,255MIRP153,LimeLight,paid monthly,19.99,2023-08-11,2023-12-31,142.0,99.94999999999999
22855,255MLMN018,CineQuest,paid monthly,12.0,2023-07-01,2023-09-22,84.0,24.0
22857,255MPRM527,RetroReel,paid annual,120.0,2023-07-01,2023-12-31,183.0,0.0
22860,255MZJZ320,CineQuest,paid monthly,11.99,2023-07-29,2023-08-16,18.0,155.99
22861,255MZJZ320,CineQuest,paid monthly,12.01,2023-12-06,2023-12-31,25.0,12.01
22863,255NBNW679,Pulse,paid annual,50.01,2023-10-29,2023-12-31,63.0,50.01
22865,255OHZS916,CineQuest,paid monthly,12.0,2023-07-01,2023-12-31,183.0,72.0
22867,255OIJZ626,CineQuest,trial monthly,5.72,2023-07-01,2023-10-24,115.0,82.88
22868,255OIJZ626,CineQuest,trial monthly,4.63,2023-12-11,2023-12-31,20.0,4.63
22869,255OKAU294,RetroReel,paid monthly,29.97,2023-07-30,2023-12-31,154.0,179.82
22871,255OLCY329,RetroReel,paid monthly,30.02,2023-07-01,2023-12-31,184.0,150.10000000000002
22872,255PMCL415,RetroReel,paid annual,120.02,2023-07-01,2023-12-31,184.0,0.0
22873,255POGN947,RetroReel,paid monthly,29.99,2023-07-03,2023-12-31,181.0,209.92999999999998
22874,255QVEM315,LimeLight,paid annual,80.0,2023-07-27,2023-12-31,157.0,80.0
22876,255RAJX423,CineQuest,paid annual,59.99,2023-07-01,2023-12-31,184.0,0.0
22878,255RLFP865,LimeLight,trial monthly,10.94,2023-12-12,2023-12-31,19.0,10.94
22879,255RVLH168,LimeLight,paid annual,80.0,2023-07-01,2023-12-31,183.0,0.0
22880,255RWOI418,ChillStream,discounted annual,61.54,2023-07-01,2023-12-31,184.0,0.0
22883,255ULQF457,RetroReel,paid monthly,29.99,2023-07-01,2023-08-09,39.0,59.980000000000004
22884,255UWSW133,LimeLight,paid monthly,19.99,2023-07-01,2023-11-13,136.0,59.97
22885,255UWSW133,LimeLight,paid monthly,20.0,2023-12-13,2023-12-31,18.0,20.0
22887,255VWIX393,CineQuest,paid monthly,12.0,2023-08-25,2023-12-31,128.0,60.0
22888,255VWIX393,LimeLight,paid annual,79.99,2023-07-01,2023-12-31,184.0,0.0
22892,255VYBB357,LimeLight,paid monthly,20.01,2023-10-02,2023-12-31,90.0,60.03
22893,255XWAR143,LimeLight,paid annual,79.99,2023-07-01,2023-12-24,177.0,0.0
22894,255YAXM256,ChillStream,paid annual,100.0,2023-07-01,2023-12-31,184.0,0.0
22895,255YGRF767,LimeLight,paid monthly,20.0,2023-10-24,2023-12-31,68.0,60.0
22896,255YMFJ109,Pulse,paid monthly,7.98,2023-07-01,2023-12-31,184.0,47.88000000000001
22898,255YNKJ463,ChillStream,paid annual,100.01,2023-07-01,2023-12-31,183.0,0.0
22899,255ZNFN305,LimeLight,discounted monthly,7.25,2023-07-01,2023-12-31,183.0,43.5
22902,255ZNFN305,Pulse,paid annual,50.0,2023-07-23,2023-12-31,161.0,50.0
22903,256AFKU726,ChillStream,paid annual,99.99,2023-07-01,2023-12-31,184.0,0.0
22905,256AMKU168,CineQuest,paid annual,60.0,2023-07-01,2023-08-03,34.0,12.0
22906,256AMKU168,CineQuest,paid annual,59.99,2023-10-04,2023-12-31,88.0,59.99
22909,256AXXH425,CineQuest,paid monthly,11.99,2023-07-01,2023-12-31,183.0,71.94
22910,256BIMG067,RetroReel,paid annual,120.01,2023-07-24,2023-12-31,160.0,120.01
22911,256BKZP728,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,183.0,120.0
22913,256CAVE279,Pulse,paid monthly,8.02,2023-09-22,2023-11-15,54.0,152.20999999999998
22914,256CTLR498,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,184.0,150.0
22915,256CVZN035,ChillStream,paid monthly,25.0,2023-07-01,2023-10-24,116.0,297.70000000000005
22916,256CVZN035,ChillStream,paid monthly,25.0,2023-11-03,2023-12-31,58.0,50.0
22918,256CWME039,ChillStream,paid monthly,25.0,2023-07-06,2023-12-31,178.0,150.0
22919,256CWME039,Pulse,paid annual,50.0,2023-07-01,2023-07-16,16.0,0.0
22920,256CWME039,Pulse,discounted monthly,7.21,2023-11-11,2023-12-31,50.0,14.42
22922,256DNKO405,RetroReel,paid annual,120.0,2023-07-01,2023-12-31,184.0,0.0
22927,256FKKX987,LimeLight,paid monthly,20.01,2023-09-17,2023-12-31,105.0,80.04
22928,256FKKX987,RetroReel,paid monthly,30.03,2023-07-01,2023-12-31,183.0,180.18
22929,256GAMC800,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,184.0,150.0
22931,256IBLH658,ChillStream,paid monthly,24.98,2023-11-09,2023-12-31,52.0,49.96
22932,256IHDC108,LimeLight,paid annual,79.99,2023-07-01,2023-12-31,184.0,0.0
22934,256IVBI201,RetroReel,paid monthly,30.0,2023-07-11,2023-12-31,173.0,180.0
22935,256IYZN504,LimeLight,paid annual,80.0,2023-12-21,2023-12-31,10.0,80.0
22938,256IZGE565,Pulse,paid monthly,8.01,2023-09-21,2023-12-31,101.0,32.04
22939,256KGYK618,LimeLight,paid monthly,20.01,2023-07-01,2023-12-31,184.0,120.06000000000003
22940,256KIZL713,RetroReel,paid monthly,29.97,2023-07-01,2023-12-31,184.0,149.84999999999994
22941,256LIHG535,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,184.0,150.0
22943,256LRJN311,CineQuest,discounted annual,21.6,2023-07-01,2023-07-15,15.0,2.4200000000000017
22944,256LRJN311,CineQuest,paid annual,59.99,2023-11-10,2023-12-31,51.0,59.99
22945,256MIKL297,Pulse,paid monthly,7.99,2023-07-01,2023-12-14,167.0,39.949999999999996
22946,256MQPD911,LimeLight,trial annual,78.57,2023-07-01,2023-08-21,52.0,0.0
22947,256MQPD911,LimeLight,paid monthly,19.98,2023-10-15,2023-12-31,77.0,59.94
22948,256MVHX214,CineQuest,paid monthly,11.98,2023-08-15,2023-12-03,110.0,212.48000000000002
22949,256MWNG284,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,184.0,150.0
22950,256MXJT102,RetroReel,paid annual,120.0,2023-10-10,2023-12-31,82.0,120.0
22952,256NAFI341,Pulse,paid monthly,8.0,2023-09-08,2023-12-31,114.0,32.0
22953,256OHXW600,Pulse,paid monthly,8.0,2023-07-01,2023-12-02,155.0,32.0
22954,256OLHZ157,ChillStream,paid monthly,24.98,2023-07-01,2023-12-31,183.0,174.86
22955,256OLHZ157,LimeLight,paid annual,79.99,2023-07-01,2023-12-31,184.0,0.0
22957,256OYIO290,ChillStream,paid monthly,24.98,2023-07-22,2023-12-31,162.0,149.88
22959,256PCTH093,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,184.0,150.0
22961,256PEZW436,LimeLight,paid monthly,19.98,2023-07-01,2023-12-20,172.0,377.53
22962,256PPRW375,ChillStream,paid monthly,25.0,2023-07-01,2023-12-31,184.0,125.0
22965,256QYJG493,RetroReel,paid monthly,30.0,2023-11-28,2023-12-31,33.0,60.0
22967,256RHOW769,Pulse,paid monthly,7.99,2023-07-01,2023-12-31,184.0,39.95000000000001
22968,256RTKS600,ChillStream,paid annual,100.01,2023-07-01,2023-12-31,184.0,0.0
22969,256RUWB082,LimeLight,paid monthly,19.99,2023-07-01,2023-12-31,184.0,99.95000000000002
22971,256TALU426,LimeLight,paid monthly,20.0,2023-09-13,2023-12-31,109.0,80.0
22972,256TGXF780,Pulse,paid annual,50.03,2023-07-01,2023-12-31,183.0,0.0
22974,256VBSB288,CineQuest,paid monthly,11.99,2023-07-01,2023-12-31,183.0,71.94
22975,256VLSS949,Pulse,paid monthly,8.01,2023-07-01,2023-12-31,184.0,40.04999999999999
22976,256WTLP690,LimeLight,paid monthly,19.99,2023-07-01,2023-12-31,184.0,119.93999999999997
22977,256XYPG659,RetroReel,paid monthly,29.99,2023-07-01,2023-12-31,184.0,149.95000000000002
22978,256YRSZ696,CineQuest,paid monthly,12.01,2023-07-01,2023-11-12,135.0,48.04000000000002
22981,256YWGK123,LimeLight,paid monthly,20.0,2023-11-02,2023-12-31,59.0,40.0
22983,256YWGK123,RetroReel,paid monthly,30.0,2023-11-18,2023-12-31,43.0,60.0
22984,256ZNGM403,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,184.0,150.0
22985,256ZURY255,LimeLight,paid monthly,20.02,2023-07-01,2023-12-31,184.0,120.12
22988,257AGGL183,ChillStream,paid annual,100.0,2023-07-01,2023-12-31,183.0,0.0
22990,257AJGO798,RetroReel,paid monthly,30.01,2023-07-01,2023-12-31,184.0,180.05999999999997
22991,257BKPL597,RetroReel,paid annual,120.01,2023-07-01,2023-12-31,184.0,0.0
22992,257COQM767,Pulse,paid monthly,7.99,2023-07-01,2023-12-31,184.0,39.95000000000001
22993,257CXDH129,RetroReel,paid monthly,29.99,2023-07-01,2023-12-31,183.0,179.93999999999997
22995,257DEUF242,ChillStream,discounted monthly,11.51,2023-07-15,2023-12-31,169.0,69.06
22997,257DEUF242,Pulse,paid monthly,8.0,2023-07-01,2023-12-31,184.0,48.0
22999,257DIFV735,ChillStream,paid monthly,25.0,2023-10-20,2023-12-31,72.0,75.0
23001,257EBOK579,RetroReel,paid monthly,29.99,2023-07-01,2023-12-31,183.0,179.94
23003,257EFFN560,ChillStream,paid annual,100.0,2023-09-03,2023-12-31,119.0,100.0
23004,257ELKY864,CineQuest,paid monthly,11.99,2023-07-01,2023-12-31,184.0,59.94999999999999
23007,257FTSM141,ChillStream,paid annual,99.99,2023-07-01,2023-12-31,183.0,0.0
23008,257FZUB095,RetroReel,paid annual,119.99,2023-07-01,2023-12-31,183.0,0.0
23010,257HFPP691,ChillStream,paid monthly,25.0,2023-07-01,2023-12-31,184.0,125.0
23012,257HZGV101,LimeLight,paid annual,80.01,2023-07-01,2023-12-31,183.0,0.0
23015,257IFCW091,Pulse,discounted monthly,3.44,2023-08-04,2023-12-31,149.0,17.2
23016,257IPGA632,CineQuest,paid monthly,11.99,2023-07-01,2023-12-17,170.0,75.38
23018,257IQQC477,RetroReel,paid monthly,30.01,2023-07-01,2023-12-31,184.0,150.04999999999998
23019,257IVCC557,CineQuest,paid monthly,12.01,2023-07-01,2023-10-13,105.0,36.03
23020,257IVCC557,CineQuest,trial monthly,10.07,2023-12-02,2023-12-31,29.0,10.07
23022,257JETN831,CineQuest,paid annual,60.0,2023-07-01,2023-09-19,80.0,60.00999999999999
23023,257JETN831,CineQuest,discounted monthly,7.87,2023-10-27,2023-12-31,65.0,23.61
23025,257JYWN873,LimeLight,paid monthly,20.01,2023-07-01,2023-12-31,183.0,120.06000000000002
23027,257LIJC788,ChillStream,paid monthly,25.0,2023-07-19,2023-12-31,165.0,150.0
23028,257LJJW725,CineQuest,paid annual,60.0,2023-07-01,2023-08-04,35.0,0.0
23029,257LJJW725,CineQuest,paid monthly,12.0,2023-10-14,2023-12-31,78.0,36.0
23030,257LTQZ614,Pulse,paid monthly,7.99,2023-07-01,2023-12-31,184.0,39.95000000000001
23032,257LXBH541,Pulse,paid monthly,7.99,2023-07-01,2023-12-31,183.0,47.94
23034,257NCYY727,ChillStream,paid monthly,25.01,2023-07-01,2023-07-10,10.0,125.70000000000002
23035,257NCYY727,ChillStream,paid monthly,25.0,2023-09-22,2023-12-31,100.0,100.0
23037,257NELD313,LimeLight,paid annual,80.02,2023-12-01,2023-12-31,30.0,80.02
23038,257NRJE800,RetroReel,paid monthly,30.01,2023-07-01,2023-12-31,184.0,150.04999999999998
23040,257OIUN901,Pulse,paid monthly,8.01,2023-07-14,2023-09-08,56.0,96.02
23041,257OONL520,ChillStream,paid monthly,24.99,2023-07-01,2023-09-27,89.0,49.97999999999999
23042,257OQFJ316,LimeLight,paid monthly,20.0,2023-07-01,2023-09-20,82.0,40.0
23043,257PCNU516,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,184.0,100.0
23044,257QPAT296,LimeLight,paid monthly,19.99,2023-07-01,2023-12-31,184.0,99.94999999999999
23047,257QYBL187,CineQuest,paid monthly,12.0,2023-07-01,2023-12-31,183.0,72.0
23049,257RGSC597,LimeLight,paid monthly,20.01,2023-07-01,2023-12-31,184.0,100.04999999999998
23050,257RLGU766,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,183.0,180.0
23051,257RWWE553,LimeLight,paid annual,80.01,2023-07-01,2023-12-31,184.0,0.0
23053,257TCGL943,Pulse,paid annual,49.99,2023-07-01,2023-09-23,85.0,8.010000000000005
23054,257TCGL943,Pulse,paid monthly,8.0,2023-11-25,2023-12-31,36.0,16.0
23056,257TGMD836,CineQuest,paid monthly,12.01,2023-07-01,2023-12-31,184.0,60.05000000000001
23058,257TNTP172,LimeLight,paid monthly,20.01,2023-07-23,2023-12-31,161.0,120.06
23061,257TRVD100,LimeLight,paid annual,80.0,2023-07-01,2023-12-31,183.0,0.0
23062,257TYPK880,LimeLight,paid monthly,20.0,2023-07-12,2023-12-31,172.0,120.0
23065,257UDFO484,LimeLight,paid monthly,20.02,2023-07-01,2023-09-25,87.0,40.03999999999999
23066,257UHFM559,CineQuest,paid annual,60.0,2023-07-01,2023-12-31,184.0,0.0
23068,257UQCY048,ChillStream,paid monthly,24.99,2023-07-01,2023-11-08,131.0,107.6
23070,257VHOS453,CineQuest,paid annual,60.0,2023-07-01,2023-11-05,128.0,60.0
23071,257VHOS453,CineQuest,trial annual,34.56,2023-12-20,2023-12-31,11.0,34.56
23072,257VKNJ500,RetroReel,paid annual,120.0,2023-07-01,2023-12-31,184.0,0.0
23073,257WCHF201,RetroReel,paid monthly,30.02,2023-07-01,2023-08-19,50.0,30.02000000000004
23075,257WELW965,ChillStream,paid monthly,24.99,2023-08-05,2023-12-31,148.0,124.94999999999999
23077,257XBXF579,RetroReel,paid monthly,29.99,2023-07-01,2023-12-31,183.0,179.94
23078,257XNTM780,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,184.0,120.0
23080,257YDLM527,ChillStream,paid monthly,25.0,2023-07-01,2023-12-31,183.0,175.0
23081,257YHJZ183,ChillStream,paid monthly,25.0,2023-07-01,2023-12-31,183.0,150.0
23083,258AFZC618,Pulse,paid monthly,8.0,2023-07-01,2023-12-30,183.0,90.0
23085,258AQHP944,LimeLight,paid monthly,20.01,2023-07-01,2023-12-31,184.0,100.04999999999998
23088,258AUFN349,ChillStream,paid monthly,25.01,2023-07-01,2023-12-31,183.0,150.06
23090,258AUFN349,LimeLight,paid monthly,20.0,2023-11-04,2023-12-31,57.0,40.0
23093,258DFDY925,CineQuest,paid annual,60.0,2023-11-08,2023-12-31,53.0,60.0
23095,258DHQB904,LimeLight,paid annual,80.0,2023-12-07,2023-12-31,24.0,80.0
23096,258DMTQ859,LimeLight,paid monthly,20.01,2023-07-01,2023-12-31,184.0,100.04999999999998
23098,258DOVU053,LimeLight,paid monthly,19.99,2023-07-01,2023-12-31,184.0,99.95000000000002
23100,258DRFL602,Pulse,paid annual,50.0,2023-07-01,2023-12-31,183.0,0.0
23104,258DURL242,CineQuest,paid monthly,12.0,2023-07-01,2023-07-21,20.0,132.1
23105,258DURL242,CineQuest,paid monthly,12.0,2023-09-26,2023-12-31,96.0,48.0
23107,258EIPH377,LimeLight,paid monthly,20.0,2023-11-30,2023-12-31,31.0,40.0
23109,258EJFH829,ChillStream,paid monthly,25.02,2023-09-07,2023-12-31,115.0,100.08
23110,258EODJ823,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,184.0,100.0
23112,258EODJ823,RetroReel,paid monthly,30.01,2023-11-29,2023-12-05,6.0,60.0
23114,258EOTC999,Pulse,paid monthly,7.99,2023-07-01,2023-12-31,183.0,47.94
23116,258EYGF830,CineQuest,paid monthly,11.99,2023-07-01,2023-10-31,123.0,95.95999999999998
23117,258EYGF830,CineQuest,paid annual,59.99,2023-11-20,2023-12-31,41.0,59.99
23120,258FWBU293,Pulse,paid monthly,7.99,2023-10-14,2023-12-31,78.0,23.97
23121,258GIHZ870,Pulse,paid annual,50.0,2023-07-01,2023-12-31,184.0,0.0
23122,258GPWG739,RetroReel,paid annual,120.01,2023-10-22,2023-12-31,70.0,120.01
23123,258GVIA284,RetroReel,paid monthly,30.02,2023-07-01,2023-12-31,184.0,150.10000000000002
23125,258GXKX907,CineQuest,paid annual,59.99,2023-07-01,2023-12-31,183.0,0.0
23127,258HVHU184,Pulse,discounted monthly,6.96,2023-07-01,2023-08-04,34.0,30.93
23128,258HVHU184,Pulse,paid monthly,8.0,2023-10-31,2023-12-31,61.0,24.0
23130,258JYIT881,Pulse,paid monthly,7.99,2023-07-01,2023-12-31,183.0,47.94
23132,258LPCD331,LimeLight,paid monthly,20.01,2023-12-01,2023-12-31,30.0,20.01
23135,258LYZU129,CineQuest,paid annual,59.99,2023-11-06,2023-12-31,55.0,59.99
23137,258NMOH394,CineQuest,paid annual,59.99,2023-07-01,2023-12-31,184.0,0.0
23138,258NNYA863,Pulse,paid monthly,8.01,2023-07-01,2023-12-31,184.0,40.04999999999999
23139,258NOOT239,RetroReel,paid annual,120.01,2023-08-06,2023-12-31,147.0,120.01
23142,258NPTV971,CineQuest,paid monthly,12.01,2023-07-01,2023-07-13,13.0,39.20000000000002
23143,258NPTV971,CineQuest,paid monthly,12.01,2023-08-24,2023-11-18,86.0,207.34
23144,258OEFV692,LimeLight,paid monthly,20.02,2023-07-01,2023-12-31,184.0,100.10000000000002
23146,258PANC648,Pulse,paid monthly,8.0,2023-07-01,2023-07-18,18.0,16.019999999999996
23147,258QEMW243,CineQuest,paid monthly,12.0,2023-11-25,2023-12-31,36.0,24.0
23148,258QJHT736,RetroReel,paid monthly,29.99,2023-07-01,2023-12-31,184.0,149.95000000000002
23150,258RDHJ735,CineQuest,paid monthly,12.01,2023-08-01,2023-12-31,152.0,72.06
23151,258RGNE145,RetroReel,paid monthly,30.01,2023-07-01,2023-12-31,184.0,150.04999999999998
23154,258RMYY929,Pulse,paid monthly,8.02,2023-07-01,2023-12-31,183.0,48.120000000000005
23155,258SBVX653,RetroReel,paid monthly,30.0,2023-07-01,2023-10-15,106.0,224.61
23157,258SVBF328,CineQuest,paid monthly,12.01,2023-11-10,2023-12-31,51.0,24.02
23158,258TTZY875,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,183.0,180.0
23160,258USNK297,RetroReel,paid monthly,30.02,2023-08-31,2023-12-28,119.0,502.15999999999997
23162,258UXMK094,RetroReel,paid annual,119.99,2023-07-01,2023-12-31,183.0,0.0
23164,258VEVU779,CineQuest,trial monthly,6.58,2023-07-01,2023-12-31,184.0,39.480000000000004
23166,258VOED896,RetroReel,paid annual,119.99,2023-12-10,2023-12-31,21.0,119.99
23168,258WJHM417,CineQuest,paid monthly,12.0,2023-07-01,2023-12-31,183.0,72.0
23169,258WKLG459,LimeLight,paid monthly,20.01,2023-12-11,2023-12-31,20.0,20.01
23170,258WUUK380,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,184.0,100.0
23171,258XKOM751,CineQuest,paid annual,60.0,2023-07-01,2023-11-03,126.0,-60.0
23172,258XKOM751,LimeLight,paid annual,80.01,2023-07-01,2023-12-31,184.0,0.0
23174,258XTIN456,ChillStream,paid monthly,25.02,2023-11-05,2023-12-31,56.0,50.04
23178,258XTIN456,Pulse,paid monthly,8.01,2023-07-01,2023-12-31,184.0,40.04999999999999
23181,258YFPG929,CineQuest,discounted annual,43.1,2023-07-01,2023-12-10,162.0,120.0
23182,258YFPG929,Pulse,paid annual,50.03,2023-07-01,2023-12-31,184.0,0.0
23183,258YTIM478,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,183.0,120.0
23185,258ZBOA733,CineQuest,paid monthly,12.0,2023-07-01,2023-12-21,174.0,120.0
23187,258ZTTM515,CineQuest,paid monthly,11.98,2023-10-20,2023-12-31,72.0,35.94
23189,259BEMI116,Pulse,paid monthly,7.99,2023-07-14,2023-12-31,170.0,47.94
23191,259BHPS264,CineQuest,paid annual,60.0,2023-07-01,2023-08-02,33.0,36.06
23193,259BVWC021,CineQuest,paid annual,59.98,2023-12-09,2023-12-31,22.0,59.98
23195,259BZNY789,Pulse,paid monthly,7.99,2023-07-01,2023-09-03,65.0,57.990000000000016
23196,259BZNY789,Pulse,discounted annual,46.85,2023-11-11,2023-12-31,50.0,46.85
23198,259CBKH626,RetroReel,paid monthly,29.99,2023-09-29,2023-12-31,93.0,119.96
23199,259CXTR421,RetroReel,paid monthly,30.02,2023-07-01,2023-12-31,184.0,150.10000000000002
23201,259DAWW983,CineQuest,paid annual,59.99,2023-07-01,2023-11-17,140.0,36.63
23202,259ERAJ235,Pulse,paid monthly,7.99,2023-07-01,2023-08-02,32.0,22.779999999999994
23203,259EWEU210,Pulse,paid monthly,8.0,2023-07-01,2023-12-31,184.0,40.0
23204,259FDAU757,RetroReel,paid annual,120.0,2023-07-01,2023-12-31,184.0,0.0
23206,259GGMV903,LimeLight,paid monthly,19.99,2023-07-01,2023-12-31,183.0,119.94
23209,259IGEF714,Pulse,discounted monthly,7.82,2023-10-17,2023-12-31,75.0,23.46
23212,259IWVM381,LimeLight,paid annual,80.0,2023-12-04,2023-12-31,27.0,80.0
23214,259JNIT185,ChillStream,paid annual,100.0,2023-07-01,2023-12-31,184.0,0.0
23216,259JYMN322,Pulse,trial annual,35.44,2023-07-01,2023-12-31,184.0,0.0
23218,259KCHD604,Pulse,paid annual,50.0,2023-12-06,2023-12-31,25.0,50.0
23219,259KQOA019,ChillStream,paid monthly,25.0,2023-07-01,2023-12-31,184.0,150.0
23220,259KQOA019,LimeLight,paid monthly,20.0,2023-07-01,2023-09-12,74.0,20.0
23221,259KREG461,LimeLight,paid annual,80.01,2023-07-01,2023-12-31,184.0,0.0
23222,259KREG461,Pulse,paid monthly,7.98,2023-07-01,2023-12-31,184.0,39.89999999999999
23224,259KSSQ551,Pulse,paid annual,50.01,2023-07-01,2023-12-31,184.0,0.0
23226,259LFZJ355,CineQuest,paid monthly,12.0,2023-07-01,2023-12-31,184.0,72.0
23227,259MRCQ601,CineQuest,paid annual,60.01,2023-07-01,2023-12-31,184.0,0.0
23228,259MYGO196,Pulse,paid annual,49.99,2023-07-27,2023-12-31,157.0,49.99
23229,259NFAD791,ChillStream,expired monthly,25.0,2023-07-01,2023-09-05,66.0,25.0
23230,259NFAD791,ChillStream,discounted annual,65.88,2023-12-09,2023-12-31,22.0,65.88
23232,259NFAD791,LimeLight,paid monthly,19.99,2023-10-24,2023-12-31,68.0,59.97
23233,259NJCX723,ChillStream,paid annual,99.99,2023-07-01,2023-12-31,184.0,0.0
23234,259NKJT671,LimeLight,paid monthly,20.03,2023-07-01,2023-12-31,184.0,100.15
23236,259NUKL328,LimeLight,discounted annual,27.1,2023-08-26,2023-12-31,127.0,27.1
23239,259PEYK511,RetroReel,paid monthly,30.01,2023-08-13,2023-12-31,140.0,150.05
23241,259PKNV163,ChillStream,paid monthly,25.01,2023-07-01,2023-12-31,184.0,125.05000000000004
23243,259PPNF796,CineQuest,paid monthly,12.01,2023-07-01,2023-12-31,184.0,60.05000000000001
23244,259PXIV596,ChillStream,paid annual,100.01,2023-07-01,2023-12-31,184.0,0.0
23245,259QVBD340,CineQuest,paid monthly,12.01,2023-07-01,2023-12-31,184.0,60.05000000000001
23246,259RBMT820,RetroReel,paid annual,119.99,2023-07-01,2023-12-31,183.0,0.0
23247,259URWL224,RetroReel,paid monthly,30.0,2023-07-01,2023-08-24,55.0,30.0
23249,259VRPG624,CineQuest,trial monthly,6.53,2023-07-01,2023-07-28,28.0,60.01000000000001
23250,259VRPG624,CineQuest,paid monthly,12.0,2023-08-16,2023-12-31,137.0,60.0
23251,259WIZE686,RetroReel,paid annual,120.0,2023-08-06,2023-12-31,147.0,120.0
23253,259WOJY614,LimeLight,paid monthly,20.01,2023-07-01,2023-12-31,183.0,120.06
23254,259WPEB029,LimeLight,paid annual,80.0,2023-07-01,2023-12-31,183.0,0.0
23255,259XTLY407,LimeLight,paid monthly,19.99,2023-07-01,2023-12-31,184.0,119.94000000000003
23256,259YEZF680,CineQuest,paid annual,60.01,2023-07-01,2023-10-25,117.0,0.0
23258,259ZLTL572,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,184.0,100.0
23260,260ALOL895,RetroReel,paid monthly,30.0,2023-09-03,2023-10-18,45.0,354.58
23262,260AMPN840,CineQuest,paid annual,60.01,2023-08-02,2023-12-12,132.0,165.13
23263,260ATDD581,Pulse,paid monthly,7.99,2023-07-01,2023-12-31,184.0,39.95000000000001
23265,260BGUM555,CineQuest,paid monthly,12.02,2023-07-01,2023-12-31,183.0,84.14
23266,260CESC472,ChillStream,paid monthly,25.01,2023-07-01,2023-12-31,184.0,125.04999999999998
23267,260CFQJ838,CineQuest,paid monthly,12.0,2023-07-01,2023-12-09,162.0,48.0
23269,260CGRK965,CineQuest,trial monthly,7.94,2023-12-01,2023-12-31,30.0,7.94
23271,260CMFF137,ChillStream,paid annual,99.99,2023-10-28,2023-12-31,64.0,99.99
23272,260DKNN711,LimeLight,paid annual,79.99,2023-07-01,2023-12-31,184.0,0.0
23273,260DVFQ061,ChillStream,paid monthly,25.01,2023-07-01,2023-08-04,35.0,164.10999999999999
23274,260DVFQ061,ChillStream,paid monthly,24.99,2023-09-26,2023-12-31,96.0,99.96
23275,260DVFQ061,RetroReel,expired monthly,29.99,2023-07-01,2023-11-07,129.0,89.97
23277,260EFPX170,LimeLight,paid annual,79.99,2023-09-11,2023-12-31,111.0,79.99
23279,260EMHE511,ChillStream,paid monthly,24.98,2023-07-01,2023-11-18,140.0,199.88
23281,260FKEL481,ChillStream,paid monthly,25.0,2023-07-01,2023-12-31,183.0,175.0
23282,260FSSP512,RetroReel,paid annual,119.99,2023-10-08,2023-12-31,84.0,119.99
23284,260GIFK699,CineQuest,paid monthly,12.01,2023-07-01,2023-12-31,183.0,72.06
23285,260GIFK699,LimeLight,paid monthly,19.99,2023-08-27,2023-12-31,126.0,99.94999999999999
23286,260GLRS866,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,184.0,150.0
23287,260GWUD051,LimeLight,paid annual,80.02,2023-07-01,2023-12-31,184.0,0.0
23288,260GWUD051,Pulse,expired annual,49.99,2023-07-01,2023-11-13,135.0,0.0
23291,260HYWA744,Pulse,paid annual,50.01,2023-07-01,2023-08-29,60.0,0.0
23293,260IHFE511,Pulse,paid annual,50.0,2023-07-01,2023-12-31,183.0,0.0
23294,260IKOA103,Pulse,paid annual,50.01,2023-07-01,2023-12-31,184.0,0.0
23295,260INLH021,RetroReel,paid annual,120.0,2023-07-01,2023-12-31,184.0,0.0
23297,260IWXF346,LimeLight,paid monthly,20.0,2023-07-09,2023-12-31,175.0,120.0
23299,260JQYN428,Pulse,paid monthly,7.98,2023-07-01,2023-12-31,184.0,39.89999999999999
23301,260JRLE102,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,184.0,150.0
23302,260JYFA591,ChillStream,paid monthly,25.01,2023-12-03,2023-12-31,28.0,25.01
23305,260KHLG293,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,183.0,180.0
23306,260KIVC846,ChillStream,paid monthly,25.0,2023-07-01,2023-12-31,183.0,150.0
23309,260LWQR942,LimeLight,paid monthly,20.01,2023-07-07,2023-12-31,177.0,120.06
23312,260MWUS820,Pulse,paid annual,50.0,2023-12-23,2023-12-31,8.0,50.0
23313,260MWUS820,RetroReel,discounted monthly,25.01,2023-07-01,2023-12-27,180.0,125.04999999999998
23314,260OJZF240,CineQuest,paid monthly,11.99,2023-07-01,2023-12-31,184.0,59.95000000000002
