,ID,BRAND,RECENCY,REVENUE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,2023_REVENUE,LTVCluster,Segment_High-Value,Segment_Low-Value,Segment_Mid-Value
825,074UAKJ636,LimeLight,188,77.07,1,1,0,0,1,79.98,1,0,1,0
826,074URWF495,LimeLight,210,140.07000000000002,1,1,0,1,2,219.78,2,0,1,0
827,074VPBO137,LimeLight,9,279.89,1,2,0,3,5,80.02,1,1,0,0
828,074VZYL412,LimeLight,209,100.0,1,1,0,1,2,179.98,2,0,1,0
829,074ZGXK830,LimeLight,268,229.83,1,0,0,2,2,160.08,2,0,1,0
830,075BIMP879,LimeLight,45,159.94,1,2,0,1,3,0.0,0,0,0,1
831,075CCDG707,LimeLight,43,39.98,1,2,0,0,2,96.27000000000001,1,0,1,0
832,075EEMJ526,LimeLight,303,79.99,1,0,0,0,0,80.0,1,0,1,0
833,075EUOY005,LimeLight,93,80.0,1,2,0,0,2,199.95999999999998,2,0,1,0
834,075FCFI689,LimeLight,345,240.0,1,0,0,2,2,0.0,0,0,1,0
835,075GGQX283,LimeLight,285,280.21,1,0,0,3,3,88.25999999999999,1,0,0,1
836,075JGWU168,LimeLight,359,20.0,2,0,1,0,1,0.0,0,0,1,0
837,075KIYJ343,LimeLight,359,19.98,2,0,1,0,1,0.0,0,0,1,0
838,075LVRW593,LimeLight,292,200.0,1,0,0,2,2,0.0,0,0,1,0
839,075MRFK851,LimeLight,36,160.0,1,2,0,1,3,0.0,0,0,0,1
840,075NCNF444,LimeLight,38,40.0,1,2,0,0,2,0.0,0,0,1,0
841,075OAAU357,LimeLight,224,20.01,1,1,0,0,1,40.0,0,0,1,0
842,075RAZH038,LimeLight,305,79.99,2,0,1,0,1,0.0,0,0,1,0
843,075SZOZ580,LimeLight,95,200.02,1,2,0,2,4,0.0,0,0,0,1
844,075ZSEG311,LimeLight,57,81.99,1,2,0,0,2,140.0,1,0,1,0
845,076AJSU935,LimeLight,263,80.01,1,0,0,0,0,80.0,1,0,1,0
846,076AZEQ530,LimeLight,289,80.0,1,0,0,0,0,160.01,2,0,1,0
847,076BRNS976,LimeLight,234,80.01,1,1,0,0,1,80.0,1,0,1,0
848,076DONM706,LimeLight,87,68.16,1,2,0,0,2,199.89999999999998,2,0,1,0
849,076EELP950,LimeLight,214,240.12,1,1,0,2,3,0.0,0,0,0,1
850,076EOJQ588,LimeLight,170,140.07000000000002,2,1,1,1,3,79.99,1,0,0,1
851,076FTKT375,LimeLight,94,139.86,1,2,0,1,3,0.0,0,0,0,1
852,076IAXW878,LimeLight,129,100.05,1,1,0,1,2,19.99,0,0,1,0
853,076IWMU784,LimeLight,286,80.02,1,0,0,0,0,0.0,0,0,1,0
854,076JFGZ675,LimeLight,259,180.0,1,0,0,2,2,240.12,2,0,1,0
855,076JYIB691,LimeLight,198,120.06,1,1,0,1,2,79.98,1,0,1,0
856,076KNHS354,LimeLight,60,19.48,1,2,0,0,2,99.94999999999999,1,0,1,0
857,076KPMN052,LimeLight,215,55.3,2,1,1,0,2,80.0,1,0,1,0
858,076KVSN127,LimeLight,228,160.0,1,1,0,1,2,120.0,1,0,1,0
859,076MOPK481,LimeLight,335,239.88,1,0,0,2,2,167.79,2,0,1,0
860,076PPTG505,LimeLight,33,40.02,1,2,0,0,2,0.0,0,0,1,0
861,076QJWZ295,LimeLight,97,240.12,1,2,0,2,4,0.0,0,0,0,1
862,076UEWE979,LimeLight,238,103.1,2,0,1,1,2,0.0,0,0,1,0
863,076VCNI155,LimeLight,50,79.99,1,2,0,0,2,0.0,0,0,1,0
864,076ZKZV866,LimeLight,29,149.29000000000002,1,2,0,1,3,79.99,1,0,0,1
865,077AJEU981,LimeLight,302,211.42,3,0,2,2,4,0.0,0,0,0,1
866,077BRUE969,LimeLight,135,160.0,1,1,0,1,2,0.0,0,0,1,0
867,077DXJT187,LimeLight,48,219.89,1,2,0,2,4,59.97,1,0,0,1
868,077EAWP116,LimeLight,160,34.8,1,1,0,0,1,79.98,1,0,1,0
869,077NPBN471,LimeLight,235,100.0,1,1,0,1,2,100.1,1,0,1,0
870,077OPLW208,LimeLight,262,80.02,1,0,0,0,0,0.0,0,0,1,0
871,077RIGD365,LimeLight,221,79.98,1,1,0,0,1,0.0,0,0,1,0
872,077UKAV871,LimeLight,98,151.02,2,2,1,1,4,16.88,0,0,0,1
873,077WBRP302,LimeLight,279,80.01,2,0,1,0,1,80.0,1,0,1,0
874,077XBLO880,LimeLight,17,240.01,1,2,0,2,4,26.61,0,0,0,1
875,077XJAE458,LimeLight,219,160.16,2,1,1,1,3,139.03,1,0,0,1
876,077XTHS612,LimeLight,181,131.53,1,1,0,1,2,180.09,2,0,1,0
877,077YOFJ431,LimeLight,69,51.74,1,2,0,0,2,80.0,1,0,1,0
878,078ANOO636,LimeLight,245,220.07,1,0,0,2,2,0.0,0,0,1,0
879,078EVCS442,LimeLight,276,199.9,1,0,0,2,2,0.0,0,0,1,0
880,078FYLQ437,LimeLight,229,239.99,1,1,0,2,3,0.0,0,0,0,1
881,078IBUF618,LimeLight,103,80.0,1,2,0,0,2,219.98,2,0,1,0
882,078RFYG539,LimeLight,338,239.88,1,0,0,2,2,0.0,0,0,1,0
883,078SEKI132,LimeLight,11,100.0,1,2,0,1,3,0.0,0,0,0,1
884,078UOJU390,LimeLight,147,79.98,1,1,0,0,1,0.0,0,0,1,0
885,078WOOV053,LimeLight,68,80.0,1,2,0,0,2,80.0,1,0,1,0
886,079ALKC786,LimeLight,37,139.86,2,2,1,1,4,0.0,0,0,0,1
887,079BCDI225,LimeLight,281,158.6,1,0,0,1,1,40.0,0,0,1,0
888,079DFSE545,LimeLight,183,80.01,1,1,0,0,1,0.0,0,0,1,0
889,079DUMQ529,LimeLight,345,20.01,2,0,1,0,1,0.0,0,0,1,0
890,079FBJE267,LimeLight,42,39.94,1,2,0,0,2,200.0,2,0,1,0
891,079KGBZ420,LimeLight,194,80.0,1,1,0,0,1,0.0,0,0,1,0
892,079OARM822,LimeLight,12,100.1,1,2,0,1,3,0.0,0,0,0,1
893,079OFQV109,LimeLight,171,120.12,2,1,1,1,3,0.0,0,0,0,1
894,079OOKS674,LimeLight,42,46.4,2,2,1,0,3,20.0,0,0,0,1
895,079PYHB762,LimeLight,219,50.95,1,1,0,0,1,80.01,1,0,1,0
896,079RCCW602,LimeLight,78,99.99,1,2,0,1,3,0.0,0,0,0,1
897,079RXQL730,LimeLight,174,120.0,2,1,1,1,3,0.0,0,0,0,1
898,079WQCB198,LimeLight,7,280.04,1,2,0,3,5,240.12,2,1,0,0
899,079ZNIV884,LimeLight,13,119.59,1,2,0,1,3,140.14,1,0,0,1
900,080BPHT803,LimeLight,143,139.97,1,1,0,1,2,0.0,0,0,1,0
901,080CENM075,LimeLight,141,100.0,1,1,0,1,2,0.0,0,0,1,0
902,080ENSX898,LimeLight,325,90.75,1,0,0,1,1,99.94999999999999,1,0,1,0
903,080EQFE666,LimeLight,313,220.22,1,0,0,2,2,160.16,2,0,1,0
904,080EYGB038,LimeLight,272,199.9,1,0,0,2,2,0.0,0,0,1,0
905,080FFUZ524,LimeLight,148,79.96,1,1,0,0,1,54.2,1,0,1,0
906,080GLCC629,LimeLight,281,80.02,1,0,0,0,0,0.0,0,0,1,0
907,080GWET386,LimeLight,50,40.02,1,2,0,0,2,0.0,0,0,1,0
908,080MNQQ581,LimeLight,282,79.98,2,0,1,0,1,0.0,0,0,1,0
909,080UXYG139,LimeLight,47,79.99,1,2,0,0,2,0.0,0,0,1,0
910,080VYWN230,LimeLight,51,120.01,1,2,0,1,3,0.0,0,0,0,1
911,080WHAI395,LimeLight,358,239.88,2,0,1,2,3,0.0,0,0,0,1
912,080XCLT436,LimeLight,361,259.87,1,0,0,2,2,100.05000000000001,1,0,1,0
913,080YLTY468,LimeLight,277,199.9,1,0,0,2,2,159.93,2,0,1,0
914,080ZZMT372,LimeLight,232,80.0,1,1,0,0,1,0.0,0,0,1,0
915,081DTWF450,LimeLight,32,240.05,1,2,0,2,4,0.0,0,0,0,1
916,081EHZC705,LimeLight,254,240.18,1,0,0,2,2,0.0,0,0,1,0
917,081FWGA369,LimeLight,218,80.01,1,1,0,0,1,0.0,0,0,1,0
918,081GBFE065,LimeLight,42,174.22,2,2,1,2,5,0.0,0,1,0,0
919,081GECU066,LimeLight,297,200.0,1,0,0,2,2,120.0,1,0,1,0
920,081HTOJ804,LimeLight,79,126.72,1,2,0,1,3,0.0,0,0,0,1
921,081IJWM088,LimeLight,187,120.12,1,1,0,1,2,79.99,1,0,1,0
922,081JOBJ815,LimeLight,154,105.66,1,1,0,1,2,40.02,0,0,1,0
923,081NBZY492,LimeLight,61,120.03,1,2,0,1,3,119.94,1,0,0,1
924,081NMON832,LimeLight,19,180.18,1,2,0,2,4,80.01,1,0,0,1
925,081OIUE382,LimeLight,355,70.1,2,0,1,0,1,0.0,0,0,1,0
926,081SURM064,LimeLight,143,80.01,1,1,0,0,1,0.0,0,0,1,0
927,081ZCUN513,LimeLight,340,239.88,1,0,0,2,2,119.99,1,0,1,0
928,082DDTX738,LimeLight,309,39.96,1,0,0,0,0,181.73000000000002,2,0,1,0
929,082EOLS388,LimeLight,106,80.04,1,2,0,0,2,0.0,0,0,1,0
930,082FIGH240,LimeLight,91,79.96,1,2,0,0,2,99.97999999999999,1,0,1,0
931,082FTEX821,LimeLight,182,119.94,1,1,0,1,2,115.56,1,0,1,0
932,082GPIZ445,LimeLight,43,40.02,1,2,0,0,2,0.0,0,0,1,0
933,082IYNG677,LimeLight,197,99.82,1,1,0,1,2,240.12,2,0,1,0
934,082KOLB663,LimeLight,50,220.11,1,2,0,2,4,179.92,2,0,0,1
935,082ORMQ614,LimeLight,243,260.17,3,0,2,2,4,0.0,0,0,0,1
936,082QPDQ721,LimeLight,283,199.9,1,0,0,2,2,139.92999999999998,1,0,1,0
937,082RLOD646,LimeLight,4,120.0,1,2,0,1,3,79.99,1,0,0,1
938,082SNYN618,LimeLight,236,159.92,2,1,1,1,3,0.0,0,0,0,1
939,082STXJ000,LimeLight,278,199.9,1,0,0,2,2,240.12,2,0,1,0
940,082TYAB759,LimeLight,300,60.03,2,0,1,0,1,160.0,2,0,1,0
941,082XGWW240,LimeLight,310,220.11,2,0,1,2,3,0.0,0,0,0,1
942,082XIZY985,LimeLight,302,220.0,1,0,0,2,2,240.12,2,0,1,0
943,083AMKL487,LimeLight,210,160.02,2,1,1,1,3,80.0,1,0,0,1
944,083BIZO019,LimeLight,65,200.1,1,2,0,2,4,0.0,0,0,0,1
945,083BYSJ122,LimeLight,233,106.32,1,1,0,1,2,199.8,2,0,1,0
946,083GIYR066,LimeLight,315,80.02,1,0,0,0,0,0.0,0,0,1,0
947,083ITUW542,LimeLight,261,80.01,1,0,0,0,0,80.02,1,0,1,0
948,083JHUQ799,LimeLight,67,59.94,1,2,0,0,2,0.0,0,0,1,0
949,083VZEY954,LimeLight,143,79.99,1,1,0,0,1,0.0,0,0,1,0
950,084ABIT141,LimeLight,213,119.88,1,1,0,1,2,160.08,2,0,1,0
951,084CIOS440,LimeLight,199,69.51,1,1,0,0,1,79.99,1,0,1,0
952,084DTKV020,LimeLight,134,100.05,1,1,0,1,2,0.0,0,0,1,0
953,084FFKY159,LimeLight,59,66.74,1,2,0,0,2,80.0,1,0,1,0
954,084MLUG409,LimeLight,52,100.01,1,2,0,1,3,0.0,0,0,0,1
955,084QVLC985,LimeLight,105,160.0,1,2,0,1,3,0.0,0,0,0,1
956,084TMMH231,LimeLight,159,120.0,1,1,0,1,2,0.0,0,0,1,0
957,084UJXT811,LimeLight,334,80.01,1,0,0,0,0,80.0,1,0,1,0
958,084WLSM126,LimeLight,236,80.01,1,1,0,0,1,140.0,1,0,1,0
959,084XVRQ065,LimeLight,190,159.79999999999998,1,1,0,1,2,219.89,2,0,1,0
960,085BSNC384,LimeLight,63,100.05,1,2,0,1,3,240.07000000000002,2,0,0,1
961,085CUEB750,LimeLight,133,99.9,1,1,0,1,2,0.0,0,0,1,0
962,085DLIT127,LimeLight,337,240.0,1,0,0,2,2,0.0,0,0,1,0
963,085DZKC448,LimeLight,79,26.13,2,2,1,0,3,80.01,1,0,0,1
964,085ECSR972,LimeLight,275,79.99,1,0,0,0,0,80.0,1,0,1,0
965,085FAHF458,LimeLight,146,100.0,2,1,1,1,3,0.0,0,0,0,1
966,085GBDF262,LimeLight,129,71.15,1,1,0,0,1,80.0,1,0,1,0
967,085GMAT383,LimeLight,265,180.0,1,0,0,2,2,220.0,2,0,1,0
968,085KZON555,LimeLight,186,140.07000000000002,1,1,0,1,2,240.0,2,0,1,0
969,085LRIK867,LimeLight,277,220.02,1,0,0,2,2,199.89999999999998,2,0,1,0
970,085NBUT572,LimeLight,330,39.98,1,0,0,0,0,84.51,1,0,1,0
971,085QAPE639,LimeLight,346,240.0,1,0,0,2,2,0.0,0,0,1,0
972,085VUVY816,LimeLight,254,99.99,1,0,0,1,1,79.98,1,0,1,0
973,086BQLM887,LimeLight,28,63.43,2,2,1,0,3,0.0,0,0,0,1
974,086CTIB520,LimeLight,205,119.94,2,1,1,1,3,0.0,0,0,0,1
975,086FASW673,LimeLight,346,239.76,1,0,0,2,2,19.99,0,0,1,0
976,086FNNO668,LimeLight,316,220.0,1,0,0,2,2,173.44,2,0,1,0
977,086FWRU425,LimeLight,204,119.94,1,1,0,1,2,220.0,2,0,1,0
978,086KWIO822,LimeLight,149,100.0,1,1,0,1,2,0.0,0,0,1,0
979,086LFCF458,LimeLight,172,170.39,1,1,0,2,3,0.0,0,0,0,1
980,086MSKP996,LimeLight,239,159.92000000000002,2,0,1,1,2,80.01,1,0,1,0
981,086UZSE972,LimeLight,46,40.02,1,2,0,0,2,0.0,0,0,1,0
982,086YLAM939,LimeLight,126,118.08,1,1,0,1,2,0.0,0,0,1,0
983,087DVOW970,LimeLight,61,79.98,1,2,0,0,2,0.0,0,0,1,0
984,087ETLV544,LimeLight,52,180.0,1,2,0,2,4,80.02,1,0,0,1
985,087EXAQ660,LimeLight,44,79.98,1,2,0,0,2,120.0,1,0,1,0
986,087FPPZ071,LimeLight,94,80.0,1,2,0,0,2,0.0,0,0,1,0
987,087GSFJ765,LimeLight,47,80.0,1,2,0,0,2,200.0,2,0,1,0
988,087HHSW497,LimeLight,112,140.01,2,2,1,1,4,0.0,0,0,0,1
989,087LWXF272,LimeLight,195,180.03000000000003,1,1,0,2,3,159.88,2,0,0,1
990,087MFEZ921,LimeLight,182,159.92999999999998,1,1,0,1,2,100.05000000000001,1,0,1,0
991,087OWVD417,LimeLight,107,80.02,1,2,0,0,2,0.0,0,0,1,0
992,087QIBA562,LimeLight,71,126.73,1,2,0,1,3,0.0,0,0,0,1
993,087QOSC601,LimeLight,62,200.0,3,2,2,2,6,0.0,0,1,0,0
994,087TERI619,LimeLight,350,79.99,1,0,0,0,0,0.0,0,0,1,0
995,087TIHQ110,LimeLight,168,100.01,1,1,0,1,2,79.99,1,0,1,0
996,087TPZC872,LimeLight,15,159.98000000000002,1,2,0,1,3,0.0,0,0,0,1
997,087WTDP514,LimeLight,276,158.5,1,0,0,1,1,160.0,2,0,1,0
998,087YNXO160,LimeLight,224,160.0,1,1,0,1,2,159.84,2,0,1,0
999,087ZEIC987,LimeLight,321,220.0,1,0,0,2,2,218.28,2,0,1,0
1000,087ZJTY004,LimeLight,37,40.02,2,2,1,0,3,100.0,1,0,0,1
1001,088ASWA760,LimeLight,8,279.98,1,2,0,3,5,190.92999999999998,2,1,0,0
1002,088BACX102,LimeLight,185,140.14,1,1,0,1,2,226.11,2,0,1,0
1003,088DUXI182,LimeLight,95,179.91,2,2,1,2,5,0.0,0,1,0,0
1004,088EZHT820,LimeLight,83,199.9,1,2,0,2,4,19.99,0,0,0,1
1005,088KUPW216,LimeLight,300,223.9,1,0,0,2,2,239.88,2,0,1,0
1006,088LZJM424,LimeLight,14,80.0,1,2,0,0,2,59.519999999999996,1,0,1,0
1007,088QCNB950,LimeLight,136,80.01,1,1,0,0,1,0.0,0,0,1,0
1008,088QSSV002,LimeLight,157,100.1,1,1,0,1,2,154.83,2,0,1,0
1009,088RWVE480,LimeLight,45,80.01,1,2,0,0,2,0.0,0,0,1,0
1010,088RXWP150,LimeLight,89,60.0,2,2,1,0,3,140.07000000000002,1,0,0,1
1011,088TMZP886,LimeLight,260,180.09,1,0,0,2,2,0.0,0,0,1,0
1012,088TWBR180,LimeLight,94,80.04,1,2,0,0,2,0.0,0,0,1,0
1013,088XQPA303,LimeLight,91,80.0,2,2,1,0,3,0.0,0,0,0,1
1014,088ZUMF566,LimeLight,105,79.96,1,2,0,0,2,219.89,2,0,1,0
1015,089AAPJ849,LimeLight,267,140.01,1,0,0,1,1,0.0,0,0,1,0
1016,089AIKU711,LimeLight,170,120.06,1,1,0,1,2,0.0,0,0,1,0
1017,089AXSR091,LimeLight,276,200.1,1,0,0,2,2,154.70999999999998,2,0,1,0
1018,089BVKD526,LimeLight,153,140.0,1,1,0,1,2,79.99,1,0,1,0
1019,089CRKJ754,LimeLight,21,13.09,1,2,0,0,2,160.0,2,0,1,0
1020,089GYKG122,LimeLight,52,79.99,1,2,0,0,2,0.0,0,0,1,0
1021,089HXPV302,LimeLight,169,160.0,1,1,0,1,2,0.0,0,0,1,0
1022,089KGMW779,LimeLight,116,79.96,1,1,0,0,1,20.0,0,0,1,0
1023,089OPCT565,LimeLight,29,94.6,1,2,0,1,3,219.89,2,0,0,1
1024,089RYDL028,LimeLight,125,179.95999999999998,1,1,0,2,3,0.0,0,0,0,1
1025,089XMTB955,LimeLight,357,240.0,2,0,1,2,3,0.0,0,0,0,1
1026,089ZUSV221,LimeLight,300,80.0,2,0,1,0,1,240.0,2,0,1,0
1027,090BMCK175,LimeLight,230,240.1,2,1,1,2,4,180.0,2,0,0,1
1028,090BRRO805,LimeLight,248,80.0,2,0,1,0,1,240.0,2,0,1,0
1029,090BSNS782,LimeLight,332,240.0,2,0,1,2,3,0.0,0,0,0,1
1030,090BXVZ449,LimeLight,333,240.0,1,0,0,2,2,99.94999999999999,1,0,1,0
1031,090BYJN874,LimeLight,152,120.0,2,1,1,1,3,240.12,2,0,0,1
1032,090CSWQ612,LimeLight,32,148.60000000000002,1,2,0,1,3,0.0,0,0,0,1
1033,090CYBR370,LimeLight,298,60.03,3,0,2,0,2,39.98,0,0,1,0
1034,090ECDU341,LimeLight,283,80.0,1,0,0,0,0,140.0,1,0,1,0
1035,090JQHQ876,LimeLight,43,21.68,1,2,0,0,2,19.99,0,0,1,0
1036,090JQSO572,LimeLight,138,160.01,1,1,0,1,2,0.0,0,0,1,0
1037,090JSMU390,LimeLight,109,180.0,1,2,0,2,4,79.99,1,0,0,1
1038,090KUIJ675,LimeLight,12,80.08,1,2,0,0,2,79.99,1,0,1,0
1039,090RUVQ842,LimeLight,300,80.02,1,0,0,0,0,0.0,0,0,1,0
1040,091BOQK648,LimeLight,203,180.05,2,1,1,2,4,0.0,0,0,0,1
1041,091BRHK939,LimeLight,82,80.0,2,2,1,0,3,0.0,0,0,0,1
1042,091JSJQ747,LimeLight,44,79.99,1,2,0,0,2,0.0,0,0,1,0
1043,091JTRS765,LimeLight,101,79.99,1,2,0,0,2,200.10000000000002,2,0,1,0
1044,091LWFF647,LimeLight,267,80.02,1,0,0,0,0,79.99,1,0,1,0
1045,091LWPW732,LimeLight,92,79.96,1,2,0,0,2,180.0,2,0,1,0
1046,091MKOD648,LimeLight,236,80.0,1,1,0,0,1,100.0,1,0,1,0
1047,091RETU450,LimeLight,268,80.04,3,0,2,0,2,0.0,0,0,1,0
1048,091SEGP670,LimeLight,131,160.08,2,1,1,1,3,0.0,0,0,0,1
1049,091VAXH150,LimeLight,209,112.57,1,1,0,1,2,79.98,1,0,1,0
1050,092HDBB817,LimeLight,121,60.02000000000001,2,1,1,0,2,0.0,0,0,1,0
1051,092JOGF091,LimeLight,338,20.0,1,0,0,0,0,0.0,0,0,1,0
1052,092KNJE372,LimeLight,47,40.0,1,2,0,0,2,179.97,2,0,1,0
1053,092MUZC743,LimeLight,24,19.99,1,2,0,0,2,220.22,2,0,1,0
1054,092ROPL644,LimeLight,244,80.01,1,0,0,0,0,80.0,1,0,1,0
1055,092RYDC018,LimeLight,272,160.01,1,0,0,1,1,0.0,0,0,1,0
1056,092TJPS367,LimeLight,89,29.87,1,2,0,0,2,80.01,1,0,1,0
1057,092WOYD488,LimeLight,73,220.03,1,2,0,2,4,0.0,0,0,0,1
1058,093AXKI588,LimeLight,277,60.0,1,0,0,0,0,220.0,2,0,1,0
1059,093FRUH864,LimeLight,310,39.98,2,0,1,0,1,160.0,2,0,1,0
1060,093FZXH283,LimeLight,170,119.94,1,1,0,1,2,0.0,0,0,1,0
1061,093GMQV247,LimeLight,78,160.01,1,2,0,1,3,0.0,0,0,0,1
1062,093GUCX776,LimeLight,59,134.65,1,2,0,1,3,0.0,0,0,0,1
1063,093HGBC520,LimeLight,104,220.03000000000003,1,2,0,2,4,0.0,0,0,0,1
1064,093PBKD154,LimeLight,6,102.73,1,2,0,1,3,80.0,1,0,0,1
1065,093QCUN734,LimeLight,213,79.99,1,1,0,0,1,79.99,1,0,1,0
1066,093TFAJ931,LimeLight,86,80.0,2,2,1,0,3,64.5,1,0,0,1
1067,093TPUE896,LimeLight,174,80.01,1,1,0,0,1,79.97,1,0,1,0
1068,093WEZQ381,LimeLight,323,19.98,1,0,0,0,0,40.02,0,0,1,0
1069,093WVIZ035,LimeLight,223,159.84,1,1,0,1,2,219.95999999999998,2,0,1,0
1070,093ZAYX973,LimeLight,245,80.04,2,0,1,0,1,0.0,0,0,1,0
1071,093ZHRR152,LimeLight,30,200.0,1,2,0,2,4,119.97999999999999,1,0,0,1
1072,094BFVI990,LimeLight,63,80.0,2,2,1,0,3,0.0,0,0,0,1
1073,094DLPF384,LimeLight,182,140.07000000000002,2,1,1,1,3,0.0,0,0,0,1
1074,094EQQO822,LimeLight,162,159.99,1,1,0,1,2,0.0,0,0,1,0
1075,094FYRK641,LimeLight,234,160.0,1,1,0,1,2,0.0,0,0,1,0
1076,094WNRX886,LimeLight,269,180.0,1,0,0,2,2,0.0,0,0,1,0
1077,094XNGL575,LimeLight,238,160.0,1,0,0,1,1,0.0,0,0,1,0
1078,094YNDM587,LimeLight,4,187.85,1,2,0,2,4,80.0,1,0,0,1
1079,094ZMWK445,LimeLight,83,49.62,1,2,0,0,2,60.0,1,0,1,0
1080,095EVWC274,LimeLight,280,160.0,2,0,1,1,2,98.69,1,0,1,0
1081,095FFFA715,LimeLight,41,177.33999999999995,2,2,1,2,5,79.96,1,1,0,0
1082,095GCMM494,LimeLight,319,79.99,1,0,0,0,0,0.0,0,0,1,0
1083,095IPHX800,LimeLight,146,160.16,1,1,0,1,2,100.05000000000001,1,0,1,0
1084,095IWYT791,LimeLight,0,0.0,1,2,0,0,2,0.0,0,0,1,0
1085,095RMKA360,LimeLight,346,240.0,1,0,0,2,2,173.97,2,0,1,0
1086,095TVHL628,LimeLight,337,80.01,1,0,0,0,0,0.0,0,0,1,0
1087,095WWQC115,LimeLight,297,200.0,1,0,0,2,2,0.0,0,0,1,0
1088,096AEJG613,LimeLight,109,79.96,1,2,0,0,2,0.0,0,0,1,0
1089,096GRJB837,LimeLight,51,39.98,1,2,0,0,2,0.0,0,0,1,0
1090,096GUJD874,LimeLight,294,59.97,2,0,1,0,1,39.85,0,0,1,0
1091,096MBRM042,LimeLight,74,199.8,1,2,0,2,4,79.99,1,0,0,1
1092,096NFZK397,LimeLight,80,60.06,1,2,0,0,2,0.0,0,0,1,0
1093,096NHND350,LimeLight,55,119.96,1,2,0,1,3,0.0,0,0,0,1
1094,096QYBU988,LimeLight,329,220.0,1,0,0,2,2,0.0,0,0,1,0
1095,096SESP785,LimeLight,246,63.87,1,0,0,0,0,80.0,1,0,1,0
1096,096WAKI553,LimeLight,289,240.0,1,0,0,2,2,0.0,0,0,1,0
1097,096WAMT246,LimeLight,110,18.09,1,2,0,0,2,80.06,1,0,1,0
1098,096ZECZ648,LimeLight,52,239.92,1,2,0,2,4,0.0,0,0,0,1
1099,096ZMUW146,LimeLight,85,200.1,1,2,0,2,4,160.08,2,0,0,1
1100,096ZXHR201,LimeLight,170,106.85,1,1,0,1,2,199.8,2,0,1,0
1101,097DRHD367,LimeLight,286,79.99,1,0,0,0,0,0.0,0,0,1,0
1102,097DRPO587,LimeLight,272,80.0,1,0,0,0,0,106.77000000000001,1,0,1,0
1103,097FQYQ320,LimeLight,266,57.22,1,0,0,0,0,79.99,1,0,1,0
1104,097GNVI858,LimeLight,34,60.03,1,2,0,0,2,0.0,0,0,1,0
1105,097KCSV135,LimeLight,298,79.99,1,0,0,0,0,80.01,1,0,1,0
1106,097KLOB305,LimeLight,112,80.0,1,2,0,0,2,100.05000000000001,1,0,1,0
1107,097LOQA707,LimeLight,58,200.2,1,2,0,2,4,0.0,0,0,0,1
1108,097NQSX305,LimeLight,79,59.97,1,2,0,0,2,0.0,0,0,1,0
1109,097OCND461,LimeLight,105,180.0,1,2,0,2,4,139.99,1,0,0,1
1110,097OEUT340,LimeLight,192,40.0,1,1,0,0,1,99.94999999999999,1,0,1,0
1111,097PQEF949,LimeLight,274,200.0,1,0,0,2,2,0.0,0,0,1,0
1112,097PTIZ108,LimeLight,284,200.1,1,0,0,2,2,0.0,0,0,1,0
1113,097QNOI571,LimeLight,348,79.99,1,0,0,0,0,40.0,0,0,1,0
1114,097XLXW670,LimeLight,348,224.64,1,0,0,2,2,100.0,1,0,1,0
1115,097YIKP536,LimeLight,239,80.0,1,0,0,0,0,140.0,1,0,1,0
1116,097ZDSB017,LimeLight,222,60.06,1,1,0,0,1,79.96,1,0,1,0
1117,098ANTF247,LimeLight,119,219.93,2,1,1,2,4,0.0,0,0,0,1
1118,098BVAS869,LimeLight,44,40.0,1,2,0,0,2,0.0,0,0,1,0
1119,098DTHI407,LimeLight,160,119.94,1,1,0,1,2,0.0,0,0,1,0
1120,098ERQU589,LimeLight,123,80.0,2,1,1,0,2,0.0,0,0,1,0
1121,098FHMF040,LimeLight,96,158.6,1,2,0,1,3,200.0,2,0,0,1
1122,098FWTB960,LimeLight,328,220.0,1,0,0,2,2,139.86,1,0,1,0
1123,098GUZS259,LimeLight,266,179.82,1,0,0,2,2,0.0,0,0,1,0
1124,098JTTZ529,LimeLight,62,60.0,1,2,0,0,2,219.89,2,0,1,0
1125,098LWRM790,LimeLight,208,143.17000000000002,1,1,0,1,2,80.0,1,0,1,0
1126,098MBMJ245,LimeLight,72,27.6,1,2,0,0,2,140.0,1,0,1,0
1127,098NSCJ344,LimeLight,121,179.91,1,1,0,2,3,120.06,1,0,0,1
1128,098SUXH788,LimeLight,209,160.14,1,1,0,1,2,220.0,2,0,1,0
1129,098TJDM616,LimeLight,69,59.97,2,2,1,0,3,0.0,0,0,0,1
1130,098TWTJ847,LimeLight,72,200.2,1,2,0,2,4,39.98,0,0,0,1
1131,098XWJK177,LimeLight,329,220.0,1,0,0,2,2,0.0,0,0,1,0
1132,098YQCG870,LimeLight,281,200.1,1,0,0,2,2,140.07000000000002,1,0,1,0
1133,098ZGKX700,LimeLight,171,140.07000000000002,2,1,1,1,3,239.88,2,0,0,1
1134,099BEFJ334,LimeLight,102,160.08,1,2,0,1,3,0.0,0,0,0,1
1135,099ENCB577,LimeLight,135,24.23,1,1,0,0,1,80.02,1,0,1,0
1136,099KXAV669,LimeLight,1,19.99,1,2,0,0,2,0.0,0,0,1,0
1137,099KZDT843,LimeLight,236,80.03,1,1,0,0,1,0.0,0,0,1,0
1138,099MJFD222,LimeLight,137,300.3,1,1,0,3,4,239.92999999999998,2,0,0,1
