,ID,BRAND,RECENCY,REVENUE,SUB,DATE,FREQUENCY,RecencyCluster,FrequencyCluster,OverallScore,RevenueCluster,Segment
9029,206XUXN366,CineQuest,0,71.40821917808219,['paid monthly'],2023-06-30,2,2,1,5,2,High-Value
9030,206XWNZ037,LimeLight,0,12.53731343283582,['paid monthly'],2023-06-30,1,2,0,2,0,Low-Value
9031,206YBQI587,CineQuest,0,112.65815561959656,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9032,206YDMG469,LimeLight,0,119.07320547945206,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9033,206YFRA512,ChillStream,0,49.589041095890416,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9034,206YPFM104,RetroReel,0,193.33279452054796,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9035,206YWLK748,RetroReel,0,59.50684931506849,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
9036,206ZDWL153,CineQuest,129,96.05,['paid monthly'],2023-02-21,1,0,0,3,3,Mid-Value
9037,206ZPFS768,CineQuest,33,119.99,['paid monthly'],2023-05-28,1,2,0,5,3,High-Value
9038,207ACHQ379,CineQuest,0,71.46772602739726,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9039,207AONL376,ChillStream,0,148.8266301369863,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9040,207BGBX134,RetroReel,0,178.5205479452055,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9041,207BZTC900,Pulse,0,17.54968085106383,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9042,207CNHU466,Pulse,23,48.0,['paid monthly'],2023-06-07,1,2,0,3,1,Mid-Value
9043,207CUSD578,CineQuest,0,71.46772602739726,['paid monthly'],2023-06-30,3,2,2,6,2,High-Value
9044,207CUSD578,LimeLight,0,118.95419178082192,['paid monthly'],2023-06-30,3,2,2,7,3,High-Value
9045,207CUSD578,RetroReel,137,120.01,['expired annual'],2023-02-13,3,0,2,5,3,High-Value
9046,207DFZQ076,LimeLight,0,42.47395894428152,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9047,207EHRL268,RetroReel,0,19.307112970711295,['discounted monthly'],2023-06-30,1,2,0,2,0,Low-Value
9048,207EIVN500,LimeLight,39,100.04999999999998,['paid monthly'],2023-05-22,1,1,0,4,3,Mid-Value
9049,207EMAE313,Pulse,0,40.75761261261261,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9050,207FGRE903,RetroReel,0,178.5205479452055,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9051,207FRVJ137,CineQuest,83,96.02,['paid monthly'],2023-04-08,1,1,0,4,3,Mid-Value
9052,207GBLQ867,LimeLight,0,112.4223602484472,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9053,207GQEB475,RetroReel,0,97.41697416974168,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9054,207IHIZ266,LimeLight,0,215.9465346534653,['paid annual'],2023-06-30,2,2,1,7,4,High-Value
9055,207IHIZ266,RetroReel,0,52.633650306748464,['paid annual'],2023-06-30,2,2,1,4,1,Mid-Value
9056,207IKIG307,LimeLight,0,8.235294117647058,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9057,207IOTT698,ChillStream,0,49.589041095890416,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9058,207LEYG498,ChillStream,37,125.0,['paid monthly'],2023-05-24,1,1,0,4,3,Mid-Value
9059,207LMAM779,Pulse,0,46.66021739130435,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9060,207MOZP065,CineQuest,0,92.59820408163264,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9061,207MYYA626,LimeLight,47,159.92,['paid annual'],2023-05-14,1,1,0,5,4,High-Value
9062,207NBOR102,RetroReel,0,73.92857142857143,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9063,207ODRX858,Pulse,0,51.57260273972603,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9064,207OMHF091,Pulse,0,18.84737903225806,['paid monthly'],2023-06-30,1,2,0,2,0,Low-Value
9065,207OUJV351,LimeLight,31,159.92999999999995,['paid monthly'],2023-05-30,1,2,0,6,4,High-Value
9066,207OZKO647,CineQuest,0,29.753424657534246,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9067,207PATA001,LimeLight,0,98.60377358490567,"['paid monthly', 'trial monthly']",2023-06-30,1,2,0,5,3,High-Value
9068,207QTYP380,CineQuest,0,69.30988405797103,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9069,207RNWZ593,Pulse,0,47.66498630136986,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9070,207RRSJ450,RetroReel,64,119.96,['paid monthly'],2023-04-27,1,1,0,4,3,Mid-Value
9071,207SDCC383,CineQuest,0,28.983050847457623,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9072,207SOPN962,ChillStream,0,140.2946511627907,['paid monthly'],2023-06-30,3,2,2,7,3,High-Value
9073,207SOPN962,CineQuest,0,68.26896551724138,"['discounted monthly', 'paid monthly']",2023-06-30,3,2,2,6,2,High-Value
9074,207SOPN962,Pulse,0,14.487632508833922,['discounted annual'],2023-06-30,3,2,2,4,0,Mid-Value
9075,207TMMP178,LimeLight,3,119.95,['paid monthly'],2023-06-27,1,2,0,5,3,High-Value
9076,207UDWX457,Pulse,0,47.48646575342467,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9077,207UXSJ174,RetroReel,0,178.4610410958904,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9078,207VDFZ672,CineQuest,0,62.942307692307686,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
9079,207WYPC182,CineQuest,0,71.40821917808219,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9080,207XAUS606,ChillStream,0,148.76712328767124,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9081,207XLIF366,RetroReel,0,178.4610410958904,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9082,207XOCU223,Pulse,67,118.2,"['paid monthly', 'trial monthly']",2023-04-24,1,1,0,4,3,Mid-Value
9083,207XREO450,ChillStream,0,112.1730612244898,['trial annual'],2023-06-30,2,2,1,6,3,High-Value
9084,207XREO450,Pulse,0,51.44367123287671,['paid monthly'],2023-06-30,2,2,1,4,1,Mid-Value
9085,207YWGY912,RetroReel,0,175.59714285714284,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9086,207ZBWN598,LimeLight,0,119.07320547945206,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9087,207ZTBM143,Pulse,0,19.59728155339806,['discounted annual'],2023-06-30,1,2,0,2,0,Low-Value
9088,208CJXH983,LimeLight,0,119.07320547945206,['paid monthly'],2023-06-30,2,2,1,6,3,High-Value
9089,208CJXH983,RetroReel,113,60.02,['paid monthly'],2023-03-09,2,0,1,3,2,Mid-Value
9090,208FABH757,RetroReel,0,178.46104109589038,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9091,208FXVD384,LimeLight,0,31.41525925925926,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9092,208GZAH435,RetroReel,0,55.46218487394958,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9093,208HXSR274,RetroReel,0,191.08504398826975,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9094,208IAWU019,CineQuest,0,15.807123287671232,['paid monthly'],2023-06-30,1,2,0,2,0,Low-Value
9095,208IDYI378,RetroReel,134,30.0,['paid monthly'],2023-02-16,1,0,0,0,0,Low-Value
9096,208IJRD665,CineQuest,7,91.47,['paid monthly'],2023-06-23,1,2,0,4,2,Mid-Value
9097,208IQSA592,LimeLight,0,64.94464944649447,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9098,208ISZE062,RetroReel,0,178.58005479452055,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9099,208IWDO438,Pulse,8,48.05999999999999,['paid monthly'],2023-06-22,1,2,0,3,1,Mid-Value
9100,208JMCT480,ChillStream,0,148.6481095890411,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9101,208JPCI272,LimeLight,60,100.01,['paid annual'],2023-05-01,1,1,0,4,3,Mid-Value
9102,208KWSH897,CineQuest,0,56.0377358490566,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9103,208LMKH785,LimeLight,43,180.05,['paid monthly'],2023-05-18,1,1,0,5,4,High-Value
9104,208MARL934,LimeLight,0,39.67619178082192,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9105,208MCQU538,LimeLight,0,26.314520547945207,['paid monthly'],2023-06-30,1,2,0,2,0,Low-Value
9106,208NLAR106,RetroReel,0,178.5205479452055,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9107,208ORXQ250,ChillStream,0,49.589041095890416,['paid annual'],2023-06-30,2,2,1,4,1,Mid-Value
9108,208ORXQ250,LimeLight,93,60.06,['paid monthly'],2023-03-29,2,1,1,4,2,Mid-Value
9109,208PBBA139,Pulse,0,50.308864353312295,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9110,208SJHJ429,LimeLight,0,123.92579439252336,['trial monthly'],2023-06-30,1,2,0,5,3,High-Value
9111,208TIMY943,Pulse,0,24.799479452054797,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9112,208UAXJ909,RetroReel,0,59.5018904109589,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
9113,208UNHH637,LimeLight,0,113.125,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9114,208UWJD063,CineQuest,0,71.40821917808219,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9115,208UZPS100,CineQuest,0,39.44000000000002,"['paid monthly', 'paid monthly']",2023-06-30,1,2,0,3,1,Mid-Value
9116,208VFKJ822,ChillStream,0,114.17156549520766,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9117,208WWJA387,Pulse,0,17.093165467625898,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9118,208YMWH335,LimeLight,0,118.9541917808219,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9119,208YPWG777,Pulse,0,24.794520547945208,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9120,208ZGCU738,ChillStream,0,44.70851963746223,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9121,208ZIRX595,ChillStream,56,100.0,['paid annual'],2023-05-05,1,1,0,4,3,Mid-Value
9122,208ZXQG043,CineQuest,0,57.67384615384615,['paid monthly'],2023-06-30,2,2,1,4,1,Mid-Value
9123,208ZXQG043,LimeLight,0,39.66627397260274,['paid annual'],2023-06-30,2,2,1,4,1,Mid-Value
9124,209BTHR155,LimeLight,0,119.07320547945208,['paid monthly'],2023-06-30,2,2,1,6,3,High-Value
9125,209BTHR155,Pulse,0,46.361851851851846,['paid monthly'],2023-06-30,2,2,1,4,1,Mid-Value
9126,209BXIG372,LimeLight,0,120.78733333333336,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9127,209CSLF719,LimeLight,0,18.018,['paid monthly'],2023-06-30,1,2,0,2,0,Low-Value
9128,209ECGD837,LimeLight,0,24.545454545454547,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9129,209ECZB534,Pulse,0,47.6054794520548,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9130,209EHUG227,CineQuest,0,29.753424657534246,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9131,209GKRN035,ChillStream,0,17.571081081081083,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9132,209HLNJ312,LimeLight,0,128.93150684931507,['paid monthly'],2023-06-30,2,2,1,6,3,High-Value
9133,209HLNJ312,RetroReel,0,111.13505847953218,['paid annual'],2023-06-30,2,2,1,6,3,High-Value
9134,209HPJL469,CineQuest,0,71.40821917808219,['paid monthly'],2023-06-30,2,2,1,5,2,High-Value
9135,209HPJL469,LimeLight,0,107.47099009900984,['expired monthly'],2023-06-30,2,2,1,6,3,High-Value
9136,209JDCP494,RetroReel,0,4.678457446808511,['trial monthly'],2023-06-30,1,2,0,2,0,Low-Value
9137,209JTKF167,Pulse,0,47.6054794520548,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9138,209JUAI955,ChillStream,0,45.56962025316456,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9139,209JVYG717,ChillStream,0,58.971774193548384,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9140,209KKWG210,RetroReel,0,178.4610410958904,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9141,209MILC718,RetroReel,0,194.12249999999992,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9142,209MSZI057,LimeLight,0,67.90397111913359,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9143,209NMIN898,RetroReel,0,178.58005479452055,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9144,209OFOT958,Pulse,0,28.36482352941177,"['expired monthly', 'paid monthly']",2023-06-30,1,2,0,2,0,Low-Value
9145,209QQQV794,RetroReel,0,179.36478764478767,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9146,209QRON098,LimeLight,71,159.92,['paid monthly'],2023-04-20,1,1,0,5,4,High-Value
9147,209RKTK937,RetroReel,0,193.4617260273973,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9148,209TTIZ915,Pulse,0,43.71428571428572,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9149,209ULQF612,Pulse,96,37.47,['discounted annual'],2023-03-26,1,1,0,2,1,Low-Value
9150,209VTBD974,ChillStream,0,32.86356164383561,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9151,209XZMJ343,RetroReel,0,177.0,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9152,210AFRT214,CineQuest,0,106.7665948275862,['paid monthly'],2023-06-30,2,2,1,6,3,High-Value
9153,210AFRT214,LimeLight,0,62.565756578947365,['trial monthly'],2023-06-30,2,2,1,5,2,High-Value
9154,210ANMK714,RetroReel,0,178.5205479452055,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9155,210BTIH764,ChillStream,0,49.589041095890416,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9156,210CDZL312,LimeLight,0,30.016246575342468,['discounted annual'],2023-06-30,1,2,0,2,0,Low-Value
9157,210CFTU450,RetroReel,0,178.5205479452055,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9158,210EFRJ506,LimeLight,0,39.67619178082192,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9159,210ERUV250,RetroReel,0,59.511808219178086,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
9160,210FDPB938,Pulse,0,44.64063333333334,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9161,210FRKO475,CineQuest,0,221.68847619047617,"['paid annual', 'paid monthly']",2023-06-30,1,2,0,6,4,High-Value
9162,210FTFH697,RetroReel,0,65.78256198347107,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9163,210GUGZ864,LimeLight,0,111.9027835051546,['expired monthly'],2023-06-30,1,2,0,5,3,High-Value
9164,210GVDK529,CineQuest,0,71.46772602739726,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9165,210HDNZ126,Pulse,0,24.77964383561644,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9166,210HLDX581,Pulse,0,24.804438356164383,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9167,210HXYY691,ChillStream,0,153.51254237288137,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9168,210ISJC988,Pulse,0,24.794520547945208,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9169,210IWVM955,RetroReel,0,62.06231428571429,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
9170,210JABZ570,LimeLight,0,39.67123287671233,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9171,210JJBI815,CineQuest,0,19.923686131386862,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9172,210JQQT062,Pulse,0,46.90056994818653,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9173,210JTZE763,LimeLight,0,118.9541917808219,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9174,210JWBN356,ChillStream,0,201.38586854460092,['paid monthly'],2023-06-30,2,2,1,7,4,High-Value
9175,210JWBN356,Pulse,0,13.966153846153846,['paid monthly'],2023-06-30,2,2,1,3,0,Mid-Value
9176,210JYGM583,ChillStream,0,148.8266301369863,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9177,210KPQF381,LimeLight,0,118.95419178082192,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9178,210KWOL332,RetroReel,0,178.5205479452055,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9179,210LCMM406,LimeLight,59,219.97,['paid monthly'],2023-05-02,1,1,0,5,4,High-Value
9180,210MYER311,Pulse,0,0.0,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9181,210NBYV436,Pulse,0,20.300607902735567,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9182,210NWDH497,CineQuest,0,144.64882352941177,"['discounted monthly', 'paid monthly']",2023-06-30,1,2,0,5,3,High-Value
9183,210PEWJ176,RetroReel,0,59.5018904109589,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
9184,210PHDX748,LimeLight,0,118.9541917808219,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9185,210PWIQ296,CineQuest,0,75.26732673267327,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9186,210QRKE719,Pulse,0,20.091,['trial monthly'],2023-06-30,1,2,0,2,0,Low-Value
9187,210RBGC022,ChillStream,0,148.76712328767124,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9188,210ROGW678,Pulse,0,7.443348837209302,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9189,210RZUE483,Pulse,0,24.36487394957983,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9190,210SOAG589,Pulse,0,86.59392097264437,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9191,210SOZF956,LimeLight,0,4.536082474226804,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9192,210SXGD133,RetroReel,0,178.63956164383563,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9193,210TATN262,ChillStream,0,21.77904306220096,['paid monthly'],2023-06-30,2,2,1,3,0,Mid-Value
9194,210TATN262,LimeLight,0,118.89468493150686,['paid monthly'],2023-06-30,2,2,1,6,3,High-Value
9195,210TRWY448,RetroReel,0,22.833761061946905,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9196,210UOJI832,ChillStream,0,161.16438356164383,['paid monthly'],2023-06-30,2,2,1,7,4,High-Value
9197,210UOJI832,LimeLight,1,80.0,['expired annual'],2023-06-29,2,2,1,5,2,High-Value
9198,210VHRW532,ChillStream,0,195.27693277310925,"['paid annual', 'paid annual']",2023-06-30,1,2,0,6,4,High-Value
9199,210VSXY029,RetroReel,0,110.5319170984456,['paid annual'],2023-06-30,1,2,0,5,3,High-Value
9200,210VWJR372,RetroReel,0,59.50684931506849,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
9201,210VYDW862,Pulse,0,91.89459016393444,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9202,210WBUJ944,RetroReel,0,14.421875,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9203,210WOGO580,CineQuest,0,124.65583916083916,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9204,210ZEKF033,LimeLight,0,25.09719512195122,['discounted annual'],2023-06-30,1,2,0,2,0,Low-Value
9205,210ZLLT259,ChillStream,0,140.40697674418604,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9206,210ZMJA916,ChillStream,0,49.59895890410959,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9207,210ZMJN359,RetroReel,0,73.97785714285715,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9208,211ACPA883,Pulse,0,24.78956164383562,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9209,211BFAR873,RetroReel,0,165.1437869822485,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9210,211BFHL915,RetroReel,0,59.50684931506849,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
9211,211CSMU808,CineQuest,82,53.26,['paid annual'],2023-04-09,1,1,0,2,1,Low-Value
9212,211CYZR977,CineQuest,0,104.52594501718214,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9213,211DXUS875,ChillStream,0,84.83754512635379,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9214,211EFJW261,Pulse,0,51.508136986301366,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9215,211EQQU676,RetroReel,0,6.217616580310881,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9216,211ERIB486,ChillStream,0,148.82663013698632,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9217,211ETET688,RetroReel,0,40.36363636363637,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9218,211FHID820,Pulse,28,40.0,['paid monthly'],2023-06-02,1,2,0,3,1,Mid-Value
9219,211GOXN042,CineQuest,45,48.0,['paid monthly'],2023-05-16,1,1,0,2,1,Low-Value
9220,211GVFT954,LimeLight,0,193.3907121661721,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9221,211GZKN436,RetroReel,0,86.05000000000001,"['paid monthly', 'trial monthly']",2023-06-30,1,2,0,4,2,Mid-Value
9222,211HFDL411,ChillStream,51,100.01,['expired annual'],2023-05-10,1,1,0,4,3,Mid-Value
9223,211HZSB773,Pulse,0,47.66498630136986,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9224,211IHIZ657,CineQuest,0,15.05400921658986,['paid monthly'],2023-06-30,1,2,0,2,0,Low-Value
9225,211JUYO667,RetroReel,0,178.4610410958904,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9226,211KIML943,LimeLight,0,118.89468493150686,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9227,211KMDS537,LimeLight,0,119.07320547945206,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9228,211MZZF334,CineQuest,79,36.03,['paid monthly'],2023-04-12,1,1,0,2,1,Low-Value
9229,211NHVO348,LimeLight,0,76.38952702702703,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9230,211NJRK194,CineQuest,0,71.40821917808219,['paid monthly'],2023-06-30,2,2,1,5,2,High-Value
9231,211NJRK194,LimeLight,0,39.66627397260274,['paid annual'],2023-06-30,2,2,1,4,1,Mid-Value
9232,211OALE158,Pulse,0,47.54597260273973,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9233,211PWOH015,LimeLight,0,39.67619178082192,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9234,211QHUP059,LimeLight,0,52.76571428571429,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9235,211RFNU832,ChillStream,0,152.8037130801688,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9236,211RHHP781,ChillStream,0,166.7772105263158,['paid monthly'],2023-06-30,2,2,1,7,4,High-Value
9237,211RHHP781,Pulse,0,47.48646575342467,['paid monthly'],2023-06-30,2,2,1,4,1,Mid-Value
9238,211TBVM023,ChillStream,0,47.26697406340058,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9239,211VUHQ442,LimeLight,0,118.89468493150684,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9240,211VZZI954,Pulse,0,49.19013605442177,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9241,211ZJKF583,Pulse,0,18.655870445344128,['paid monthly'],2023-06-30,1,2,0,2,0,Low-Value
9242,211ZWRA021,CineQuest,0,29.75838356164384,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9243,212ACQA611,Pulse,0,68.42071942446044,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9244,212BDCY143,ChillStream,0,30.55645756457564,['trial monthly'],2023-06-30,1,2,0,2,0,Low-Value
9245,212BRXX480,CineQuest,44,163.06,"['paid monthly', 'discounted monthly']",2023-05-17,1,1,0,5,4,High-Value
9246,212CRYS011,RetroReel,0,38.53211009174312,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9247,212FALY067,CineQuest,0,47.41567685589519,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9248,212FQFS344,CineQuest,0,68.45845272206303,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
9249,212FZKF489,RetroReel,0,173.428895184136,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9250,212GEFY611,Pulse,0,86.96285714285715,"['paid monthly', 'paid monthly']",2023-06-30,1,2,0,4,2,Mid-Value
9251,212GRXN078,CineQuest,0,161.0705785123967,"['paid monthly', 'paid annual']",2023-06-30,1,2,0,6,4,High-Value
9252,212GTMZ760,RetroReel,0,20.18013636363636,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9253,212IHWY097,ChillStream,0,230.46622950819676,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9254,212IUJT090,CineQuest,0,29.753424657534246,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
9255,212KISQ674,LimeLight,0,119.013698630137,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9256,212KSQV984,Pulse,0,49.1703829787234,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9257,212NGGI373,CineQuest,0,149.92781065088758,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9258,212NGOQ401,ChillStream,0,161.16438356164383,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
9259,212OOBJ159,LimeLight,0,39.66627397260274,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9260,212OXWM175,CineQuest,105,36.03,['paid monthly'],2023-03-17,1,0,0,1,1,Low-Value
9261,212QMYA326,LimeLight,0,39.66627397260274,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9262,212RBKF616,Pulse,0,21.544137931034484,['paid monthly'],2023-06-30,1,2,0,2,0,Low-Value
9263,212SPFM934,LimeLight,39,100.05,['paid monthly'],2023-05-22,1,1,0,4,3,Mid-Value
9264,212UDFX246,LimeLight,0,119.07320547945208,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
9265,212UEJR252,Pulse,0,54.77928348909657,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
9266,212VRAR952,ChillStream,0,51.99630952380953,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
9267,212VYOJ281,RetroReel,120,21.16,['trial monthly'],2023-03-02,1,0,0,0,0,Low-Value
9268,212VZPZ947,CineQuest,143,12.0,['paid monthly'],2023-02-07,2,0,1,1,0,Low-Value
9269,212VZPZ947,RetroReel,0,24.852,['trial monthly'],2023-06-30,2,2,1,3,0,Mid-Value
9270,212WDYJ555,ChillStream,31,124.95,['expired monthly'],2023-05-30,2,2,1,6,3,High-Value
9271,212WDYJ555,Pulse,0,24.77964383561644,['paid annual'],2023-06-30,2,2,1,3,0,Mid-Value
9272,212WFHB540,ChillStream,147,0.0,['discounted annual'],2023-02-03,2,0,1,1,0,Low-Value
9273,212WFHB540,RetroReel,0,51.58878504672897,['paid annual'],2023-06-30,2,2,1,4,1,Mid-Value
9274,212XJHE221,ChillStream,0,136.65428571428572,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
