,ID,BRAND,RECENCY,REVENUE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
11838,261VVDN736,LimeLight,224,160.08,1,1,0,1,2,Low-Value
11839,261WHFU283,LimeLight,331,80.0,1,0,0,0,0,Low-Value
11840,261WLKQ620,LimeLight,41,39.98,1,2,0,0,2,Low-Value
11848,262BPGQ669,LimeLight,299,186.7,1,0,0,2,2,Low-Value
11852,262EGIR771,LimeLight,41,20.62,1,2,0,0,2,Low-Value
11854,262FNUS073,LimeLight,75,80.01,1,2,0,0,2,Low-Value
11855,262FSMY848,LimeLight,291,159.99,1,0,0,1,1,Low-Value
11869,262OGVU224,LimeLight,254,80.0,1,0,0,0,0,Low-Value
11872,262OWNJ232,LimeLight,170,99.9,1,1,0,1,2,Low-Value
11873,262PBAX418,LimeLight,214,80.01,1,1,0,0,1,Low-Value
11874,262PTYE044,LimeLight,325,220.0,1,0,0,2,2,Low-Value
11879,262RFGL213,LimeLight,209,80.01,1,1,0,0,1,Low-Value
11884,262UHKF360,LimeLight,268,80.08,1,0,0,0,0,Low-Value
11886,262ULDU169,LimeLight,145,160.08,2,1,1,1,3,Mid-Value
11887,262ULJY597,LimeLight,304,220.0,1,0,0,2,2,Low-Value
11889,262VLND803,LimeLight,30,76.92,1,2,0,0,2,Low-Value
11890,262XNVO027,LimeLight,57,109.63,2,2,1,1,4,Mid-Value
11897,263AYMY294,LimeLight,246,240.0,1,0,0,2,2,Low-Value
11898,263BMOQ810,LimeLight,163,119.94,1,1,0,1,2,Low-Value
11900,263BWHG234,LimeLight,168,139.92999999999998,1,1,0,1,2,Low-Value
11902,263CKZX794,LimeLight,249,165.37,2,0,1,2,3,Mid-Value
11905,263CQKY679,LimeLight,182,78.38,1,1,0,0,1,Low-Value
11908,263DJTG978,LimeLight,151,120.0,2,1,1,1,3,Mid-Value
11912,263GDJG891,LimeLight,217,80.01,1,1,0,0,1,Low-Value
11913,263HTQI142,LimeLight,86,60.03,1,2,0,0,2,Low-Value
11915,263KANR958,LimeLight,18,79.99,1,2,0,0,2,Low-Value
11922,263QKON546,LimeLight,141,100.05,1,1,0,1,2,Low-Value
11923,263QSEW408,LimeLight,323,80.02,1,0,0,0,0,Low-Value
11927,263TPQW036,LimeLight,355,240.12,1,0,0,2,2,Low-Value
11929,263TUWR495,LimeLight,322,79.99,2,0,1,0,1,Low-Value
11936,263YMWJ105,LimeLight,1,365.15,1,2,0,3,5,High-Value
11939,264AQDQ838,LimeLight,116,39.47,1,1,0,0,1,Low-Value
11945,264FGZC283,LimeLight,145,159.92,1,1,0,1,2,Low-Value
11957,264KLOF421,LimeLight,265,199.99,1,0,0,2,2,Low-Value
11959,264NNNE877,LimeLight,270,180.0,2,0,1,2,3,Mid-Value
11963,264QHLG975,LimeLight,228,159.84,1,1,0,1,2,Low-Value
11964,264RYZC986,LimeLight,233,160.0,1,1,0,1,2,Low-Value
11968,264VETA151,LimeLight,206,79.99,1,1,0,0,1,Low-Value
11970,264VHOB320,LimeLight,127,160.01,1,1,0,1,2,Low-Value
11971,264VKVE064,LimeLight,345,19.99,1,0,0,0,0,Low-Value
11973,264VUTM393,LimeLight,259,80.0,2,0,1,0,1,Low-Value
11974,264WXXQ209,LimeLight,306,80.0,1,0,0,0,0,Low-Value
11977,264YTJU828,LimeLight,49,40.02,1,2,0,0,2,Low-Value
11978,265ASNV700,LimeLight,218,28.28,1,1,0,0,1,Low-Value
11981,265BQVN875,LimeLight,12,19.98,1,2,0,0,2,Low-Value
11993,265JFBY306,LimeLight,232,160.16,1,1,0,1,2,Low-Value
11994,265JNHS280,LimeLight,207,160.0,1,1,0,1,2,Low-Value
11995,265KENA510,LimeLight,251,180.0,1,0,0,2,2,Low-Value
11997,265KZBH415,LimeLight,71,24.660000000000004,2,2,1,0,3,Mid-Value
12005,265NZWH491,LimeLight,312,80.02,1,0,0,0,0,Low-Value
12006,265OGVG906,LimeLight,338,79.99,1,0,0,0,0,Low-Value
12008,265PKWP658,LimeLight,122,140.15,1,1,0,1,2,Low-Value
12013,265TURY091,LimeLight,130,100.1,1,1,0,1,2,Low-Value
12017,265URWG705,LimeLight,323,80.02,1,0,0,0,0,Low-Value
12020,265WCPT699,LimeLight,73,80.0,1,2,0,0,2,Low-Value
12022,265XBNG388,LimeLight,90,60.03,1,2,0,0,2,Low-Value
12024,265YHTY688,LimeLight,281,200.2,1,0,0,2,2,Low-Value
12029,266DLJQ315,LimeLight,276,60.03,2,0,1,0,1,Low-Value
12030,266DTBQ187,LimeLight,22,279.98,1,2,0,3,5,High-Value
12040,266HINJ584,LimeLight,257,144.19,1,0,0,1,1,Low-Value
12042,266HQZT670,LimeLight,117,80.0,1,1,0,0,1,Low-Value
12043,266IAWY231,LimeLight,224,80.02,1,1,0,0,1,Low-Value
12044,266IBAY211,LimeLight,35,60.25,1,2,0,0,2,Low-Value
12048,266JNWL284,LimeLight,357,20.01,1,0,0,0,0,Low-Value
12050,266KPKC768,LimeLight,359,80.0,1,0,0,0,0,Low-Value
12054,266LRUF913,LimeLight,349,20.01,2,0,1,0,1,Low-Value
12063,266RNZX730,LimeLight,236,75.03,1,1,0,0,1,Low-Value
12068,266VIEE802,LimeLight,354,239.88,1,0,0,2,2,Low-Value
12069,266VNDM405,LimeLight,56,94.91,1,2,0,1,3,Mid-Value
12070,266VNXZ567,LimeLight,100,79.96,1,2,0,0,2,Low-Value
12073,266YEDX288,LimeLight,14,20.01,1,2,0,0,2,Low-Value
12075,266YILJ301,LimeLight,309,219.89,3,0,2,2,4,Mid-Value
12079,266ZOSJ962,LimeLight,88,60.0,1,2,0,0,2,Low-Value
12081,267BVQJ806,LimeLight,30,239.8,1,2,0,2,4,Mid-Value
12083,267DBWS590,LimeLight,72,59.97,1,2,0,0,2,Low-Value
12085,267DQOP431,LimeLight,261,79.96,1,0,0,0,0,Low-Value
12088,267FAYG321,LimeLight,351,134.64,3,0,2,1,3,Mid-Value
12090,267FJYF694,LimeLight,89,220.25,2,2,1,2,5,High-Value
12103,267OTLG714,LimeLight,85,80.0,1,2,0,0,2,Low-Value
12105,267PHQC666,LimeLight,232,67.91,1,1,0,0,1,Low-Value
12106,267PJRF887,LimeLight,162,100.0,1,1,0,1,2,Low-Value
12112,267TYKT753,LimeLight,308,40.0,2,0,1,0,1,Low-Value
12114,267VJCF018,LimeLight,103,79.96,1,2,0,0,2,Low-Value
12121,267XUVL533,LimeLight,27,79.98,1,2,0,0,2,Low-Value
12122,267YDLK349,LimeLight,181,220.07,1,1,0,2,3,Mid-Value
12127,268BTUC404,LimeLight,230,99.95,1,1,0,1,2,Low-Value
12130,268CCMP876,LimeLight,181,140.0,1,1,0,1,2,Low-Value
12138,268GVDN227,LimeLight,7,20.02,1,2,0,0,2,Low-Value
12141,268IKGP438,LimeLight,300,106.2,1,0,0,1,1,Low-Value
12143,268KYSF298,LimeLight,224,99.95,1,1,0,1,2,Low-Value
12147,268MBXT113,LimeLight,167,159.92,1,1,0,1,2,Low-Value
12149,268MQHU604,LimeLight,243,260.0,1,0,0,2,2,Low-Value
12150,268MQVF973,LimeLight,52,80.0,1,2,0,0,2,Low-Value
12153,268NHZR095,LimeLight,238,80.0,1,0,0,0,0,Low-Value
12154,268PIRC235,LimeLight,162,140.0,2,1,1,1,3,Mid-Value
12157,268QIXJ281,LimeLight,39,221.68,1,2,0,2,4,Mid-Value
12161,268TKRF346,LimeLight,173,120.06,2,1,1,1,3,Mid-Value
12162,268TOOR630,LimeLight,348,70.85,1,0,0,0,0,Low-Value
12164,268VLQT545,LimeLight,241,100.0,1,0,0,1,1,Low-Value
12165,268WDPR021,LimeLight,250,80.0,1,0,0,0,0,Low-Value
12173,269AJSR542,LimeLight,134,80.0,2,1,1,0,2,Low-Value
12182,269FGWY595,LimeLight,243,99.95,1,0,0,1,1,Low-Value
12183,269ILTZ476,LimeLight,6,19.98,1,2,0,0,2,Low-Value
12184,269JIDC461,LimeLight,86,120.06,1,2,0,1,3,Mid-Value
12185,269JUBN121,LimeLight,241,180.09,1,0,0,2,2,Low-Value
12189,269NBCN029,LimeLight,119,39.98,1,1,0,0,1,Low-Value
12193,269ORMW710,LimeLight,234,99.95,1,1,0,1,2,Low-Value
12194,269OVQI933,LimeLight,343,80.0,1,0,0,0,0,Low-Value
12197,269QTLF225,LimeLight,259,79.99,1,0,0,0,0,Low-Value
12198,269RFBB821,LimeLight,90,180.03,1,2,0,2,4,Mid-Value
12203,269SKCT992,LimeLight,36,120.0,1,2,0,1,3,Mid-Value
12204,269THUX988,LimeLight,93,136.0,1,2,0,1,3,Mid-Value
12207,269UURZ876,LimeLight,134,140.0,1,1,0,1,2,Low-Value
12222,270DAMJ776,LimeLight,142,139.92999999999998,1,1,0,1,2,Low-Value
12232,270JMVR028,LimeLight,182,79.99,1,1,0,0,1,Low-Value
12237,270LVVA963,LimeLight,351,141.48,1,0,0,1,1,Low-Value
12241,270MVKP185,LimeLight,261,80.0,3,0,2,0,2,Low-Value
12248,270OGWP523,LimeLight,153,120.0,2,1,1,1,3,Mid-Value
12265,270ZDNH153,LimeLight,260,180.09,1,0,0,2,2,Low-Value
12266,271AQFF062,LimeLight,312,79.99,1,0,0,0,0,Low-Value
12267,271BYQO825,LimeLight,259,80.02,1,0,0,0,0,Low-Value
12268,271CCJS005,LimeLight,141,99.95,1,1,0,1,2,Low-Value
12274,271GOKS998,LimeLight,183,79.99,2,1,1,0,2,Low-Value
12280,271KHDU045,LimeLight,161,120.0,1,1,0,1,2,Low-Value
12282,271MATP777,LimeLight,99,160.0,1,2,0,1,3,Mid-Value
12287,271PGTY470,LimeLight,232,166.1,1,1,0,2,3,Mid-Value
12290,271RSNG134,LimeLight,130,109.73,2,1,1,1,3,Mid-Value
12294,271TWUK180,LimeLight,285,79.99,2,0,1,0,1,Low-Value
12300,271ZBKG397,LimeLight,301,220.11,1,0,0,2,2,Low-Value
12301,271ZGNM640,LimeLight,182,12.18,1,1,0,0,1,Low-Value
12304,271ZWTC868,LimeLight,351,79.99,2,0,1,0,1,Low-Value
12306,272CMLA935,LimeLight,122,79.98,1,1,0,0,1,Low-Value
12308,272EOHH758,LimeLight,120,80.0,3,1,2,0,3,Mid-Value
12311,272GLFK000,LimeLight,47,180.0,1,2,0,2,4,Mid-Value
12313,272HLEF812,LimeLight,2,86.61,1,2,0,0,2,Low-Value
12316,272JWCU978,LimeLight,64,60.06,1,2,0,0,2,Low-Value
12317,272KDXU643,LimeLight,3,12.79,1,2,0,0,2,Low-Value
12321,272OUUQ831,LimeLight,303,80.0,1,0,0,0,0,Low-Value
12328,272WHQJ044,LimeLight,172,120.0,1,1,0,1,2,Low-Value
12331,272XQVA187,LimeLight,154,80.01,2,1,1,0,2,Low-Value
12334,272ZAMN693,LimeLight,7,20.0,1,2,0,0,2,Low-Value
12335,272ZYHN154,LimeLight,250,159.99,1,0,0,1,1,Low-Value
12353,273KJUL154,LimeLight,306,220.0,2,0,1,2,3,Mid-Value
12356,273LTIW795,LimeLight,289,80.02,1,0,0,0,0,Low-Value
12362,273OXER138,LimeLight,197,59.97,1,1,0,0,1,Low-Value
12366,273QVBB702,LimeLight,316,80.01,1,0,0,0,0,Low-Value
12371,273SXOR271,LimeLight,10,20.01,1,2,0,0,2,Low-Value
12374,273VIKG185,LimeLight,261,259.9,1,0,0,2,2,Low-Value
12376,273XDLR659,LimeLight,95,80.04,1,2,0,0,2,Low-Value
12379,273ZHSV236,LimeLight,217,138.01999999999998,1,1,0,1,2,Low-Value
12383,274BIBO086,LimeLight,268,99.99,1,0,0,1,1,Low-Value
12384,274CUIR745,LimeLight,192,140.07000000000002,1,1,0,1,2,Low-Value
12392,274EXLX630,LimeLight,326,220.22,1,0,0,2,2,Low-Value
12394,274FHXJ926,LimeLight,322,220.11,1,0,0,2,2,Low-Value
12395,274FOAE104,LimeLight,358,80.0,1,0,0,0,0,Low-Value
12398,274HHIF478,LimeLight,323,80.0,1,0,0,0,0,Low-Value
12399,274HXHB109,LimeLight,40,119.99,1,2,0,1,3,Mid-Value
12401,274KIRY718,LimeLight,306,93.17,1,0,0,1,1,Low-Value
12410,274OUGZ475,LimeLight,76,80.01,1,2,0,0,2,Low-Value
12414,274TTLI667,LimeLight,20,80.0,1,2,0,0,2,Low-Value
12427,274ZEYA137,LimeLight,27,110.84,1,2,0,1,3,Mid-Value
12432,275BITO643,LimeLight,8,179.90999999999997,1,2,0,2,4,Mid-Value
12436,275DOQE541,LimeLight,276,80.01,1,0,0,0,0,Low-Value
12437,275DORF240,LimeLight,216,99.95,1,1,0,1,2,Low-Value
12442,275GWBO749,LimeLight,131,99.95,1,1,0,1,2,Low-Value
12444,275JFGQ521,LimeLight,155,120.0,1,1,0,1,2,Low-Value
12445,275JJPG432,LimeLight,38,80.0,1,2,0,0,2,Low-Value
12446,275JLFM996,LimeLight,70,80.01,1,2,0,0,2,Low-Value
12450,275OLDU906,LimeLight,311,79.99,1,0,0,0,0,Low-Value
12453,275RLKS120,LimeLight,13,80.03,1,2,0,0,2,Low-Value
12462,275SPCH128,LimeLight,330,220.0,1,0,0,2,2,Low-Value
12463,275TBOF683,LimeLight,249,199.9,1,0,0,2,2,Low-Value
12467,275VVNU331,LimeLight,283,199.9,1,0,0,2,2,Low-Value
12471,275ZGFI391,LimeLight,79,60.03,1,2,0,0,2,Low-Value
12485,276HMXP367,LimeLight,276,80.0,1,0,0,0,0,Low-Value
12487,276IIOI857,LimeLight,241,99.95,1,0,0,1,1,Low-Value
12489,276JBLJ088,LimeLight,348,79.98,1,0,0,0,0,Low-Value
12493,276KRXQ866,LimeLight,166,120.0,1,1,0,1,2,Low-Value
12496,276NRNN784,LimeLight,5,220.0,1,2,0,2,4,Mid-Value
12499,276OGGB431,LimeLight,159,94.61,1,1,0,1,2,Low-Value
12504,276PZLX251,LimeLight,9,55.440000000000005,2,2,1,0,3,Mid-Value
12514,276WTJJ349,LimeLight,216,160.08,1,1,0,1,2,Low-Value
12523,277AGMU986,LimeLight,255,180.0,1,0,0,2,2,Low-Value
12524,277AVAO889,LimeLight,327,176.77,1,0,0,2,2,Low-Value
12526,277CUSX796,LimeLight,25,133.24,1,2,0,1,3,Mid-Value
12527,277EQTH877,LimeLight,348,79.98,1,0,0,0,0,Low-Value
12531,277IOEY832,LimeLight,299,199.9,1,0,0,2,2,Low-Value
12538,277MMNT930,LimeLight,196,79.99,1,1,0,0,1,Low-Value
12549,277SQJV701,LimeLight,247,180.0,1,0,0,2,2,Low-Value
12563,278BIRU684,LimeLight,65,100.03,1,2,0,1,3,Mid-Value
12569,278HFOC164,LimeLight,157,80.0,1,1,0,0,1,Low-Value
12570,278HLNW279,LimeLight,180,116.7,2,1,1,1,3,Mid-Value
12573,278HNZQ730,LimeLight,163,79.99,3,1,2,0,3,Mid-Value
12576,278ISCC467,LimeLight,289,199.9,2,0,1,2,3,Mid-Value
12579,278JBNU337,LimeLight,133,80.0,2,1,1,0,2,Low-Value
12580,278JCHZ466,LimeLight,154,77.82000000000001,1,1,0,0,1,Low-Value
12582,278KFHM731,LimeLight,281,79.99,1,0,0,0,0,Low-Value
12583,278KMQO950,LimeLight,45,40.0,1,2,0,0,2,Low-Value
12585,278NNKM306,LimeLight,179,180.06,1,1,0,2,3,Mid-Value
12590,278PUKR946,LimeLight,151,160.0,2,1,1,1,3,Mid-Value
12592,278TZBZ226,LimeLight,209,85.12,1,1,0,0,1,Low-Value
12594,278URIR690,LimeLight,20,100.02,1,2,0,1,3,Mid-Value
12596,278XGDQ268,LimeLight,132,79.99,1,1,0,0,1,Low-Value
12598,278XNZU891,LimeLight,48,140.07000000000002,1,2,0,1,3,Mid-Value
12603,278ZMBX973,LimeLight,246,180.09,1,0,0,2,2,Low-Value
12605,279COJG265,LimeLight,235,160.0,1,1,0,1,2,Low-Value
12607,279DGVA414,LimeLight,324,80.0,1,0,0,0,0,Low-Value
12609,279FCAI280,LimeLight,68,60.03,1,2,0,0,2,Low-Value
12610,279FCMB379,LimeLight,64,29.34,2,2,1,0,3,Mid-Value
12612,279FHRT139,LimeLight,65,160.01,1,2,0,1,3,Mid-Value
12613,279GLVQ305,LimeLight,23,200.0,1,2,0,2,4,Mid-Value
12626,279PVUA464,LimeLight,104,79.98,1,2,0,0,2,Low-Value
12627,279QKON525,LimeLight,151,239.94,1,1,0,2,3,Mid-Value
12628,279RYFD765,LimeLight,256,180.0,2,0,1,2,3,Mid-Value
12630,279SMRU543,LimeLight,6,19.98,1,2,0,0,2,Low-Value
12640,279ZJMX520,LimeLight,52,220.0,1,2,0,2,4,Mid-Value
12642,280DNOR107,LimeLight,194,140.0,1,1,0,1,2,Low-Value
12643,280DZAP436,LimeLight,149,160.0,1,1,0,1,2,Low-Value
12647,280FCMT692,LimeLight,208,100.0,1,1,0,1,2,Low-Value
12648,280HSKZ758,LimeLight,4,160.02,1,2,0,1,3,Mid-Value
12655,280KZEZ395,LimeLight,188,132.51,1,1,0,1,2,Low-Value
12656,280LPGU526,LimeLight,262,180.0,1,0,0,2,2,Low-Value
12663,280NELF084,LimeLight,99,80.0,1,2,0,0,2,Low-Value
12673,280STCA452,LimeLight,227,100.0,1,1,0,1,2,Low-Value
12674,280TSCY603,LimeLight,92,112.56,1,2,0,1,3,Mid-Value
12676,280UIEX500,LimeLight,7,79.99,2,2,1,0,3,Mid-Value
12681,280WDZI025,LimeLight,111,79.92,3,2,2,0,4,Mid-Value
12687,280YRKL440,LimeLight,62,112.14,1,2,0,1,3,Mid-Value
12688,280YWNI870,LimeLight,1,48.28,1,2,0,0,2,Low-Value
12690,280ZKSJ779,LimeLight,213,220.0,1,1,0,2,3,Mid-Value
12692,281ARBL598,LimeLight,164,80.0,1,1,0,0,1,Low-Value
12695,281DGSI030,LimeLight,7,80.0,1,2,0,0,2,Low-Value
12696,281DSDT739,LimeLight,6,115.95,1,2,0,1,3,Mid-Value
12698,281DYWQ724,LimeLight,11,19.99,1,2,0,0,2,Low-Value
12699,281FCFY691,LimeLight,283,200.1,1,0,0,2,2,Low-Value
12716,281SNBO628,LimeLight,205,79.98,1,1,0,0,1,Low-Value
12717,281SZOO337,LimeLight,233,160.16,1,1,0,1,2,Low-Value
12721,281TZJH923,LimeLight,50,59.99,2,2,1,0,3,Mid-Value
12723,281UAKK707,LimeLight,11,10.77,1,2,0,0,2,Low-Value
12729,281WXCI517,LimeLight,242,100.03,1,0,0,1,1,Low-Value
12731,281YFBP520,LimeLight,270,180.0,1,0,0,2,2,Low-Value
12733,282APYN268,LimeLight,308,98.34,1,0,0,1,1,Low-Value
12734,282CIME851,LimeLight,129,80.02,1,1,0,0,1,Low-Value
12735,282CPEY501,LimeLight,236,239.98,1,1,0,2,3,Mid-Value
12741,282FWHI235,LimeLight,257,179.91,1,0,0,2,2,Low-Value
12745,282HERQ478,LimeLight,191,179.08999999999995,1,1,0,2,3,Mid-Value
12746,282HGZY125,LimeLight,71,79.99,1,2,0,0,2,Low-Value
12747,282HKKZ753,LimeLight,302,220.0,1,0,0,2,2,Low-Value
12748,282HKZJ553,LimeLight,155,45.900000000000006,1,1,0,0,1,Low-Value
12751,282LFCO068,LimeLight,292,79.99,2,0,1,0,1,Low-Value
12754,282NAAY013,LimeLight,181,140.0,1,1,0,1,2,Low-Value
12761,282QJAZ251,LimeLight,52,40.04,2,2,1,0,3,Mid-Value
12767,282VPBW005,LimeLight,191,140.0,2,1,1,1,3,Mid-Value
12770,282XSFZ289,LimeLight,306,220.0,1,0,0,2,2,Low-Value
12774,282YOCX254,LimeLight,70,139.97,2,2,1,1,4,Mid-Value
12776,282ZVWA179,LimeLight,279,79.99,1,0,0,0,0,Low-Value
12792,283JOTH713,LimeLight,3,199.8,1,2,0,2,4,Mid-Value
12794,283LQZK771,LimeLight,122,79.99,1,1,0,0,1,Low-Value
12795,283NOHB957,LimeLight,179,119.97,2,1,1,1,3,Mid-Value
12797,283PSCK798,LimeLight,144,193.16000000000005,2,1,1,2,4,Mid-Value
12799,283PVUP840,LimeLight,125,160.08,1,1,0,1,2,Low-Value
12805,283RTTO522,LimeLight,215,80.01,3,1,2,0,3,Mid-Value
12807,283SMEN655,LimeLight,282,59.97,1,0,0,0,0,Low-Value
12810,283TQKE304,LimeLight,224,99.95,3,1,2,1,4,Mid-Value
12818,283WHHV970,LimeLight,353,80.0,1,0,0,0,0,Low-Value
12821,283XYTU091,LimeLight,8,80.0,1,2,0,0,2,Low-Value
12826,283ZPCX140,LimeLight,236,219.95,1,1,0,2,3,Mid-Value
12832,284FJGJ462,LimeLight,165,139.92999999999998,2,1,1,1,3,Mid-Value
12833,284FUPC803,LimeLight,325,80.0,1,0,0,0,0,Low-Value
12851,284POUG751,LimeLight,258,39.98,1,0,0,0,0,Low-Value
12853,284RXWS615,LimeLight,210,140.0,2,1,1,1,3,Mid-Value
12857,284TCHL826,LimeLight,292,160.08999999999995,1,0,0,1,1,Low-Value
12871,285DWAG990,LimeLight,361,259.87,1,0,0,2,2,Low-Value
12879,285JCIV157,LimeLight,1,100.09,1,2,0,1,3,Mid-Value
12881,285MYMT668,LimeLight,29,151.26,1,2,0,1,3,Mid-Value
12883,285OCWG161,LimeLight,242,179.91,1,0,0,2,2,Low-Value
12906,286AOTW849,LimeLight,234,160.0,1,1,0,1,2,Low-Value
12914,286EHJE674,LimeLight,187,220.0,1,1,0,2,3,Mid-Value
12915,286EOZW675,LimeLight,332,80.0,1,0,0,0,0,Low-Value
12918,286HIZI817,LimeLight,301,220.0,2,0,1,2,3,Mid-Value
12920,286IXAL468,LimeLight,126,107.31,1,1,0,1,2,Low-Value
12922,286KUYP062,LimeLight,304,220.11,2,0,1,2,3,Mid-Value
12925,286NEDJ318,LimeLight,243,70.17,1,0,0,0,0,Low-Value
12926,286OEEZ141,LimeLight,79,80.02,1,2,0,0,2,Low-Value
12927,286OJAW233,LimeLight,150,40.04,1,1,0,0,1,Low-Value
12928,286ONCO171,LimeLight,218,80.0,1,1,0,0,1,Low-Value
12932,286PRBI845,LimeLight,341,240.12,1,0,0,2,2,Low-Value
12939,286RAYC902,LimeLight,327,220.11,1,0,0,2,2,Low-Value
12940,286SSCY365,LimeLight,59,220.11,1,2,0,2,4,Mid-Value
12943,286TTKA192,LimeLight,226,124.8,1,1,0,1,2,Low-Value
12944,286TXVB227,LimeLight,249,179.91,1,0,0,2,2,Low-Value
12945,286VOST579,LimeLight,272,159.99,1,0,0,1,1,Low-Value
12955,287ESCH824,LimeLight,41,220.0,1,2,0,2,4,Mid-Value
12961,287IUEI621,LimeLight,227,159.84,2,1,1,1,3,Mid-Value
12966,287KWVR345,LimeLight,132,160.08,1,1,0,1,2,Low-Value
12968,287LAVH743,LimeLight,298,199.8,2,0,1,2,3,Mid-Value
12975,287OLZC877,LimeLight,243,99.95,1,0,0,1,1,Low-Value
12976,287PFBR114,LimeLight,240,80.0,1,0,0,0,0,Low-Value
12977,287PZOE103,LimeLight,156,20.0,1,1,0,0,1,Low-Value
12981,287SYXS173,LimeLight,78,220.08,1,2,0,2,4,Mid-Value
12983,287TLWW079,LimeLight,272,199.9,1,0,0,2,2,Low-Value
12988,287XBUN949,LimeLight,339,19.99,2,0,1,0,1,Low-Value
12997,288AVHV956,LimeLight,107,80.04,1,2,0,0,2,Low-Value
13002,288BYUF695,LimeLight,136,100.05,3,1,2,1,4,Mid-Value
13005,288DKXN840,LimeLight,314,220.0,1,0,0,2,2,Low-Value
13017,288NBGA022,LimeLight,196,140.07000000000002,1,1,0,1,2,Low-Value
13025,288PUUH216,LimeLight,124,80.02,2,1,1,0,2,Low-Value
13028,288QWLO152,LimeLight,333,80.0,1,0,0,0,0,Low-Value
13029,288RIAH385,LimeLight,6,19.99,1,2,0,0,2,Low-Value
13032,288SLWJ336,LimeLight,71,200.0,1,2,0,2,4,Mid-Value
13034,288TSMV520,LimeLight,26,7.67,1,2,0,0,2,Low-Value
13036,288UZNJ698,LimeLight,300,200.2,1,0,0,2,2,Low-Value
13049,289ADWD102,LimeLight,240,79.92,1,0,0,0,0,Low-Value
13052,289DPIL493,LimeLight,334,79.99,1,0,0,0,0,Low-Value
13054,289EGFT455,LimeLight,313,143.99,2,0,1,1,2,Low-Value
13058,289FPPD623,LimeLight,363,260.0,1,0,0,2,2,Low-Value
13059,289GMDD857,LimeLight,216,100.0,2,1,1,1,3,Mid-Value
13061,289HCRA597,LimeLight,126,80.0,1,1,0,0,1,Low-Value
13064,289IMAT565,LimeLight,81,59.97,1,2,0,0,2,Low-Value
13070,289MIMW895,LimeLight,350,155.88,1,0,0,1,1,Low-Value
13073,289NPNL263,LimeLight,205,105.55,1,1,0,1,2,Low-Value
13078,289OVEE943,LimeLight,146,80.0,2,1,1,0,2,Low-Value
13079,289PKRJ042,LimeLight,225,160.08,1,1,0,1,2,Low-Value
13082,289PZNF618,LimeLight,64,52.92,2,2,1,0,3,Mid-Value
13083,289QBEC549,LimeLight,113,67.84,2,2,1,0,3,Mid-Value
13086,289QCSB227,LimeLight,57,99.94,1,2,0,1,3,Mid-Value
13089,289SCUF973,LimeLight,38,289.02,1,2,0,3,5,High-Value
13090,289TGZG147,LimeLight,323,163.45999999999998,1,0,0,1,1,Low-Value
13095,289UZNK535,LimeLight,8,160.01,1,2,0,1,3,Mid-Value
13097,289WUWC902,LimeLight,334,19.99,1,0,0,0,0,Low-Value
13101,289YTJK841,LimeLight,200,140.0,2,1,1,1,3,Mid-Value
13103,289ZLVM035,LimeLight,145,159.92,1,1,0,1,2,Low-Value
13106,290BDGI763,LimeLight,23,11.11,1,2,0,0,2,Low-Value
13112,290CWRD006,LimeLight,77,60.0,1,2,0,0,2,Low-Value
13113,290DTBY056,LimeLight,152,139.88,1,1,0,1,2,Low-Value
13114,290DYDH108,LimeLight,283,199.9,1,0,0,2,2,Low-Value
13122,290KEML632,LimeLight,346,239.88,1,0,0,2,2,Low-Value
13128,290PEKM140,LimeLight,333,240.0,1,0,0,2,2,Low-Value
13134,290VBNX571,LimeLight,310,219.89,1,0,0,2,2,Low-Value
13136,290VCUR342,LimeLight,108,53.92,1,2,0,0,2,Low-Value
13142,290XSVJ034,LimeLight,192,79.98,2,1,1,0,2,Low-Value
13147,291AAJV291,LimeLight,277,199.9,1,0,0,2,2,Low-Value
13149,291AQBP029,LimeLight,303,260.02,1,0,0,2,2,Low-Value
13150,291CGAI869,LimeLight,159,120.0,1,1,0,1,2,Low-Value
13155,291DNPD134,LimeLight,168,140.07000000000002,2,1,1,1,3,Mid-Value
13156,291DOFF586,LimeLight,112,80.01,1,2,0,0,2,Low-Value
13158,291FDLN198,LimeLight,206,119.94,1,1,0,1,2,Low-Value
13162,291IRQC333,LimeLight,144,100.0,1,1,0,1,2,Low-Value
13167,291LCFR906,LimeLight,0,80.01,1,2,0,0,2,Low-Value
13171,291NCAW601,LimeLight,280,199.9,1,0,0,2,2,Low-Value
13173,291NGDF425,LimeLight,101,80.04,2,2,1,0,3,Mid-Value
13175,291PALF607,LimeLight,198,140.0,1,1,0,1,2,Low-Value
13177,291RBKT117,LimeLight,47,18.84,1,2,0,0,2,Low-Value
13182,291UQQB770,LimeLight,77,59.97,1,2,0,0,2,Low-Value
13184,291ZPBW511,LimeLight,24,100.02,1,2,0,1,3,Mid-Value
13186,292AYUA373,LimeLight,104,80.04,1,2,0,0,2,Low-Value
13187,292BEZI736,LimeLight,305,240.22,1,0,0,2,2,Low-Value
13193,292EQXM290,LimeLight,117,160.04000000000002,1,1,0,1,2,Low-Value
13194,292FDHG827,LimeLight,19,20.01,1,2,0,0,2,Low-Value
13205,292MBSI126,LimeLight,306,220.11,2,0,1,2,3,Mid-Value
13215,292REQK621,LimeLight,330,80.0,1,0,0,0,0,Low-Value
