,ID,BRAND,RECENCY,FREQUENCY,REVENUE,SUB
7358,203LSOS943,CineQuest,435,1,84.0,['paid monthly']
7359,203LUWX664,Pulse,12,1,175.78,['discounted monthly']
7360,203MQJX907,RetroReel,142,1,480.0,['trial monthly']
7361,203NNMC159,RetroReel,443,1,299.9,['expired monthly']
7362,203NWIA533,LimeLight,44,1,460.0,['expired monthly']
7363,203NWIA533,Pulse,441,1,148.06,"['expired annual', 'trial monthly']"
7364,203OKGC977,Pulse,33,1,183.54000000000002,['paid monthly']
7365,203OQIJ420,CineQuest,12,1,312.2,"['paid monthly', 'paid monthly']"
7366,203RGEU240,RetroReel,276,1,480.28000000000003,"['paid monthly', 'trial monthly']"
7367,203SRQS067,Pulse,406,1,50.01,['paid annual']
7368,203SYLQ245,ChillStream,11,1,350.02,"['paid monthly', 'paid annual']"
7369,203TALK968,ChillStream,684,1,100.01,['expired annual']
7370,203TGFX595,RetroReel,608,1,149.9,['expired monthly']
7371,203TGPJ396,Pulse,360,1,64.0,['paid monthly']
7372,203VRNB814,CineQuest,44,1,746.23,"['paid monthly', 'discounted monthly', 'paid monthly', 'paid monthly']"
7373,203WCNI017,LimeLight,57,1,559.48,"['paid monthly', 'paid monthly']"
7374,203WCSA946,Pulse,161,1,100.02,['trial annual']
7375,203WTUX000,CineQuest,663,1,60.0,['expired annual']
7376,203XHIG874,CineQuest,138,1,288.2,"['paid monthly', 'paid monthly']"
7377,203XHIG874,LimeLight,547,1,139.92999999999998,['expired monthly']
7378,203ZHXF808,LimeLight,597,1,100.0,['expired monthly']
7379,203ZHXF808,Pulse,486,1,56.0,['paid monthly']
7380,203ZJCN132,RetroReel,475,1,120.0,['expired annual']
7381,203ZNQP406,CineQuest,1,1,239.88000000000002,"['expired monthly', 'paid monthly']"
7382,204BBGR917,Pulse,277,1,139.92,"['expired annual', 'trial monthly']"
7383,204BMSK776,RetroReel,172,1,479.68,['discounted monthly']
7384,204BTST636,Pulse,537,1,49.99,['expired annual']
7385,204CGIG085,RetroReel,607,1,119.99,['expired annual']
7386,204CXEJ518,RetroReel,434,1,209.92999999999998,['paid monthly']
7387,204DIEQ173,CineQuest,719,1,12.0,['expired monthly']
7388,204DZIH449,Pulse,538,1,63.900000000000006,"['expired monthly', 'paid monthly']"
7389,204ELGE983,CineQuest,679,1,12.0,['paid monthly']
7390,204EMKR136,CineQuest,90,1,276.0,"['paid monthly', 'trial monthly']"
7391,204EYKQ642,CineQuest,620,1,47.92,['expired monthly']
7392,204FLGG875,RetroReel,389,1,119.99,['expired annual']
7393,204FUDM596,RetroReel,528,1,120.01,['expired annual']
7394,204GDFS802,Pulse,205,1,119.85000000000001,['paid monthly']
7395,204GHZN039,LimeLight,481,1,80.01,['paid annual']
7396,204GPPL661,CineQuest,527,1,84.0,['expired monthly']
7397,204HGYH706,Pulse,63,1,350.11,"['expired annual', 'paid monthly', 'paid monthly']"
7398,204IAFV674,RetroReel,345,1,120.0,['discounted annual']
7399,204IMUW783,CineQuest,507,1,35.97,['paid monthly']
7400,204JYXV177,LimeLight,3,1,439.78,['paid monthly']
7401,204KHHP536,RetroReel,337,1,240.02,['expired annual']
7402,204KOPI023,RetroReel,614,1,119.96,['expired monthly']
7403,204KYXN456,Pulse,505,1,47.94,['paid monthly']
7404,204MKAQ571,Pulse,139,1,135.49,['paid monthly']
7405,204TRGU005,ChillStream,151,1,550.02,"['expired monthly', 'paid monthly']"
7406,204TRGU005,CineQuest,409,1,108.09,['paid monthly']
7407,204USMU528,Pulse,542,1,50.01,['discounted annual']
7408,204UWJC798,ChillStream,63,1,500.12000000000006,"['paid monthly', 'discounted monthly']"
7409,204VBOA379,LimeLight,632,1,80.0,['expired monthly']
7410,204VYRW344,CineQuest,106,1,456.0,"['trial monthly', 'discounted monthly', 'trial monthly']"
7411,204WIQN644,LimeLight,450,1,200.0,['expired monthly']
7412,204WTRQ645,Pulse,86,1,283.79,"['paid monthly', 'paid annual', 'paid monthly']"
7413,204YQKU564,ChillStream,638,1,100.0,['paid annual']
7414,204YSZY419,ChillStream,259,1,400.0,['paid monthly']
7415,204ZXQV382,CineQuest,571,1,72.06,['expired monthly']
7416,204ZXQV382,Pulse,74,1,119.97,"['paid monthly', 'paid monthly']"
7417,205AEMA235,Pulse,111,1,16.0,['paid monthly']
7418,205AESS427,ChillStream,51,1,99.99,['paid annual']
7419,205BDFA647,CineQuest,406,1,132.10999999999999,['expired monthly']
7420,205CJWS362,ChillStream,414,1,174.98000000000002,"['paid monthly', 'paid monthly']"
7421,205DIEV364,CineQuest,571,1,71.94,['expired monthly']
7422,205EALH636,ChillStream,337,1,325.0,['discounted monthly']
7423,205EALH636,RetroReel,506,1,240.0,['expired monthly']
7424,205EUOU399,RetroReel,609,1,119.96,['discounted monthly']
7425,205GARB978,RetroReel,66,1,746.8499999999999,"['discounted monthly', 'paid monthly']"
7426,205GUOJ547,ChillStream,221,1,200.08,['paid monthly']
7427,205HAAV593,RetroReel,429,1,300.0,['expired monthly']
7428,205ILCY245,CineQuest,114,1,120.0,['paid annual']
7429,205IPBC852,CineQuest,290,1,179.85,"['expired monthly', 'trial monthly']"
7430,205IXDR228,LimeLight,48,1,455.56,"['discounted monthly', 'paid monthly']"
7431,205IZCZ998,CineQuest,50,1,228.0,"['expired monthly', 'paid monthly']"
7432,205JCMY735,CineQuest,422,1,95.76,['trial monthly']
7433,205JPIC233,RetroReel,207,1,120.02,['paid annual']
7434,205KYTR625,Pulse,656,1,24.0,['expired monthly']
7435,205NWNA293,Pulse,710,1,8.0,['expired monthly']
7436,205OOHQ140,Pulse,488,1,72.0,['expired monthly']
7437,205QIET397,CineQuest,643,1,59.99,['paid annual']
7438,205QPHV522,LimeLight,256,1,80.01,['discounted annual']
7439,205SJGL594,Pulse,291,1,119.7,['paid monthly']
7440,205TDHL951,Pulse,144,1,160.39999999999998,['expired monthly']
7441,205TVWZ678,RetroReel,584,1,150.05,['expired monthly']
7442,205VCEF335,CineQuest,73,1,191.97,"['paid monthly', 'paid monthly', 'paid monthly']"
7443,205VCEF335,LimeLight,555,1,120.0,['expired monthly']
7444,205VROI271,ChillStream,89,1,878.1999999999999,"['trial monthly', 'paid monthly']"
7445,205XPNK693,ChillStream,450,1,175.0,['paid monthly']
7446,205ZQGT930,LimeLight,55,1,419.78999999999996,['paid monthly']
7447,206CCMI758,Pulse,298,1,56.07,['trial monthly']
7448,206DUHW275,CineQuest,691,1,24.0,['expired monthly']
7449,206DZOG973,CineQuest,108,1,119.98,['paid annual']
7450,206FGLO051,LimeLight,378,1,79.98,['expired annual']
7451,206FIKA639,ChillStream,217,1,100.0,['paid annual']
7452,206FSXF302,LimeLight,246,1,299.84999999999997,['paid monthly']
7453,206GSHZ574,Pulse,107,1,160.35,"['discounted monthly', 'paid monthly']"
7454,206HQLQ201,Pulse,42,1,336.0,"['paid monthly', 'paid monthly', 'trial monthly']"
7455,206HQYF478,LimeLight,476,1,80.0,['paid annual']
7456,206IOZG517,Pulse,76,1,104.0,['discounted monthly']
7457,206JAWI800,LimeLight,609,1,80.0,['expired monthly']
7458,206JGQO939,Pulse,187,1,150.01999999999998,"['paid annual', 'paid annual']"
7459,206KPOV548,Pulse,2,1,100.0,['paid annual']
7460,206LDCO003,LimeLight,195,1,599.8599999999999,"['expired monthly', 'paid monthly', 'paid monthly']"
7461,206LKWO201,ChillStream,371,1,300.12,['paid monthly']
7462,206NZGG718,LimeLight,485,1,179.91,['expired monthly']
7463,206QOSK823,CineQuest,32,1,119.96,['paid annual']
7464,206QYDK643,LimeLight,65,1,400.01,"['trial annual', 'discounted annual']"
7465,206SLZK360,CineQuest,557,1,72.12,['expired monthly']
7466,206SQFJ629,LimeLight,245,1,288.91,"['trial annual', 'paid annual']"
7467,206SYKK024,CineQuest,543,1,83.93,['expired monthly']
7468,206TNOU827,RetroReel,547,1,119.98,['paid annual']
7469,206VPHA621,CineQuest,340,1,168.12,"['expired monthly', 'paid monthly']"
7470,206WGNV080,CineQuest,213,1,120.0,"['expired monthly', 'paid monthly']"
7471,206XUXN366,ChillStream,172,1,200.0,['expired annual']
7472,206XWNZ037,LimeLight,701,1,19.99,['expired monthly']
7473,206YBKU137,ChillStream,430,1,99.99,['paid annual']
7474,206YBQI587,CineQuest,18,1,312.07000000000005,"['expired monthly', 'paid annual', 'paid monthly']"
7475,206YFRA512,ChillStream,602,1,99.99,['expired annual']
7476,206ZDWL153,CineQuest,313,1,228.0,"['expired monthly', 'paid monthly', 'paid monthly']"
7477,206ZPFS768,CineQuest,217,1,227.98000000000002,"['expired annual', 'paid monthly']"
7478,207ACHQ379,CineQuest,471,1,71.98,"['expired monthly', 'paid monthly']"
7479,207BGBX134,RetroReel,665,1,90.0,['expired monthly']
7480,207BZTC900,Pulse,527,1,56.07,['expired monthly']
7481,207CNHU466,Pulse,207,1,103.89,"['expired monthly', 'paid monthly']"
7482,207CUSD578,CineQuest,635,1,48.0,['expired monthly']
7483,207CUSD578,RetroReel,321,1,240.02,['expired annual']
7484,207DBWO022,Pulse,591,1,40.0,['expired monthly']
7485,207DFZQ076,LimeLight,24,1,159.98,['paid annual']
7486,207EHRL268,RetroReel,663,1,90.03,['expired monthly']
7487,207EIVN500,LimeLight,223,1,239.88,['paid monthly']
7488,207EMAE313,Pulse,143,1,100.02,['paid annual']
7489,207FGRE903,RetroReel,571,1,179.94,['expired monthly']
7490,207FRVJ137,CineQuest,267,1,227.98000000000002,"['expired annual', 'paid monthly']"
7491,207GBLQ867,LimeLight,43,1,380.0,['paid monthly']
7492,207IHIZ266,LimeLight,149,1,439.96999999999997,"['expired annual', 'paid monthly', 'trial annual']"
7493,207IKIG307,LimeLight,504,1,159.92,['expired monthly']
7494,207LEYG498,ChillStream,221,1,350.0,['paid monthly']
7495,207LMAM779,Pulse,147,1,66.00999999999999,"['expired monthly', 'paid annual']"
7496,207MOZP065,CineQuest,42,1,323.78,"['expired monthly', 'paid monthly', 'discounted monthly']"
7497,207MYYA626,LimeLight,231,1,399.84,"['expired monthly', 'paid annual']"
7498,207MZMK368,RetroReel,414,1,330.33000000000004,['expired monthly']
7499,207ODRX858,Pulse,538,1,79.92,"['expired monthly', 'paid monthly']"
7500,207OMHF091,Pulse,369,1,64.08,"['paid monthly', 'paid monthly']"
7501,207OUJV351,LimeLight,215,1,359.88,"['paid monthly', 'paid monthly']"
7502,207OZKO647,CineQuest,631,1,36.03,['trial monthly']
7503,207PATA001,LimeLight,236,1,319.84,['paid monthly']
7504,207QNLV677,LimeLight,427,1,199.89999999999998,['paid monthly']
7505,207QTYP380,CineQuest,20,1,180.0,['paid monthly']
7506,207RNWZ593,Pulse,521,1,56.0,['expired monthly']
7507,207RRSJ450,RetroReel,248,1,329.66999999999996,['paid monthly']
7508,207SOPN962,ChillStream,537,1,175.0,['expired monthly']
7509,207SOPN962,CineQuest,354,1,143.98000000000002,"['expired annual', 'discounted monthly']"
7510,207SOPN962,Pulse,378,1,71.91,['paid monthly']
7511,207TMMP178,LimeLight,187,1,160.06,"['expired monthly', 'paid monthly']"
7512,207UDWX457,ChillStream,602,1,124.94999999999999,['expired monthly']
7513,207VDFZ672,CineQuest,47,1,180.0,"['paid annual', 'paid annual']"
7514,207WYPC182,CineQuest,691,1,24.02,['expired monthly']
7515,207XLIF366,RetroReel,720,1,30.01,['expired monthly']
7516,207XOCU223,Pulse,151,1,357.95000000000005,"['paid monthly', 'trial monthly', 'paid monthly']"
7517,207XREO450,ChillStream,178,1,249.94,"['trial monthly', 'trial annual']"
7518,207YSEX394,ChillStream,521,1,100.0,['trial monthly']
7519,207YWGY912,RetroReel,179,1,179.88,['paid monthly']
7520,207ZBWN598,LimeLight,619,1,79.96,['expired monthly']
7521,207ZTBM143,Pulse,448,1,50.01,['paid annual']
7522,208CJXH983,LimeLight,524,1,139.86,['expired monthly']
7523,208CJXH983,RetroReel,297,1,120.0,['paid monthly']
7524,208FXVD384,LimeLight,101,1,80.01,['paid annual']
7525,208HXSR274,RetroReel,24,1,570.0,['paid monthly']
7526,208IDYI378,RetroReel,318,1,210.07000000000002,['paid monthly']
7527,208IJRD665,CineQuest,191,1,215.82,['discounted monthly']
7528,208IWDO438,Pulse,192,1,136.0,['paid monthly']
7529,208JMCT480,ChillStream,688,1,25.0,['paid monthly']
7530,208JPCI272,LimeLight,84,1,420.04999999999995,"['expired monthly', 'paid annual', 'paid monthly']"
7531,208KWSH897,CineQuest,469,1,180.01,"['expired annual', 'paid annual']"
7532,208LMKH785,LimeLight,227,1,260.02,"['paid annual', 'paid monthly']"
7533,208MARL934,LimeLight,621,1,79.99,['expired annual']
7534,208MCQU538,LimeLight,432,1,80.0,['discounted monthly']
7535,208ORXQ250,ChillStream,628,1,49.98,['paid monthly']
7536,208ORXQ250,LimeLight,277,1,200.0,['paid monthly']
7537,208PBBA139,Pulse,48,1,120.0,['paid monthly']
7538,208SJHJ429,CineQuest,553,1,72.0,['expired monthly']
7539,208SJHJ429,LimeLight,44,1,399.79999999999995,['trial monthly']
7540,208UNHH637,LimeLight,173,1,319.84,['paid monthly']
7541,208UNHH637,RetroReel,668,1,90.0,['expired monthly']
7542,208UWJD063,CineQuest,700,1,11.99,['expired monthly']
7543,208UZPS100,CineQuest,290,1,143.88,['paid monthly']
7544,208VFKJ822,ChillStream,718,1,25.0,['expired monthly']
7545,208VFKJ822,Pulse,419,1,49.99,['expired annual']
7546,208WWJA387,Pulse,610,1,32.04,['expired monthly']
7547,208YMWH335,ChillStream,420,1,275.0,['expired monthly']
7548,208ZGCU738,ChillStream,426,1,477.21000000000004,"['trial monthly', 'paid monthly']"
7549,208ZIRX595,ChillStream,240,1,300.0,"['expired monthly', 'paid annual']"
7550,208ZXQG043,CineQuest,618,1,36.0,['paid monthly']
7551,208ZXQG043,LimeLight,702,1,20.01,['expired monthly']
7552,209BTHR155,LimeLight,530,1,139.92999999999998,['expired monthly']
7553,209BTHR155,Pulse,99,1,193.01,"['expired monthly', 'trial monthly', 'paid monthly', 'discounted monthly']"
7554,209BXIG372,LimeLight,65,1,419.78999999999996,['paid monthly']
7555,209CSLF719,LimeLight,644,1,59.94,['expired monthly']
7556,209ECGD837,LimeLight,561,1,79.99,['expired annual']
7557,209ECZB534,Pulse,619,1,31.939999999999998,"['expired monthly', 'paid monthly']"
7558,209ELDK689,LimeLight,468,1,180.0,['trial monthly']
7559,209HLNJ312,RetroReel,23,1,420.0,"['expired monthly', 'paid annual']"
7560,209HPJL469,CineQuest,520,1,84.0,['expired monthly']
7561,209HPJL469,LimeLight,162,1,379.80999999999995,['expired monthly']
7562,209JDCP494,RetroReel,458,1,60.0,['paid monthly']
7563,209JTKF167,Pulse,721,1,7.98,['expired monthly']
7564,209MILC718,RetroReel,169,1,540.0,['paid monthly']
7565,209MSZI057,LimeLight,567,1,40.0,['paid monthly']
7566,209NDZQ942,Pulse,389,1,50.0,['trial annual']
7567,209NMIN898,ChillStream,633,1,100.0,['expired monthly']
7568,209NNUB179,LimeLight,389,1,79.99,['paid annual']
7569,209OFOT958,Pulse,312,1,112.14,['expired monthly']
7570,209QQQV794,RetroReel,96,1,270.09000000000003,['paid monthly']
7571,209QRON098,LimeLight,55,1,800.1299999999999,"['expired monthly', 'paid monthly', 'paid annual']"
7572,209TTIZ915,Pulse,441,1,49.98,['paid annual']
7573,209ULQF612,Pulse,280,1,99.98,['discounted annual']
7574,209VGRT086,RetroReel,528,1,120.01,['expired annual']
7575,209VTBD974,ChillStream,472,1,150.0,['paid monthly']
7576,210AFRT214,CineQuest,133,1,204.0,"['paid monthly', 'discounted monthly']"
7577,210CDZL312,LimeLight,724,1,80.0,['expired annual']
7578,210CFTU450,RetroReel,544,1,209.92999999999998,['expired monthly']
7579,210FDPB938,Pulse,65,1,147.98000000000002,"['expired monthly', 'paid annual']"
7580,210FRKO475,CineQuest,179,1,348.29999999999995,"['paid monthly', 'paid annual', 'paid monthly']"
7581,210GUGZ864,LimeLight,170,1,379.80999999999995,['expired monthly']
7582,210HXYY691,ChillStream,70,1,450.36,['paid monthly']
7583,210IWVM955,RetroReel,15,1,239.98,['paid annual']
7584,210JQQT062,ChillStream,632,1,100.08,['expired monthly']
7585,210JQQT062,Pulse,172,1,100.02,['paid annual']
7586,210JQQT062,RetroReel,367,1,389.87,['expired monthly']
7587,210JTZE763,LimeLight,712,1,20.01,['expired monthly']
7588,210JWBN356,ChillStream,152,1,299.76,['trial monthly']
7589,210JWBN356,CineQuest,494,1,96.0,['expired monthly']
7590,210JYGM583,LimeLight,544,1,79.99,['trial annual']
7591,210LCMM406,LimeLight,243,1,459.89,"['expired annual', 'paid monthly', 'paid monthly']"
7592,210LEAG405,LimeLight,474,1,60.0,['paid monthly']
7593,210MYER311,Pulse,51,1,49.99,['paid annual']
7594,210NBYV436,Pulse,36,1,86.9,['paid annual']
7595,210NWDH497,CineQuest,169,1,397.28,"['paid monthly', 'discounted monthly', 'paid monthly']"
7596,210PHCT666,RetroReel,448,1,120.08,['paid monthly']
7597,210PWIQ296,CineQuest,163,1,192.32,['paid monthly']
7598,210QRKE719,Pulse,125,1,144.18,['trial monthly']
7599,210RBGC022,ChillStream,627,1,100.08,['expired monthly']
7600,210RBGC022,RetroReel,719,1,30.0,['expired monthly']
7601,210RCZE719,LimeLight,510,1,100.0,['paid monthly']
7602,210ROGW678,Pulse,381,1,71.91,['trial monthly']
7603,210SOAG589,Pulse,36,1,337.39,"['expired annual', 'trial monthly', 'paid monthly']"
7604,210TATN262,ChillStream,410,1,350.08,"['expired monthly', 'paid monthly']"
7605,210UOJI832,ChillStream,697,1,50.0,['expired monthly']
7606,210UOJI832,LimeLight,185,1,160.0,['expired annual']
7607,210VETL000,CineQuest,108,1,348.01,"['paid monthly', 'paid monthly', 'paid annual']"
7608,210VHRW532,ChillStream,274,1,100.01,['discounted annual']
7609,210VSXY029,RetroReel,172,1,239.98,['discounted annual']
7610,210VYDW862,Pulse,182,1,136.11,"['expired monthly', 'discounted monthly']"
7611,210WOGO580,CineQuest,79,1,336.0,"['paid monthly', 'trial monthly']"
7612,210ZEKF033,LimeLight,37,1,160.06,['discounted annual']
7613,211ACPA883,Pulse,609,1,32.0,['expired monthly']
7614,211CSMU808,CineQuest,266,1,83.97999999999999,"['expired monthly', 'trial annual']"
7615,211CXCG016,ChillStream,420,1,100.01,['paid annual']
7616,211CYZR977,CineQuest,74,1,312.1,"['expired monthly', 'paid monthly']"
7617,211DXUS875,ChillStream,399,1,274.89,['expired monthly']
7618,211EFJW261,Pulse,669,1,16.0,['expired monthly']
7619,211ERIB486,Pulse,668,1,23.91,['expired monthly']
7620,211FHID820,Pulse,212,1,120.14999999999999,['paid monthly']
7621,211FONP484,ChillStream,438,1,175.0,['paid monthly']
7622,211GOXN042,CineQuest,229,1,168.0,['paid monthly']
7623,211GVFT954,LimeLight,28,1,539.7299999999999,"['paid monthly', 'paid monthly']"
7624,211GZKN436,RetroReel,285,1,300.0,['paid monthly']
7625,211HFDL411,ChillStream,235,1,200.02,['expired annual']
7626,211IHIZ657,CineQuest,394,1,72.0,['trial monthly']
7627,211MZZF334,CineQuest,263,1,96.0,['paid monthly']
7628,211NJRK194,CineQuest,721,1,11.99,['expired monthly']
7629,211NJRK194,LimeLight,527,1,139.92999999999998,['expired monthly']
7630,211NSHF183,LimeLight,590,1,80.0,['paid annual']
7631,211OALE158,Pulse,0,1,159.60000000000002,['paid monthly']
7632,211PWOH015,LimeLight,561,1,79.99,['discounted annual']
7633,211QHUP059,LimeLight,671,1,40.02,['expired monthly']
7634,211RFNU832,ChillStream,128,1,425.0,['paid monthly']
7635,211RHHP781,ChillStream,175,1,250.10000000000002,['paid monthly']
7636,211RHHP781,Pulse,631,1,31.92,['expired monthly']
7637,211TBVM023,ChillStream,553,1,150.06,['expired monthly']
7638,211VUHQ442,Pulse,94,1,80.76,"['trial monthly', 'paid monthly']"
7639,211VZZI954,Pulse,71,1,176.22,['paid monthly']
7640,211ZWRA021,ChillStream,520,1,100.0,['trial annual']
7641,212ACQA611,Pulse,152,1,136.17000000000002,"['expired monthly', 'paid monthly']"
7642,212BDCY143,ChillStream,365,1,300.0,['paid monthly']
7643,212BDCY143,RetroReel,495,1,240.08,['expired monthly']
7644,212BRXX480,CineQuest,65,1,486.82,"['paid monthly', 'discounted monthly', 'paid monthly']"
7645,212BRXX480,LimeLight,388,1,99.94999999999999,['trial monthly']
7646,212CRYS011,RetroReel,578,1,180.06,['expired monthly']
7647,212FALY067,CineQuest,136,1,120.0,['paid annual']
7648,212FQFS344,CineQuest,16,1,156.26,['paid monthly']
7649,212GEFY611,Pulse,338,1,143.88,"['expired monthly', 'paid monthly', 'paid monthly']"
7650,212GRXN078,CineQuest,122,1,428.01,"['trial monthly', 'paid monthly', 'paid annual']"
7651,212GTMZ760,RetroReel,664,1,90.0,['expired monthly']
7652,212HHTE341,LimeLight,692,1,80.0,['expired annual']
7653,212HNQR020,Pulse,439,1,127.88,"['expired monthly', 'paid monthly']"
7654,212IHWY097,ChillStream,115,1,350.08000000000004,"['paid monthly', 'discounted monthly']"
7655,212KISQ674,LimeLight,452,1,139.86,['trial monthly']
7656,212KSQV984,Pulse,130,1,136.0,['paid monthly']
7657,212LROK643,Pulse,419,1,16.0,['paid monthly']
7658,212NGGI373,CineQuest,165,1,503.64,"['paid monthly', 'paid monthly', 'discounted monthly', 'paid monthly']"
7659,212NGGI373,RetroReel,651,1,89.97,['expired monthly']
7660,212OFGT437,Pulse,536,1,32.0,['paid monthly']
7661,212OXWM175,CineQuest,289,1,168.0,['paid monthly']
7662,212QMYA326,LimeLight,423,1,240.04000000000002,"['paid annual', 'paid monthly']"
7663,212SPFM934,LimeLight,223,1,159.92,['paid monthly']
7664,212UDFX246,LimeLight,653,1,60.03,['expired monthly']
7665,212UEJR252,Pulse,44,1,176.0,['discounted monthly']
7666,212VRAR952,ChillStream,73,1,266.82000000000005,"['trial monthly', 'paid annual']"
7667,212VYOJ281,RetroReel,304,1,419.85999999999996,['trial monthly']
7668,212VZPZ947,CineQuest,327,1,144.0,['paid monthly']
7669,212WDYJ555,ChillStream,215,1,449.82,['expired monthly']
7670,212WFHB540,ChillStream,331,1,99.99,['discounted annual']
7671,212XJHE221,ChillStream,182,1,543.8399999999999,"['trial monthly', 'paid monthly', 'paid monthly']"
7672,212XNCA542,RetroReel,664,1,30.0,['paid monthly']
7673,212YBXD552,Pulse,19,1,284.56,"['discounted monthly', 'paid monthly']"
7674,212ZBKB109,RetroReel,298,1,119.99,['paid annual']
7675,212ZUEO880,CineQuest,556,1,59.900000000000006,['discounted monthly']
7676,213AFXF029,Pulse,520,1,56.14,['expired monthly']
7677,213ARMC839,CineQuest,32,1,384.0,"['expired monthly', 'paid monthly']"
7678,213BHUF065,ChillStream,207,1,300.01,"['paid annual', 'trial annual']"
7679,213CDCM900,Pulse,35,1,240.16000000000003,"['expired monthly', 'paid monthly', 'trial monthly']"
7680,213CSMJ011,Pulse,85,1,120.05,"['paid monthly', 'paid monthly']"
7681,213DBYA814,CineQuest,382,1,120.0,['discounted monthly']
7682,213DBYA814,RetroReel,606,1,120.01,['expired annual']
7683,213EZIN083,ChillStream,38,1,574.94,"['paid monthly', 'paid monthly', 'paid monthly']"
7684,213GPRS033,CineQuest,544,1,60.0,['expired annual']
7685,213IWGZ399,ChillStream,336,1,324.87,['trial monthly']
7686,213KEUC563,CineQuest,52,1,168.16,"['paid monthly', 'trial monthly']"
7687,213KIOU975,RetroReel,192,1,809.92,"['expired monthly', 'trial monthly', 'trial monthly']"
7688,213KPTD462,Pulse,105,1,194.85,"['trial annual', 'paid annual']"
7689,213MJMY104,CineQuest,154,1,203.91,"['expired monthly', 'trial monthly']"
7690,213MYTI594,LimeLight,212,1,40.0,['paid monthly']
7691,213NSTD190,ChillStream,436,1,250.10000000000002,['expired monthly']
7692,213OFSS729,CineQuest,181,1,84.01,"['expired monthly', 'paid annual']"
7693,213OPXD338,Pulse,364,1,48.0,['paid monthly']
7694,213OVDF369,CineQuest,168,1,384.05,"['trial monthly', 'discounted monthly', 'trial monthly']"
7695,213OWNU341,RetroReel,61,1,329.89,['paid monthly']
7696,213PTDP274,CineQuest,370,1,144.0,['expired monthly']
7697,213RNRV740,LimeLight,442,1,99.94999999999999,['paid monthly']
7698,213RZHM431,ChillStream,407,1,275.21999999999997,['expired monthly']
7699,213XCBN568,RetroReel,653,1,90.0,['expired monthly']
7700,213YSGI419,RetroReel,126,1,600.0,['paid monthly']
7701,213YZLX284,Pulse,256,1,40.099999999999994,['paid monthly']
7702,213ZCJJ875,Pulse,701,1,50.0,['expired annual']
7703,213ZGMA405,CineQuest,4,1,299.5,['paid monthly']
7704,213ZNGE532,ChillStream,115,1,600.12,"['expired monthly', 'paid monthly']"
7705,213ZNGE532,CineQuest,241,1,179.85,['discounted monthly']
7706,213ZNGE532,Pulse,355,1,95.76,['paid monthly']
7707,214BZSA462,CineQuest,536,1,59.95,['paid monthly']
7708,214CWLL920,LimeLight,462,1,79.99,['expired annual']
7709,214EAMK439,CineQuest,493,1,60.01,['expired annual']
7710,214EYAW537,LimeLight,320,1,179.82,['trial monthly']
7711,214FMKM559,Pulse,63,1,168.0,"['expired monthly', 'paid monthly']"
7712,214FOFY532,ChillStream,212,1,25.01,['paid monthly']
7713,214GWSE230,ChillStream,8,1,399.96000000000004,"['expired annual', 'discounted annual']"
7714,214HFGA953,LimeLight,511,1,140.07000000000002,['paid monthly']
7715,214HGEF802,RetroReel,138,1,300.0,['trial monthly']
7716,214IKNQ332,LimeLight,453,1,275.59,"['discounted annual', 'paid annual']"
7717,214KKFO971,CineQuest,98,1,84.07,['paid monthly']
7718,214LBER001,LimeLight,188,1,140.0,['paid monthly']
7719,214LQDR828,CineQuest,179,1,119.98,['paid annual']
7720,214NTAE848,ChillStream,323,1,225.03,"['expired monthly', 'paid monthly']"
7721,214NWOX497,Pulse,713,1,8.01,['expired monthly']
7722,214PBMB869,RetroReel,164,1,569.81,['expired monthly']
7723,214QIFL913,CineQuest,253,1,156.13,['paid monthly']
7724,214QTYL511,Pulse,115,1,220.19,"['expired annual', 'paid monthly']"
7725,214QVCC599,RetroReel,421,1,119.99,['paid annual']
7726,214RNKO630,Pulse,530,1,48.06,['paid monthly']
7727,214RQPY350,LimeLight,371,1,219.89,['discounted monthly']
7728,214SESP905,CineQuest,135,1,48.059999999999995,"['expired monthly', 'paid monthly']"
7729,214SEVL034,RetroReel,508,1,240.08,['expired monthly']
7730,214STNZ925,ChillStream,202,1,300.0,"['paid annual', 'paid monthly']"
7731,214TKMS748,Pulse,104,1,184.0,"['paid monthly', 'paid monthly']"
7732,214UPLC016,Pulse,503,1,49.99,['paid annual']
7733,214VVMB986,CineQuest,432,1,180.0,"['expired annual', 'discounted annual']"
7734,214XEEX781,Pulse,340,1,71.91,['paid monthly']
7735,214XIXF152,LimeLight,411,1,79.98,['paid annual']
7736,214YLPS429,Pulse,142,1,247.69000000000003,"['expired monthly', 'paid monthly', 'paid monthly']"
7737,214YOMF627,ChillStream,586,1,125.05000000000001,['expired monthly']
7738,214ZLWS193,ChillStream,159,1,200.0,['paid monthly']
7739,215AOVE897,RetroReel,201,1,480.16,['paid monthly']
7740,215BLNI670,ChillStream,670,1,50.02,['expired monthly']
7741,215CELK711,ChillStream,598,1,125.0,['expired monthly']
7742,215DKWE048,ChillStream,158,1,474.89,"['expired monthly', 'paid monthly']"
7743,215DKWE048,Pulse,634,1,32.0,['expired monthly']
7744,215EUUN356,CineQuest,18,1,120.02,['paid annual']
7745,215FGSH191,RetroReel,43,1,119.99,['paid annual']
7746,215GRVV332,RetroReel,698,1,60.02,['expired monthly']
7747,215HOOX571,ChillStream,336,1,225.0,['paid monthly']
