,ID,BRAND,SUB_STATUS,TERM,AMOUNT,PARTITION_DATE,YEAR_MONTH,VALID_TRANSITION
34100,257JYWN873,LimeLight,paid,monthly,20.01,2023-06-22,2023-06,True
34110,257LXBH541,Pulse,paid,monthly,7.99,2023-02-06,2023-02,True
34116,257NCYY727,LimeLight,expired,monthly,20.01,2023-02-05,2023-02,True
34120,257OIUN901,Pulse,expired,monthly,7.99,2023-02-07,2023-02,True
34134,257QYBL187,CineQuest,paid,monthly,12.0,2023-03-30,2023-03,True
34138,257RLGU766,RetroReel,paid,monthly,30.0,2023-01-29,2023-01,True
34151,257TRVD100,LimeLight,expired,monthly,20.01,2023-02-02,2023-02,True
34152,257TRVD100,LimeLight,paid,annual,80.0,2023-04-29,2023-04,True
34156,257TZDR877,CineQuest,expired,monthly,11.98,2023-05-18,2023-05,True
34176,257XBXF579,RetroReel,paid,monthly,29.99,2023-03-02,2023-03,True
34179,257YDLM527,ChillStream,paid,monthly,25.0,2023-04-04,2023-04,True
34180,257YHJZ183,ChillStream,paid,monthly,25.0,2023-01-11,2023-01,True
34191,258AUFN349,ChillStream,paid,monthly,25.01,2023-02-22,2023-02,True
34193,258AUFN349,LimeLight,expired,annual,80.02,2023-03-31,2023-03,True
34198,258DFDY925,CineQuest,expired,monthly,11.99,2023-02-15,2023-02,True
34207,258DRFL602,Pulse,paid,annual,50.0,2023-04-04,2023-04,True
34211,258DURL242,CineQuest,expired,monthly,12.0,2023-03-20,2023-03,True
34212,258DURL242,CineQuest,paid,monthly,12.0,2023-04-14,2023-04,True
34215,258EIPH377,LimeLight,paid,monthly,19.99,2023-03-13,2023-03,True
34216,258EIPH377,LimeLight,expired,monthly,20.0,2023-05-27,2023-05,True
34225,258EOTC999,Pulse,paid,monthly,7.99,2023-02-08,2023-02,True
34232,258FWBU293,Pulse,expired,annual,50.0,2023-04-01,2023-04,True
34238,258GXKX907,CineQuest,paid,annual,59.99,2023-06-21,2023-06,True
34239,258HVHU184,Pulse,paid,monthly,7.99,2023-03-07,2023-03,True
34240,258HVHU184,Pulse,expired,monthly,7.99,2023-05-28,2023-05,True
34241,258HVHU184,Pulse,discounted,monthly,6.96,2023-06-17,2023-06,True
34245,258JYIT881,Pulse,expired,monthly,8.01,2023-04-02,2023-04,True
34246,258JYIT881,Pulse,paid,monthly,7.99,2023-05-09,2023-05,True
34248,258LPCD331,LimeLight,expired,annual,80.0,2023-02-24,2023-02,True
34253,258LYZU129,CineQuest,expired,annual,60.01,2023-04-21,2023-04,True
34283,258RMYY929,Pulse,expired,monthly,8.0,2023-01-05,2023-01,True
34284,258RMYY929,Pulse,paid,monthly,8.02,2023-02-07,2023-02,True
34286,258SBVX653,RetroReel,paid,monthly,30.0,2023-03-19,2023-03,True
34289,258SVBF328,CineQuest,expired,monthly,11.99,2023-03-27,2023-03,True
34291,258TTZY875,RetroReel,paid,monthly,30.0,2023-03-02,2023-03,True
34293,258USNK297,RetroReel,paid,monthly,30.0,2023-03-09,2023-03,True
34294,258USNK297,RetroReel,expired,monthly,29.99,2023-06-30,2023-06,True
34297,258UXMK094,RetroReel,expired,monthly,30.01,2023-04-05,2023-04,True
34298,258UXMK094,RetroReel,paid,annual,119.99,2023-06-07,2023-06,True
34303,258VOED896,RetroReel,trial,annual,65.24,2023-02-08,2023-02,True
34307,258WJHM417,CineQuest,paid,monthly,12.0,2023-03-18,2023-03,True
34317,258XTIN456,LimeLight,expired,monthly,20.01,2023-05-03,2023-05,True
34323,258YFPG929,CineQuest,expired,monthly,12.0,2023-01-18,2023-01,True
34324,258YFPG929,CineQuest,discounted,annual,43.1,2023-02-15,2023-02,True
34328,258YTIM478,LimeLight,paid,monthly,20.0,2023-03-06,2023-03,True
34333,258ZTTM515,CineQuest,expired,annual,60.02,2023-05-19,2023-05,True
34341,259BVWC021,CineQuest,paid,monthly,12.0,2023-01-13,2023-01,True
34342,259BVWC021,CineQuest,expired,monthly,11.99,2023-05-26,2023-05,True
34350,259CBKH626,RetroReel,expired,monthly,30.01,2023-01-27,2023-01,True
34358,259ERAJ235,Pulse,paid,monthly,7.99,2023-02-24,2023-02,True
34365,259GGMV903,LimeLight,paid,monthly,19.99,2023-05-10,2023-05,True
34369,259IGEF714,Pulse,expired,monthly,8.0,2023-04-01,2023-04,True
34374,259IWVM381,LimeLight,expired,monthly,20.0,2023-03-23,2023-03,True
34385,259KCHD604,Pulse,discounted,annual,22.3,2023-05-14,2023-05,True
34403,259NFAD791,LimeLight,expired,annual,80.01,2023-05-30,2023-05,True
34408,259NUKL328,LimeLight,expired,annual,80.0,2023-05-27,2023-05,True
34422,259RBMT820,RetroReel,paid,annual,119.99,2023-02-01,2023-02,True
34433,259WOJY614,LimeLight,paid,monthly,20.01,2023-04-15,2023-04,True
34434,259WPEB029,LimeLight,paid,annual,80.0,2023-06-29,2023-06,True
34439,259YZVS986,LimeLight,expired,monthly,20.0,2023-02-03,2023-02,True
34454,260BGUM555,CineQuest,paid,monthly,12.02,2023-03-03,2023-03,True
34459,260CGRK965,CineQuest,expired,annual,60.0,2023-03-28,2023-03,True
34471,260EFPX170,LimeLight,expired,monthly,20.0,2023-02-04,2023-02,True
34475,260EMHE511,ChillStream,paid,monthly,24.98,2023-03-25,2023-03,True
34479,260FKEL481,ChillStream,paid,monthly,25.0,2023-03-04,2023-03,True
34483,260GIFK699,CineQuest,paid,monthly,12.01,2023-05-14,2023-05,True
34491,260HYWA744,CineQuest,expired,annual,60.0,2023-05-09,2023-05,True
34496,260IHFE511,Pulse,paid,annual,50.0,2023-02-25,2023-02,True
34511,260JYFA591,Pulse,expired,monthly,8.02,2023-02-22,2023-02,True
34513,260KHLG293,RetroReel,paid,monthly,30.0,2023-01-08,2023-01,True
34514,260KIVC846,ChillStream,paid,monthly,25.0,2023-01-14,2023-01,True
34516,260KQPT092,RetroReel,expired,annual,119.99,2023-04-11,2023-04,True
34523,260MWUS820,Pulse,trial,annual,30.01,2023-03-26,2023-03,True
34535,260TSAI654,ChillStream,paid,monthly,24.99,2023-05-12,2023-05,True
34547,260VCGZ709,LimeLight,paid,monthly,20.0,2023-01-18,2023-01,True
34554,260WOXU716,Pulse,expired,monthly,7.99,2023-03-01,2023-03,True
34555,260WOXU716,Pulse,trial,monthly,3.86,2023-04-06,2023-04,True
34557,260WUJT761,RetroReel,paid,monthly,30.0,2023-04-01,2023-04,True
34561,260YLZS275,Pulse,expired,monthly,7.98,2023-02-28,2023-02,True
34562,260YLZS275,Pulse,discounted,annual,38.57,2023-06-30,2023-06,True
34566,260YZLX050,Pulse,expired,monthly,8.0,2023-06-10,2023-06,True
34572,260ZEIO198,Pulse,paid,monthly,8.02,2023-06-01,2023-06,True
34575,261AHPO232,LimeLight,paid,annual,79.99,2023-05-27,2023-05,True
34578,261BOLG680,LimeLight,expired,annual,80.01,2023-03-20,2023-03,True
34585,261BWZY461,RetroReel,trial,monthly,29.48,2023-02-21,2023-02,True
34589,261BZAX129,ChillStream,paid,monthly,25.01,2023-04-08,2023-04,True
34600,261DOEH844,CineQuest,expired,annual,60.0,2023-06-16,2023-06,True
34605,261ECTP779,CineQuest,discounted,annual,37.7,2023-04-21,2023-04,True
34607,261ELYO315,RetroReel,paid,monthly,30.0,2023-01-18,2023-01,True
34612,261FFAI745,LimeLight,paid,annual,79.98,2023-04-03,2023-04,True
34613,261FFAI745,RetroReel,expired,annual,119.99,2023-01-02,2023-01,True
34615,261FUZX638,ChillStream,expired,annual,100.01,2023-03-30,2023-03,True
34616,261FUZX638,ChillStream,paid,annual,100.0,2023-06-05,2023-06,True
34618,261GAJY033,RetroReel,paid,monthly,30.0,2023-03-09,2023-03,True
34619,261GBNM553,LimeLight,trial,annual,75.54,2023-02-11,2023-02,True
34621,261GJUT812,Pulse,expired,monthly,8.0,2023-02-28,2023-02,True
34626,261HOTW359,RetroReel,paid,monthly,30.01,2023-02-03,2023-02,True
34629,261IILV349,CineQuest,trial,annual,51.68,2023-03-14,2023-03,True
34635,261JHDS546,CineQuest,expired,monthly,11.99,2023-01-11,2023-01,True
34647,261LMYV312,RetroReel,paid,monthly,30.0,2023-01-15,2023-01,True
34651,261MPPG415,ChillStream,expired,annual,100.0,2023-04-19,2023-04,True
34652,261MPPG415,ChillStream,paid,annual,100.0,2023-06-20,2023-06,True
34674,261SDRA448,RetroReel,expired,annual,119.99,2023-06-15,2023-06,True
34678,261UDHJ033,ChillStream,expired,monthly,25.0,2023-04-25,2023-04,True
34681,261UDZV937,CineQuest,paid,monthly,12.01,2023-03-15,2023-03,True
34682,261UDZV937,CineQuest,expired,monthly,12.01,2023-04-26,2023-04,True
34683,261UDZV937,CineQuest,paid,monthly,12.01,2023-05-25,2023-05,True
34686,261VCZJ043,LimeLight,trial,monthly,16.01,2023-03-05,2023-03,True
34689,261VDFJ683,RetroReel,paid,monthly,30.0,2023-02-25,2023-02,True
34690,261VDFJ683,RetroReel,expired,monthly,30.0,2023-06-23,2023-06,True
34692,261VVDN736,LimeLight,expired,monthly,20.01,2023-04-05,2023-04,True
34700,261XROZ879,ChillStream,paid,monthly,24.99,2023-03-07,2023-03,True
34701,261XROZ879,ChillStream,expired,monthly,25.02,2023-04-26,2023-04,True
34706,261XWQU091,Pulse,paid,annual,49.99,2023-03-22,2023-03,True
34708,261XZVW632,CineQuest,expired,monthly,11.99,2023-06-19,2023-06,True
34715,262ARTO141,Pulse,discounted,monthly,4.2,2023-06-30,2023-06,True
34721,262AWRR179,Pulse,trial,monthly,2.81,2023-05-05,2023-05,True
34728,262CQQC482,RetroReel,expired,monthly,29.99,2023-05-30,2023-05,True
34734,262EIYY454,ChillStream,paid,annual,100.0,2023-02-09,2023-02,True
34735,262EIYY454,RetroReel,expired,annual,120.0,2023-05-17,2023-05,True
34738,262FNUS073,LimeLight,expired,annual,80.0,2023-01-18,2023-01,True
34742,262FULR751,LimeLight,paid,monthly,20.0,2023-02-27,2023-02,True
34753,262JQBX523,CineQuest,expired,monthly,11.99,2023-02-11,2023-02,True
34754,262JQBX523,CineQuest,paid,monthly,11.99,2023-03-30,2023-03,True
34757,262JQBX523,RetroReel,expired,monthly,30.0,2023-02-26,2023-02,True
34760,262KUBK536,CineQuest,discounted,monthly,10.23,2023-03-28,2023-03,True
34768,262KXKF011,Pulse,expired,monthly,8.02,2023-01-29,2023-01,True
34769,262KXKF011,Pulse,discounted,monthly,4.82,2023-05-22,2023-05,True
34774,262KYUD005,CineQuest,expired,monthly,12.01,2023-01-05,2023-01,True
34775,262KYUD005,CineQuest,paid,monthly,11.99,2023-06-11,2023-06,True
34784,262OLYX860,CineQuest,paid,monthly,12.01,2023-02-26,2023-02,True
34787,262OWNJ232,LimeLight,trial,monthly,14.24,2023-04-26,2023-04,True
34788,262OWNJ232,LimeLight,paid,monthly,19.99,2023-05-04,2023-05,True
34791,262PBAX418,LimeLight,expired,annual,80.0,2023-02-24,2023-02,True
34800,262QXHY295,RetroReel,expired,monthly,29.99,2023-02-10,2023-02,True
34803,262RFGL213,LimeLight,expired,annual,79.99,2023-05-19,2023-05,True
34811,262TVIQ402,RetroReel,expired,monthly,29.99,2023-03-03,2023-03,True
34815,262UHKF360,LimeLight,paid,monthly,19.99,2023-02-11,2023-02,True
34822,262ULDU169,LimeLight,paid,annual,79.99,2023-06-05,2023-06,True
34823,262ULDU169,RetroReel,expired,monthly,30.0,2023-01-01,2023-01,True
34825,262ULJY597,LimeLight,expired,monthly,20.0,2023-06-13,2023-06,True
34829,262USHV948,ChillStream,paid,annual,100.01,2023-01-31,2023-01,True
34833,262VLND803,LimeLight,paid,monthly,20.02,2023-05-10,2023-05,True
34839,262XNVO027,LimeLight,paid,monthly,19.99,2023-02-25,2023-02,True
34840,262XNVO027,LimeLight,expired,monthly,19.98,2023-05-21,2023-05,True
34871,263CKZX794,Pulse,trial,monthly,4.0,2023-04-14,2023-04,True
34880,263CQKY679,LimeLight,paid,monthly,20.01,2023-02-12,2023-02,True
34893,263FPIH585,CineQuest,discounted,monthly,4.46,2023-02-02,2023-02,True
34894,263FPIH585,CineQuest,expired,monthly,12.0,2023-03-28,2023-03,True
34895,263FPIH585,CineQuest,paid,monthly,12.0,2023-04-17,2023-04,True
34901,263HVUS889,RetroReel,trial,monthly,26.18,2023-04-19,2023-04,True
34902,263HVUS889,RetroReel,paid,monthly,30.0,2023-05-15,2023-05,True
34904,263JQBL605,LimeLight,expired,monthly,20.0,2023-01-21,2023-01,True
34905,263JQBL605,LimeLight,paid,annual,80.01,2023-06-19,2023-06,True
34910,263MNLB819,ChillStream,expired,monthly,25.01,2023-06-03,2023-06,True
34915,263ORYH242,RetroReel,paid,monthly,29.99,2023-05-10,2023-05,True
34920,263PSCQ262,RetroReel,trial,monthly,11.65,2023-02-15,2023-02,True
34926,263QFQS585,LimeLight,paid,monthly,20.0,2023-06-16,2023-06,True
34931,263RROJ770,Pulse,expired,monthly,8.01,2023-03-23,2023-03,True
34932,263RROJ770,Pulse,paid,annual,50.0,2023-04-14,2023-04,True
34935,263SRGU611,Pulse,expired,monthly,8.0,2023-06-12,2023-06,True
34952,263TUWR495,Pulse,paid,monthly,8.0,2023-03-08,2023-03,True
34953,263TUWR495,Pulse,expired,monthly,7.99,2023-06-08,2023-06,True
34955,263TUWR495,RetroReel,expired,monthly,30.01,2023-01-28,2023-01,True
34959,263UHBB893,ChillStream,paid,monthly,24.99,2023-01-16,2023-01,True
34963,263WTAX837,Pulse,expired,monthly,8.0,2023-01-11,2023-01,True
34964,263WTAX837,Pulse,paid,monthly,8.0,2023-02-11,2023-02,True
34968,263XMQV425,Pulse,trial,annual,47.77,2023-06-16,2023-06,True
34970,263XNQK967,ChillStream,expired,monthly,24.99,2023-03-31,2023-03,True
34984,263ZKGH393,RetroReel,expired,monthly,29.99,2023-01-09,2023-01,True
34986,263ZTFK500,RetroReel,expired,annual,120.0,2023-05-29,2023-05,True
34987,263ZTFK500,RetroReel,discounted,annual,67.81,2023-06-14,2023-06,True
34991,264AQDQ838,RetroReel,expired,annual,120.0,2023-03-30,2023-03,True
34995,264BADU525,LimeLight,paid,monthly,19.97,2023-01-17,2023-01,True
34996,264BADU525,LimeLight,expired,monthly,20.0,2023-04-26,2023-04,True
35000,264BLFX340,Pulse,expired,monthly,7.99,2023-01-10,2023-01,True
35001,264BLFX340,Pulse,discounted,monthly,6.6,2023-04-26,2023-04,True
35004,264BNEY414,ChillStream,paid,monthly,25.0,2023-04-02,2023-04,True
35007,264EAKC304,ChillStream,paid,monthly,24.98,2023-01-26,2023-01,True
35009,264FGZC283,LimeLight,paid,monthly,20.0,2023-02-13,2023-02,True
35013,264FVXJ990,CineQuest,expired,monthly,12.0,2023-01-05,2023-01,True
35015,264GIIF094,LimeLight,paid,monthly,19.99,2023-04-24,2023-04,True
35026,264IEZO493,CineQuest,trial,monthly,11.35,2023-02-17,2023-02,True
35027,264IEZO493,CineQuest,expired,monthly,12.02,2023-03-05,2023-03,True
35031,264IJTQ561,Pulse,paid,monthly,8.0,2023-01-20,2023-01,True
35035,264IXZJ075,CineQuest,expired,monthly,12.0,2023-04-07,2023-04,True
35042,264KHRT199,RetroReel,paid,monthly,30.01,2023-02-05,2023-02,True
35043,264KHRT199,RetroReel,expired,monthly,30.0,2023-06-09,2023-06,True
35047,264NKCQ910,RetroReel,expired,monthly,30.0,2023-03-31,2023-03,True
35048,264NKCQ910,RetroReel,paid,monthly,29.98,2023-05-18,2023-05,True
35050,264NNNE877,LimeLight,expired,monthly,19.99,2023-02-21,2023-02,True
35051,264NNNE877,LimeLight,discounted,monthly,19.16,2023-06-23,2023-06,True
35060,264TVZJ664,LimeLight,paid,annual,80.01,2023-06-20,2023-06,True
35063,264VDND576,ChillStream,paid,monthly,25.0,2023-03-15,2023-03,True
35081,264WZNM350,CineQuest,paid,monthly,11.99,2023-04-18,2023-04,True
35082,264WZNM350,CineQuest,expired,monthly,11.99,2023-06-23,2023-06,True
35086,264YTJU828,LimeLight,expired,monthly,20.01,2023-02-01,2023-02,True
35087,264YTJU828,LimeLight,trial,monthly,14.24,2023-04-14,2023-04,True
35088,265ARNH168,RetroReel,paid,annual,120.0,2023-03-24,2023-03,True
35090,265ASNV700,LimeLight,paid,annual,80.01,2023-02-19,2023-02,True
35100,265BQVN875,RetroReel,expired,monthly,30.0,2023-04-30,2023-04,True
35105,265DDFY460,RetroReel,trial,annual,88.48,2023-06-26,2023-06,True
35111,265EVNE681,RetroReel,expired,annual,120.02,2023-01-17,2023-01,True
35127,265HAYF824,Pulse,expired,annual,49.99,2023-06-25,2023-06,True
35128,265HAYF824,RetroReel,expired,monthly,30.02,2023-01-02,2023-01,True
35135,265HQYY173,CineQuest,paid,monthly,12.02,2023-06-02,2023-06,True
35138,265JFBY306,LimeLight,expired,monthly,20.01,2023-04-30,2023-04,True
35153,265LRHO451,CineQuest,expired,monthly,12.0,2023-03-17,2023-03,True
35154,265LRHO451,CineQuest,paid,monthly,12.0,2023-04-27,2023-04,True
35155,265LRHO451,CineQuest,expired,monthly,12.01,2023-06-01,2023-06,True
35166,265NKKW274,RetroReel,expired,annual,120.0,2023-03-28,2023-03,True
35170,265NZWH491,LimeLight,expired,annual,79.99,2023-04-08,2023-04,True
35171,265NZWH491,LimeLight,paid,monthly,20.0,2023-05-24,2023-05,True
35187,265SIGS529,ChillStream,paid,monthly,25.01,2023-06-25,2023-06,True
35194,265UJUI939,CineQuest,paid,annual,60.0,2023-02-13,2023-02,True
35202,265VDCJ227,CineQuest,paid,annual,59.99,2023-04-22,2023-04,True
35208,265YHTY688,LimeLight,expired,monthly,20.0,2023-02-10,2023-02,True
35211,265YSXK346,Pulse,expired,monthly,8.02,2023-01-26,2023-01,True
35212,265YZQK803,ChillStream,discounted,monthly,10.69,2023-01-07,2023-01,True
35219,265ZRET670,CineQuest,trial,monthly,6.02,2023-03-03,2023-03,True
35225,266DLJQ315,ChillStream,paid,monthly,24.99,2023-01-10,2023-01,True
35237,266EGHO444,CineQuest,discounted,annual,53.33,2023-05-02,2023-05,True
35238,266EGHO444,Pulse,expired,monthly,8.01,2023-02-19,2023-02,True
35241,266EMJC422,RetroReel,expired,annual,120.0,2023-01-21,2023-01,True
35249,266FDXB783,ChillStream,expired,monthly,24.98,2023-06-23,2023-06,True
35251,266FHOU004,LimeLight,paid,monthly,20.01,2023-01-12,2023-01,True
35262,266GZRC993,CineQuest,expired,annual,59.99,2023-06-17,2023-06,True
35266,266HINJ584,LimeLight,paid,monthly,19.98,2023-04-25,2023-04,True
35272,266HOAT432,CineQuest,paid,monthly,11.99,2023-03-20,2023-03,True
35286,266IDUK733,CineQuest,paid,monthly,11.99,2023-03-17,2023-03,True
35287,266IDUK733,CineQuest,expired,monthly,12.01,2023-05-11,2023-05,True
35291,266JNWL284,LimeLight,paid,monthly,20.01,2023-06-11,2023-06,True
35292,266KEPM268,LimeLight,discounted,monthly,7.86,2023-05-10,2023-05,True
35296,266KLFR721,RetroReel,discounted,monthly,11.35,2023-02-25,2023-02,True
35297,266KLFR721,RetroReel,paid,monthly,29.99,2023-04-09,2023-04,True
35300,266KPKC768,LimeLight,expired,annual,80.01,2023-01-20,2023-01,True
35301,266KPKC768,LimeLight,discounted,annual,62.2,2023-03-05,2023-03,True
35304,266KWJL483,Pulse,expired,annual,50.01,2023-01-27,2023-01,True
35324,266PSHW808,ChillStream,expired,monthly,24.99,2023-04-06,2023-04,True
35332,266RHMC946,CineQuest,paid,annual,60.0,2023-01-14,2023-01,True
35333,266RHMC946,RetroReel,expired,monthly,30.01,2023-03-13,2023-03,True
35341,266TMMQ822,ChillStream,expired,annual,100.01,2023-01-06,2023-01,True
35350,266VNDM405,LimeLight,expired,monthly,20.01,2023-01-14,2023-01,True
35351,266VNDM405,LimeLight,paid,monthly,20.0,2023-03-10,2023-03,True
35364,266YILJ301,LimeLight,expired,monthly,20.0,2023-03-18,2023-03,True
35369,266YLQK555,Pulse,expired,annual,50.0,2023-01-03,2023-01,True
35370,266YLQK555,Pulse,paid,annual,50.0,2023-03-11,2023-03,True
35374,266ZGJD674,CineQuest,expired,monthly,12.01,2023-02-14,2023-02,True
35382,267BEEF415,CineQuest,paid,annual,59.99,2023-04-29,2023-04,True
35386,267BVQJ806,LimeLight,paid,monthly,20.01,2023-04-06,2023-04,True
35389,267DAVE179,ChillStream,paid,monthly,24.99,2023-06-14,2023-06,True
35396,267DMPV710,CineQuest,paid,annual,60.01,2023-05-01,2023-05,True
35399,267DMPV710,LimeLight,paid,monthly,20.01,2023-05-17,2023-05,True
35401,267DQOP431,LimeLight,paid,monthly,20.0,2023-02-28,2023-02,True
35403,267ETEJ354,RetroReel,paid,monthly,29.99,2023-06-23,2023-06,True
35406,267FAYG321,ChillStream,paid,monthly,24.98,2023-04-21,2023-04,True
35411,267FAYG321,Pulse,paid,monthly,8.01,2023-02-07,2023-02,True
35416,267FLQY140,CineQuest,expired,annual,59.99,2023-01-06,2023-01,True
35422,267HRBH371,CineQuest,trial,monthly,11.74,2023-04-21,2023-04,True
35425,267IDHK844,CineQuest,expired,monthly,12.0,2023-01-01,2023-01,True
35430,267KNOE330,RetroReel,paid,monthly,30.0,2023-03-28,2023-03,True
35440,267MDTQ856,Pulse,expired,monthly,8.01,2023-03-15,2023-03,True
35441,267MDTQ856,Pulse,discounted,monthly,6.78,2023-05-09,2023-05,True
35447,267OVWU416,Pulse,expired,annual,49.99,2023-06-25,2023-06,True
35455,267PYEP059,Pulse,paid,monthly,8.0,2023-01-10,2023-01,True
35457,267QRFN378,ChillStream,paid,monthly,25.0,2023-01-07,2023-01,True
35466,267UKCK591,RetroReel,paid,monthly,30.01,2023-01-04,2023-01,True
35472,267WDSN383,RetroReel,paid,monthly,30.0,2023-05-27,2023-05,True
35476,267WIAR409,Pulse,expired,monthly,8.0,2023-03-06,2023-03,True
35477,267WIAR409,Pulse,discounted,monthly,4.53,2023-05-04,2023-05,True
35482,267WYGF887,Pulse,paid,monthly,8.0,2023-01-07,2023-01,True
35484,267XOJK051,ChillStream,expired,monthly,24.99,2023-03-08,2023-03,True
35485,267XOJK051,LimeLight,paid,monthly,20.02,2023-01-15,2023-01,True
35493,267YVSZ737,ChillStream,paid,monthly,25.01,2023-01-09,2023-01,True
35496,268AHVF390,RetroReel,expired,monthly,29.98,2023-01-10,2023-01,True
35499,268AMEW909,RetroReel,paid,annual,119.99,2023-06-21,2023-06,True
35503,268BTUC404,LimeLight,paid,annual,79.99,2023-03-21,2023-03,True
35510,268CCMP876,LimeLight,expired,monthly,20.0,2023-04-15,2023-04,True
35511,268CCMP876,LimeLight,paid,monthly,20.0,2023-06-30,2023-06,True
35517,268DPFC071,CineQuest,paid,annual,60.0,2023-05-31,2023-05,True
35531,268EKBM752,CineQuest,expired,monthly,12.01,2023-03-18,2023-03,True
35532,268EKBM752,CineQuest,paid,monthly,12.0,2023-06-11,2023-06,True
35548,268HCWO406,CineQuest,paid,annual,59.99,2023-03-06,2023-03,True
35549,268HCWO406,CineQuest,expired,annual,59.98,2023-04-21,2023-04,True
35550,268HCWO406,CineQuest,paid,monthly,12.0,2023-05-07,2023-05,True
35555,268IOJU642,ChillStream,paid,monthly,25.0,2023-01-09,2023-01,True
35557,268JATE205,CineQuest,paid,annual,60.0,2023-01-10,2023-01,True
35561,268KYSF298,LimeLight,paid,annual,80.0,2023-03-09,2023-03,True
35563,268LIPK396,CineQuest,paid,monthly,11.99,2023-01-12,2023-01,True
35567,268LIPK396,Pulse,expired,annual,50.0,2023-04-27,2023-04,True
35574,268LORI950,CineQuest,paid,monthly,11.99,2023-02-03,2023-02,True
35580,268MIUU347,Pulse,paid,annual,49.98,2023-06-03,2023-06,True
35594,268NEAT145,CineQuest,expired,monthly,12.01,2023-02-18,2023-02,True
35597,268NHZR095,LimeLight,expired,annual,80.0,2023-03-08,2023-03,True
35598,268NHZR095,LimeLight,discounted,annual,33.85,2023-04-07,2023-04,True
35603,268PQPX935,ChillStream,paid,annual,99.99,2023-03-21,2023-03,True
35609,268QIXJ281,LimeLight,expired,annual,80.0,2023-02-18,2023-02,True
35610,268QIXJ281,LimeLight,paid,monthly,19.99,2023-05-02,2023-05,True
35612,268RXQT840,RetroReel,paid,monthly,30.0,2023-01-03,2023-01,True
35613,268RXQT840,RetroReel,expired,monthly,30.0,2023-03-31,2023-03,True
35614,268RXQT840,RetroReel,discounted,monthly,29.68,2023-05-12,2023-05,True
35621,268TKRF346,CineQuest,expired,monthly,12.0,2023-06-21,2023-06,True
35632,268VFNW458,CineQuest,paid,monthly,11.99,2023-01-28,2023-01,True
35633,268VFNW458,CineQuest,expired,monthly,11.98,2023-05-20,2023-05,True
35634,268VFNW458,CineQuest,paid,monthly,12.01,2023-06-08,2023-06,True
35645,268YEVL699,CineQuest,discounted,monthly,6.8,2023-04-01,2023-04,True
35648,268YMEN325,CineQuest,expired,monthly,12.0,2023-06-02,2023-06,True
35651,268YUKO831,CineQuest,paid,monthly,12.01,2023-05-22,2023-05,True
35659,269ALCW248,ChillStream,expired,annual,100.0,2023-01-25,2023-01,True
35660,269ALCW248,ChillStream,paid,annual,99.99,2023-03-17,2023-03,True
35662,269ALIA857,RetroReel,expired,monthly,29.99,2023-02-11,2023-02,True
35668,269AXOM433,CineQuest,discounted,monthly,7.17,2023-04-29,2023-04,True
35681,269CQYZ662,RetroReel,paid,annual,120.0,2023-05-09,2023-05,True
35684,269HUIZ518,Pulse,paid,monthly,8.01,2023-05-01,2023-05,True
35695,269KMMX384,RetroReel,paid,annual,119.98,2023-04-10,2023-04,True
35697,269LKRP064,RetroReel,paid,monthly,30.01,2023-01-02,2023-01,True
35699,269MFQI815,Pulse,expired,monthly,8.02,2023-02-10,2023-02,True
35700,269MFQI815,Pulse,trial,annual,36.31,2023-05-28,2023-05,True
35704,269NBCN029,LimeLight,discounted,monthly,13.79,2023-04-07,2023-04,True
35705,269NBCN029,LimeLight,paid,monthly,19.98,2023-06-05,2023-06,True
35716,269ORMW710,LimeLight,trial,monthly,12.01,2023-01-18,2023-01,True
35717,269ORMW710,LimeLight,paid,monthly,20.02,2023-02-18,2023-02,True
35719,269OVQI933,LimeLight,expired,annual,80.01,2023-06-06,2023-06,True
35721,269OZGF801,RetroReel,expired,monthly,30.01,2023-03-05,2023-03,True
35730,269QNMM619,Pulse,expired,monthly,7.98,2023-02-21,2023-02,True
35735,269RFBB821,LimeLight,expired,monthly,20.01,2023-03-16,2023-03,True
35757,269THUX988,LimeLight,paid,annual,80.01,2023-04-12,2023-04,True
35758,269UALG720,LimeLight,paid,annual,80.0,2023-04-24,2023-04,True
35760,269UCJH121,Pulse,expired,annual,50.01,2023-06-15,2023-06,True
35765,269UURZ876,LimeLight,trial,monthly,8.32,2023-02-22,2023-02,True
35770,269VEYQ851,Pulse,paid,monthly,7.99,2023-04-17,2023-04,True
35771,269VEYQ851,Pulse,expired,monthly,8.02,2023-06-27,2023-06,True
35773,269VQNY950,RetroReel,discounted,monthly,19.56,2023-05-11,2023-05,True
35777,269VTZV174,ChillStream,paid,monthly,24.99,2023-02-25,2023-02,True
35779,269WIDC899,CineQuest,expired,annual,59.99,2023-02-19,2023-02,True
35783,269XEEQ517,CineQuest,expired,monthly,12.0,2023-04-14,2023-04,True
35790,269XUCZ490,CineQuest,paid,monthly,11.98,2023-04-07,2023-04,True
35798,270AJJI698,ChillStream,paid,monthly,25.01,2023-04-24,2023-04,True
35802,270BFXC885,CineQuest,paid,monthly,12.0,2023-01-08,2023-01,True
35810,270BSLO529,CineQuest,expired,monthly,11.99,2023-04-21,2023-04,True
35811,270BSLO529,CineQuest,paid,monthly,12.01,2023-06-26,2023-06,True
35820,270DAMJ776,LimeLight,paid,monthly,20.01,2023-01-09,2023-01,True
