,ID,BRAND,RECENCY,REVENUE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,last_6m_REVENUE,LTVCluster,Segment_High-Value,Segment_Low-Value,Segment_Mid-Value
316,110XVEL957,LimeLight,154,19.99,1,0,0,0,0,60.06,1,0,1,0
317,111QXVV594,LimeLight,55,44.2,1,2,0,0,2,100.0,2,0,1,0
318,111SLCW497,LimeLight,145,100.05,2,0,1,2,3,120.0,2,0,0,1
319,112BIKP336,LimeLight,116,80.0,1,1,0,1,2,60.0,1,0,1,0
320,112GWWG782,LimeLight,122,39.98,1,0,0,0,0,9.23,0,0,1,0
321,112YZBS164,LimeLight,122,99.95,1,0,0,2,2,120.03000000000002,2,0,1,0
322,113FBWN035,LimeLight,136,99.95,1,0,0,2,2,40.0,0,0,1,0
323,113IIJJ043,LimeLight,50,79.96000000000001,2,2,1,1,4,40.0,0,0,0,1
324,113OVGV827,LimeLight,162,80.0,3,0,2,1,3,79.99,1,0,0,1
325,113WVDY661,LimeLight,12,105.41,1,2,0,2,4,80.01,1,0,0,1
326,114DEVQ413,LimeLight,52,80.0,1,2,0,1,3,79.99,1,0,0,1
327,114SIIK157,LimeLight,97,60.03,1,1,0,1,2,80.0,1,0,1,0
328,115CKBY791,LimeLight,106,79.96,1,1,0,1,2,19.99,0,0,1,0
329,115IQTA645,LimeLight,65,41.81,1,1,0,0,1,80.01,1,0,1,0
330,115KYVM901,LimeLight,155,119.88,1,0,0,2,2,40.02,0,0,1,0
331,115PHXK544,LimeLight,172,64.02,1,0,0,1,1,60.0,1,0,1,0
332,116KLZX918,LimeLight,161,80.0,2,0,1,1,2,59.97,1,0,1,0
333,116LCET697,LimeLight,99,79.99,1,1,0,1,2,28.46,0,0,1,0
334,117SEUC219,LimeLight,105,80.04,1,1,0,1,2,100.0,2,0,1,0
335,118JMYC282,LimeLight,28,40.0,1,2,0,0,2,25.7,0,0,1,0
336,118OGPZ857,LimeLight,66,50.19,1,1,0,1,2,80.0,1,0,1,0
337,119IGGC859,LimeLight,109,79.97,1,1,0,1,2,80.0,1,0,1,0
338,119LIWB448,LimeLight,163,120.0,2,0,1,2,3,100.05000000000001,2,0,0,1
339,119MYUL998,LimeLight,116,60.03,2,1,1,1,3,20.01,0,0,0,1
340,119PIYQ847,LimeLight,39,80.02000000000001,1,2,0,1,3,77.8,1,0,0,1
341,119PLXG205,LimeLight,69,59.04,1,1,0,1,2,80.08,1,0,1,0
342,119RPYY016,LimeLight,167,120.0,1,0,0,2,2,100.0,2,0,1,0
343,120AOUQ467,LimeLight,42,99.95,3,2,2,2,6,100.0,2,1,0,0
344,120SXTT095,LimeLight,136,59.35,1,0,0,1,1,20.01,0,0,1,0
345,120ZNFN844,LimeLight,145,40.02,1,0,0,0,0,40.02,0,0,1,0
346,121MQIS118,LimeLight,84,80.04,1,1,0,1,2,99.94999999999999,2,0,1,0
347,121VRGN712,LimeLight,14,80.0,1,2,0,1,3,39.72,0,0,0,1
348,121VZEK993,LimeLight,116,60.0,1,1,0,1,2,20.0,0,0,1,0
349,122AVPE045,LimeLight,148,51.1,1,0,0,1,1,40.02,0,0,1,0
350,122RJKW534,LimeLight,157,120.0,1,0,0,2,2,80.04,1,0,1,0
351,122SVID098,LimeLight,12,20.0,1,2,0,0,2,99.98,2,0,1,0
352,122ZBWQ166,LimeLight,14,79.99,1,2,0,1,3,80.0,1,0,0,1
353,123TCVQ376,LimeLight,26,80.0,1,2,0,1,3,79.92,1,0,0,1
354,124QSAU309,LimeLight,89,60.03,1,1,0,1,2,80.04,1,0,1,0
355,124VMAF911,LimeLight,128,99.95,1,0,0,2,2,39.98,0,0,1,0
356,125FZJZ349,LimeLight,108,79.96,1,1,0,1,2,120.12,2,0,1,0
357,125HNGU110,LimeLight,177,120.0,1,0,0,2,2,100.0,2,0,1,0
358,125VYPY433,LimeLight,40,80.01,1,2,0,1,3,80.0,1,0,0,1
359,126YKOI565,LimeLight,6,120.12,2,2,1,2,5,60.03,1,1,0,0
360,126ZRBE910,LimeLight,87,19.99,1,1,0,0,1,13.16,0,0,1,0
361,128CBBP554,LimeLight,0,80.0,1,2,0,1,3,20.01,0,0,0,1
362,128KBEJ867,LimeLight,70,80.08,1,1,0,1,2,39.98,0,0,1,0
363,128KKEQ052,LimeLight,144,64.0,1,0,0,1,1,40.04,0,0,1,0
364,128PCWD574,LimeLight,80,80.0,2,1,1,1,3,79.99,1,0,0,1
365,129AVKB118,LimeLight,78,40.0,1,1,0,0,1,119.28,2,0,1,0
366,130FWYC588,LimeLight,106,40.04,1,1,0,0,1,79.92,1,0,1,0
367,130HDUV055,LimeLight,11,20.0,1,2,0,0,2,60.03,1,0,1,0
368,130NDZT365,LimeLight,28,19.99,1,2,0,0,2,19.99,0,0,1,0
369,130ZSRQ708,LimeLight,16,120.06,1,2,0,2,4,80.04,1,0,0,1
370,131NWZH974,LimeLight,114,80.01,2,1,1,1,3,36.39,0,0,0,1
371,132YKEW791,LimeLight,131,30.19,1,0,0,0,0,79.99,1,0,1,0
372,133LRBF190,LimeLight,106,60.0,1,1,0,1,2,80.0,1,0,1,0
373,133PSCQ778,LimeLight,150,20.0,1,0,0,0,0,20.0,0,0,1,0
374,133UUKA654,LimeLight,160,80.01,1,0,0,1,1,80.01,1,0,1,0
375,135HOCB151,LimeLight,28,160.0,1,2,0,3,5,159.98,2,1,0,0
376,135QTDA628,LimeLight,2,120.06,1,2,0,2,4,60.03,1,0,0,1
377,135UQMQ125,LimeLight,9,20.01,1,2,0,0,2,59.97,1,0,1,0
378,136GFFI443,LimeLight,2,79.99,1,2,0,1,3,80.0,1,0,0,1
379,136LPVN752,LimeLight,93,28.27,1,1,0,0,1,80.02,1,0,1,0
380,137OKZS948,LimeLight,168,20.02,1,0,0,0,0,34.85,0,0,1,0
381,139JYDP039,LimeLight,111,65.44,1,1,0,1,2,20.01,0,0,1,0
382,139PSKU771,LimeLight,33,25.9,1,2,0,0,2,120.0,2,0,1,0
383,140JCNJ459,LimeLight,34,32.98,1,2,0,0,2,120.0,2,0,1,0
384,140NVEB566,LimeLight,42,80.08,1,2,0,1,3,120.06,2,0,0,1
385,140QXEI578,LimeLight,145,40.0,1,0,0,0,0,11.01,0,0,1,0
386,141MRTF799,LimeLight,94,60.0,1,1,0,1,2,100.05000000000001,2,0,1,0
387,141VDME662,LimeLight,54,39.98,1,2,0,0,2,20.0,0,0,1,0
388,141ZTQI523,LimeLight,178,119.94,1,0,0,2,2,20.0,0,0,1,0
389,142EVKG282,LimeLight,134,100.05,1,0,0,2,2,59.97,1,0,1,0
390,142PJHA510,LimeLight,114,60.03,1,1,0,1,2,120.0,2,0,1,0
391,143BGJA950,LimeLight,19,9.45,1,2,0,0,2,19.97,0,0,1,0
392,143EENL126,LimeLight,177,80.01,2,0,1,1,2,60.0,1,0,1,0
393,143JWWC054,LimeLight,87,59.94,1,1,0,1,2,120.0,2,0,1,0
394,143KRUC556,LimeLight,150,20.0,1,0,0,0,0,79.92,1,0,1,0
395,145HORK897,LimeLight,168,20.02,1,0,0,0,0,119.88,2,0,1,0
396,145WOYE791,LimeLight,9,26.46,2,2,1,0,3,60.0,1,0,0,1
397,145WSFE547,LimeLight,27,99.99,1,2,0,2,4,99.9,2,0,0,1
398,146JPGS150,LimeLight,151,120.0,1,0,0,2,2,119.94,2,0,1,0
399,146KVZO281,LimeLight,145,80.0,1,0,0,1,1,35.59,0,0,1,0
400,146KXMD891,LimeLight,104,80.08,1,1,0,1,2,100.05000000000001,2,0,1,0
401,146LHSH403,LimeLight,140,99.95,1,0,0,2,2,19.99,0,0,1,0
402,146QUWU550,LimeLight,39,39.98,1,2,0,0,2,120.0,2,0,1,0
403,148CXNY272,LimeLight,70,60.0,1,1,0,1,2,59.94,1,0,1,0
404,148EMCV512,LimeLight,70,19.99,1,1,0,0,1,80.0,1,0,1,0
405,148HYDK498,LimeLight,58,59.97,1,1,0,1,2,80.01,1,0,1,0
406,148TPVJ579,LimeLight,173,120.0,1,0,0,2,2,98.80000000000001,2,0,1,0
407,149FMMU879,LimeLight,2,79.98,1,2,0,1,3,80.0,1,0,0,1
408,149IFLN812,LimeLight,41,64.88,1,2,0,1,3,119.91000000000001,2,0,0,1
409,149SAHO567,LimeLight,154,20.01,1,0,0,0,0,119.94,2,0,1,0
410,150ACOC720,LimeLight,48,120.01,1,2,0,2,4,100.02,2,0,0,1
411,150KFMU777,LimeLight,58,40.02,1,1,0,0,1,40.0,0,0,1,0
412,150UITM842,LimeLight,120,80.08,1,0,0,1,1,120.05000000000001,2,0,1,0
413,150ZVDA517,LimeLight,11,120.0,1,2,0,2,4,80.08,1,0,0,1
414,151BWEA500,LimeLight,154,20.02,1,0,0,0,0,100.0,2,0,1,0
415,151JEMN296,LimeLight,1,100.02,2,2,1,2,5,79.96,1,1,0,0
416,152OUKL065,LimeLight,90,80.01,1,1,0,1,2,79.92,1,0,1,0
417,152SIQX630,LimeLight,112,80.0,2,1,1,1,3,80.0,1,0,0,1
418,152ZEVX746,LimeLight,134,40.0,1,0,0,0,0,120.0,2,0,1,0
419,153JRJK809,LimeLight,9,56.09,2,2,1,1,4,120.12,2,0,0,1
420,153MAIY094,LimeLight,113,109.26,2,1,1,2,4,80.0,1,0,0,1
421,153NXTK734,LimeLight,81,127.17000000000002,1,1,0,2,3,59.94,1,0,0,1
422,153QHLJ942,LimeLight,135,99.9,1,0,0,2,2,40.0,0,0,1,0
423,153TIZX589,LimeLight,142,27.12,1,0,0,0,0,79.98,1,0,1,0
424,154JEES818,LimeLight,36,80.01,1,2,0,1,3,80.01,1,0,0,1
425,154NNCZ419,LimeLight,123,68.1,1,0,0,1,1,119.94,2,0,1,0
426,154OHER345,LimeLight,26,40.0,1,2,0,0,2,60.03,1,0,1,0
427,154ONLX670,LimeLight,15,120.0,1,2,0,2,4,8.59,0,0,0,1
428,154QKGD194,LimeLight,168,19.99,2,0,1,0,1,40.0,0,0,1,0
429,154WZTY728,LimeLight,25,120.0,1,2,0,2,4,100.0,2,0,0,1
430,155DWPS851,LimeLight,50,99.99,2,2,1,2,5,139.34,2,1,0,0
431,155JBQV506,LimeLight,155,120.0,1,0,0,2,2,139.92999999999998,2,0,1,0
432,155VEKF892,LimeLight,140,40.02,1,0,0,0,0,60.0,1,0,1,0
433,156HJLU586,LimeLight,25,26.72,2,2,1,0,3,80.01,1,0,0,1
434,156KPPT929,LimeLight,65,59.97,1,1,0,1,2,80.0,1,0,1,0
435,156PWSO302,LimeLight,51,88.11,1,2,0,2,4,119.94,2,0,0,1
436,158JBYQ392,LimeLight,117,45.08,1,1,0,1,2,59.97,1,0,1,0
437,158KBCW067,LimeLight,3,80.0,1,2,0,1,3,0.0,0,0,0,1
438,158LXRL377,LimeLight,38,39.98,2,2,1,0,3,20.0,0,0,0,1
439,159OMCO345,LimeLight,114,72.56,1,1,0,1,2,99.94999999999999,2,0,1,0
440,159PQUZ647,LimeLight,125,79.25,1,0,0,1,1,40.0,0,0,1,0
441,160BIYZ647,LimeLight,150,100.05,1,0,0,2,2,80.0,1,0,1,0
442,160BNUN307,LimeLight,171,120.0,1,0,0,2,2,20.0,0,0,1,0
443,160BYLQ094,LimeLight,103,39.52,1,1,0,0,1,59.980000000000004,1,0,1,0
444,160DPJW816,LimeLight,163,20.0,2,0,1,0,1,42.0,0,0,1,0
445,160NWXQ746,LimeLight,115,60.03,1,1,0,1,2,100.0,2,0,1,0
446,160VLAA021,LimeLight,109,80.01,1,1,0,1,2,79.99,1,0,1,0
447,160XIER419,LimeLight,94,60.0,1,1,0,1,2,39.94,0,0,1,0
448,161ECHO494,LimeLight,71,59.68,1,1,0,1,2,80.0,1,0,1,0
449,161KLXE967,LimeLight,80,60.0,1,1,0,1,2,120.0,2,0,1,0
450,161SLNE604,LimeLight,173,68.41,1,0,0,1,1,80.01,1,0,1,0
451,161YVGB196,LimeLight,55,100.0,1,2,0,2,4,59.97,1,0,0,1
452,162AQCB022,LimeLight,117,69.17,1,1,0,1,2,79.98,1,0,1,0
453,162CKMG183,LimeLight,71,60.03,1,1,0,1,2,80.03999999999999,1,0,1,0
454,162SOZX109,LimeLight,81,80.04,1,1,0,1,2,60.06,1,0,1,0
455,162SXZL808,LimeLight,4,100.0,1,2,0,2,4,79.97,1,0,0,1
456,162UUMH420,LimeLight,134,99.9,1,0,0,2,2,119.94,2,0,1,0
457,162WOEX776,LimeLight,128,99.9,1,0,0,2,2,120.0,2,0,1,0
458,163BSAY479,LimeLight,123,44.2,1,0,0,0,0,80.0,1,0,1,0
459,163FXLE844,LimeLight,37,99.95,1,2,0,2,4,120.06,2,0,0,1
460,163WOXB860,LimeLight,81,60.03,2,1,1,1,3,119.94,2,0,0,1
461,163YUCV723,LimeLight,62,40.02,1,1,0,0,1,19.96,0,0,1,0
462,164BDDM847,LimeLight,120,40.02,1,0,0,0,0,52.980000000000004,1,0,1,0
463,164NSQR541,LimeLight,83,60.03,1,1,0,1,2,40.02,0,0,1,0
464,164RQCW393,LimeLight,109,59.97,1,1,0,1,2,60.0,1,0,1,0
465,166AKEM016,LimeLight,162,80.0,1,0,0,1,1,79.99,1,0,1,0
466,166JHFB869,LimeLight,161,79.99,1,0,0,1,1,79.98,1,0,1,0
467,166MEID501,LimeLight,158,120.12,1,0,0,2,2,40.0,0,0,1,0
468,166SVJI388,LimeLight,114,80.0,1,1,0,1,2,80.02,1,0,1,0
469,167PGKN474,LimeLight,156,20.0,1,0,0,0,0,119.88,2,0,1,0
470,167VINU871,LimeLight,44,40.0,1,2,0,0,2,100.0,2,0,1,0
471,167YAZA825,LimeLight,41,80.01,1,2,0,1,3,79.99,1,0,0,1
472,168IMST969,LimeLight,122,100.0,1,0,0,2,2,79.96,1,0,1,0
473,168TZPL189,LimeLight,155,19.99,1,0,0,0,0,16.12,0,0,1,0
474,169GEDH360,LimeLight,101,40.16,1,1,0,0,1,120.06,2,0,1,0
475,169NDHW604,LimeLight,130,80.0,1,0,0,1,1,79.99,1,0,1,0
476,169YLMK522,LimeLight,67,53.16,2,1,1,1,3,139.86,2,0,0,1
477,170TPIK249,LimeLight,18,20.0,1,2,0,0,2,100.0,2,0,1,0
478,171BPJA312,LimeLight,96,80.0,1,1,0,1,2,80.0,1,0,1,0
479,171DTLJ565,LimeLight,160,80.01,1,0,0,1,1,80.0,1,0,1,0
480,171DVWM564,LimeLight,71,80.02,1,1,0,1,2,79.99,1,0,1,0
481,171SJFQ264,LimeLight,143,100.0,1,0,0,2,2,80.12,1,0,1,0
482,172EUNY944,LimeLight,9,18.65,1,2,0,0,2,120.06,2,0,1,0
483,172TSWW481,LimeLight,2,49.58,1,2,0,1,3,80.0,1,0,0,1
484,173IULW533,LimeLight,44,40.0,1,2,0,0,2,140.04,2,0,1,0
485,173VZVK024,LimeLight,28,9.06,1,2,0,0,2,100.0,2,0,1,0
486,174FVLQ939,LimeLight,64,80.0,1,1,0,1,2,60.03,1,0,1,0
487,174MCPI990,LimeLight,120,119.92,2,0,1,2,3,19.99,0,0,0,1
488,174NWGC141,LimeLight,10,120.0,1,2,0,2,4,31.740000000000002,0,0,0,1
489,175ZZNH992,LimeLight,128,40.04,1,0,0,0,0,100.0,2,0,1,0
490,176MIDL456,LimeLight,175,72.78,1,0,0,1,1,59.94,1,0,1,0
491,176PKSI741,LimeLight,71,21.57,1,1,0,0,1,64.39,1,0,1,0
492,177KBXR084,LimeLight,45,39.98,1,2,0,0,2,59.94,1,0,1,0
493,177ROMW419,LimeLight,0,80.0,1,2,0,1,3,80.0,1,0,0,1
494,177SARG821,LimeLight,175,20.01,1,0,0,0,0,20.009999999999998,0,0,1,0
495,177WZKP585,LimeLight,113,39.98,1,1,0,0,1,80.0,1,0,1,0
496,178NTZY595,LimeLight,86,79.99,1,1,0,1,2,100.01,2,0,1,0
497,178ONIJ425,LimeLight,155,20.01,1,0,0,0,0,120.0,2,0,1,0
498,179QGAV588,LimeLight,95,80.04,2,1,1,1,3,139.95,2,0,0,1
499,179WWEN759,LimeLight,64,60.0,1,1,0,1,2,80.04,1,0,1,0
500,180MXXT213,LimeLight,13,79.97,1,2,0,1,3,79.96,1,0,0,1
501,181LESW721,LimeLight,145,79.99,1,0,0,1,1,60.03,1,0,1,0
502,181LISF080,LimeLight,95,29.6,1,1,0,0,1,140.0,2,0,1,0
503,181OOBN729,LimeLight,65,59.97,1,1,0,1,2,120.0,2,0,1,0
504,181XROW287,LimeLight,39,79.96,1,2,0,1,3,50.72,0,0,0,1
505,182GLNE238,LimeLight,161,80.0,1,0,0,1,1,40.0,0,0,1,0
506,182JPKB006,LimeLight,27,120.0,2,2,1,2,5,40.0,0,1,0,0
507,182TEJZ712,LimeLight,86,55.14,1,1,0,1,2,80.04,1,0,1,0
508,182YYYX227,LimeLight,103,80.0,1,1,0,1,2,79.98,1,0,1,0
509,183EVJY384,LimeLight,180,120.0,1,0,0,2,2,80.04,1,0,1,0
510,183GMCO414,LimeLight,111,60.03,1,1,0,1,2,39.98,0,0,1,0
511,183IHJP031,LimeLight,95,79.98,2,1,1,1,3,79.38,1,0,0,1
512,184CZNB221,LimeLight,116,79.99,1,1,0,1,2,80.01,1,0,1,0
513,184DNYJ324,LimeLight,140,40.0,1,0,0,0,0,27.599999999999998,0,0,1,0
514,184EYHM435,LimeLight,55,23.44,1,2,0,0,2,20.01,0,0,1,0
515,184NMKZ065,LimeLight,43,100.0,1,2,0,2,4,40.0,0,0,0,1
516,185IIVU552,LimeLight,160,119.88,1,0,0,2,2,20.01,0,0,1,0
517,186KWJX255,LimeLight,116,60.0,1,1,0,1,2,40.0,0,0,1,0
518,186NDQJ284,LimeLight,73,80.04,1,1,0,1,2,59.94,1,0,1,0
519,186XGUU424,LimeLight,3,59.39,1,2,0,1,3,80.02,1,0,0,1
520,186ZTOP430,LimeLight,2,95.0,1,2,0,2,4,80.0,1,0,0,1
521,187JHXE117,LimeLight,111,29.96,1,1,0,0,1,40.0,0,0,1,0
522,187MVLC743,LimeLight,34,67.8,1,2,0,1,3,19.98,0,0,0,1
523,188DTHL317,LimeLight,121,60.650000000000006,1,0,0,1,1,39.98,0,0,1,0
524,188FUFD594,LimeLight,67,79.96,1,1,0,1,2,65.33,1,0,1,0
525,188HYUY847,LimeLight,58,80.0,1,1,0,1,2,80.0,1,0,1,0
526,188NQIM692,LimeLight,117,80.01,2,1,1,1,3,140.0,2,0,0,1
527,188SYFJ773,LimeLight,0,119.94,1,2,0,2,4,80.04,1,0,0,1
528,188XQAG262,LimeLight,42,120.06,1,2,0,2,4,120.0,2,0,0,1
529,188YVPO069,LimeLight,52,100.05,1,2,0,2,4,60.0,1,0,0,1
530,189BOQS664,LimeLight,161,119.88,1,0,0,2,2,119.94,2,0,1,0
531,189MGCJ782,LimeLight,89,80.04,1,1,0,1,2,59.97,1,0,1,0
532,189RVGD230,LimeLight,46,44.1,1,2,0,0,2,120.0,2,0,1,0
533,190RQYW492,LimeLight,118,80.0,2,1,1,1,3,114.35000000000001,2,0,0,1
534,190UEZG178,LimeLight,165,20.0,2,0,1,0,1,80.0,1,0,1,0
535,190WJRG926,LimeLight,47,100.05,1,2,0,2,4,120.01,2,0,0,1
536,190XCWS569,LimeLight,6,37.64,1,2,0,0,2,80.0,1,0,1,0
537,191AQUC513,LimeLight,89,79.96,3,1,2,1,4,40.04,0,0,0,1
538,191CBQU955,LimeLight,86,80.0,2,1,1,1,3,60.03,1,0,0,1
539,191FWFV568,LimeLight,154,20.0,2,0,1,0,1,119.94,2,0,1,0
540,191NEPT095,LimeLight,171,120.0,1,0,0,2,2,20.0,0,0,1,0
541,191NKUD670,LimeLight,125,40.0,1,0,0,0,0,80.01,1,0,1,0
542,191OSYQ483,LimeLight,42,106.88,2,2,1,2,5,120.18,2,1,0,0
543,191UAYG919,LimeLight,162,120.06,3,0,2,2,4,80.0,1,0,0,1
544,192LANM340,LimeLight,112,59.97,1,1,0,1,2,120.06,2,0,1,0
545,192SHZA691,LimeLight,113,60.03,1,1,0,1,2,79.99,1,0,1,0
546,192TNHI520,LimeLight,40,99.95,2,2,1,2,5,60.03,1,1,0,0
547,192XCDY712,LimeLight,99,79.96,2,1,1,1,3,40.0,0,0,0,1
548,193EJZY549,LimeLight,36,38.44,1,2,0,0,2,80.0,1,0,1,0
549,193KHPY776,LimeLight,145,99.95,1,0,0,2,2,40.0,0,0,1,0
550,193QAFQ084,LimeLight,49,80.0,1,2,0,1,3,80.0,1,0,0,1
551,193QPOF531,LimeLight,0,239.94,1,2,0,3,5,39.98,0,1,0,0
552,193ZDTP533,LimeLight,136,83.35000000000001,1,0,0,1,1,60.03,1,0,1,0
553,194BMCX295,LimeLight,90,59.94,1,1,0,1,2,20.0,0,0,1,0
554,194GEJU098,LimeLight,35,40.0,1,2,0,0,2,100.0,2,0,1,0
555,195AMIS013,LimeLight,15,80.0,1,2,0,1,3,34.76,0,0,0,1
556,195ELWB559,LimeLight,1,20.0,1,2,0,0,2,120.0,2,0,1,0
557,195NVOB508,LimeLight,71,80.0,1,1,0,1,2,80.01,1,0,1,0
558,196AHQO752,LimeLight,48,114.22,1,2,0,2,4,80.0,1,0,0,1
559,196AXHS054,LimeLight,4,120.0,1,2,0,2,4,59.94,1,0,0,1
560,196CKEE252,LimeLight,96,60.0,1,1,0,1,2,119.94,2,0,1,0
561,197DNBB255,LimeLight,152,20.0,2,0,1,0,1,19.98,0,0,1,0
562,197TZAZ131,LimeLight,112,34.34,1,1,0,0,1,19.99,0,0,1,0
563,197UWSN804,LimeLight,98,59.97,1,1,0,1,2,80.0,1,0,1,0
564,198JAKQ438,LimeLight,4,19.99,1,2,0,0,2,59.97,1,0,1,0
565,198QOWQ226,LimeLight,99,79.92,1,1,0,1,2,100.05000000000001,2,0,1,0
566,199DTSA204,LimeLight,94,60.03,1,1,0,1,2,99.94999999999999,2,0,1,0
567,199PAJC743,LimeLight,129,40.02,1,0,0,0,0,99.9,2,0,1,0
568,199UWEQ243,LimeLight,54,30.26,3,2,2,0,4,20.0,0,0,0,1
569,200EHKO209,LimeLight,127,40.0,1,0,0,0,0,39.36,0,0,1,0
570,200FYMI878,LimeLight,90,79.97,1,1,0,1,2,19.99,0,0,1,0
571,200XFQE079,LimeLight,121,40.02,1,0,0,0,0,21.68,0,0,1,0
572,201HAVD888,LimeLight,54,13.54,1,2,0,0,2,110.22,2,0,1,0
573,201MLZV093,LimeLight,12,15.3,1,2,0,0,2,80.04,1,0,1,0
574,201OHOZ546,LimeLight,14,34.89,1,2,0,0,2,19.950000000000003,0,0,1,0
575,201UDYY811,LimeLight,102,74.45,1,1,0,1,2,80.0,1,0,1,0
576,201WAPA387,LimeLight,57,141.57,1,2,0,3,5,80.0,1,1,0,0
577,202XUPU082,LimeLight,18,119.94,1,2,0,2,4,20.0,0,0,0,1
578,203DAIA500,LimeLight,47,73.97999999999999,1,2,0,1,3,20.02,0,0,0,1
579,203DZZY875,LimeLight,134,47.81,1,0,0,1,1,80.0,1,0,1,0
580,204VBOA379,LimeLight,83,80.0,1,1,0,1,2,39.98,0,0,1,0
581,206HQYF478,LimeLight,166,79.98,1,0,0,1,1,80.0,1,0,1,0
582,206JAWI800,LimeLight,60,80.0,1,1,0,1,2,120.06,2,0,1,0
583,206SQFJ629,LimeLight,51,48.92,1,2,0,1,3,80.0,1,0,0,1
584,207IHIZ266,LimeLight,25,179.99,1,2,0,3,5,79.64,1,1,0,0
585,207QNLV677,LimeLight,151,120.12,1,0,0,2,2,99.94999999999999,2,0,1,0
586,207TMMP178,LimeLight,179,20.0,1,0,0,0,0,19.99,0,0,1,0
587,207ZBWN598,LimeLight,70,79.96,1,1,0,1,2,80.04,1,0,1,0
588,208MARL934,LimeLight,72,79.99,1,1,0,1,2,80.01,1,0,1,0
589,208ZXQG043,LimeLight,153,20.01,2,0,1,0,1,79.99,1,0,1,0
590,209ELDK689,LimeLight,61,59.91,1,1,0,1,2,60.0,1,0,1,0
591,209NNUB179,LimeLight,87,80.01,1,1,0,1,2,79.99,1,0,1,0
592,210CDZL312,LimeLight,175,80.0,1,0,0,1,1,60.53,1,0,1,0
593,210JYGM583,LimeLight,147,72.37,1,0,0,1,1,79.99,1,0,1,0
594,210LCMM406,LimeLight,77,140.0,1,1,0,3,4,19.99,0,0,0,1
595,210LEAG405,LimeLight,13,19.98,1,2,0,0,2,60.0,1,0,1,0
596,210RCZE719,LimeLight,93,80.0,1,1,0,1,2,58.22,1,0,1,0
597,211GVFT954,LimeLight,164,120.06,1,0,0,2,2,79.97999999999999,1,0,1,0
598,211PWOH015,LimeLight,12,44.52,1,2,0,0,2,80.01,1,0,1,0
599,212KISQ674,LimeLight,38,40.02,1,2,0,0,2,119.92,2,0,1,0
600,213RNRV740,LimeLight,37,39.98,1,2,0,0,2,112.41999999999999,2,0,1,0
601,214HFGA953,LimeLight,172,119.94,1,0,0,2,2,40.02,0,0,1,0
602,214IKNQ332,LimeLight,6,195.58,1,2,0,3,5,79.99,1,1,0,0
603,214RQPY350,LimeLight,139,96.95,1,0,0,2,2,119.94,2,0,1,0
604,214XIXF152,LimeLight,160,80.01,2,0,1,1,2,79.98,1,0,1,0
605,215MEST936,LimeLight,103,79.92,1,1,0,1,2,60.010000000000005,1,0,1,0
606,215OZZQ684,LimeLight,139,40.0,1,0,0,0,0,40.0,0,0,1,0
607,215RNFA632,LimeLight,101,80.0,1,1,0,1,2,120.0,2,0,1,0
608,215YUQJ232,LimeLight,106,79.96,1,1,0,1,2,99.94999999999999,2,0,1,0
609,216FHOC943,LimeLight,141,40.0,1,0,0,0,0,28.74,0,0,1,0
610,216KGKQ367,LimeLight,97,28.92,1,1,0,0,1,99.94999999999999,2,0,1,0
611,216SJHL362,LimeLight,31,39.98,2,2,1,0,3,102.16,2,0,0,1
612,216URLY635,LimeLight,150,20.0,1,0,0,0,0,119.94,2,0,1,0
613,216UXNJ417,LimeLight,42,40.04,1,2,0,0,2,80.0,1,0,1,0
614,218CBMK845,LimeLight,155,120.06,1,0,0,2,2,60.03,1,0,1,0
615,218CKXG787,LimeLight,74,60.03,2,1,1,1,3,139.92999999999998,2,0,0,1
616,218XZSS695,LimeLight,13,6.39,1,2,0,0,2,106.21,2,0,1,0
617,219FWHY046,LimeLight,127,39.98,1,0,0,0,0,80.0,1,0,1,0
618,219LZCG859,LimeLight,24,119.88,2,2,1,2,5,17.96,0,1,0,0
619,219NKES182,LimeLight,90,60.03,1,1,0,1,2,100.0,2,0,1,0
620,219VUOT104,LimeLight,172,120.0,2,0,1,2,3,100.0,2,0,0,1
621,220WQWA330,LimeLight,1,20.0,1,2,0,0,2,60.06,1,0,1,0
622,221BXRF834,LimeLight,92,60.03,1,1,0,1,2,40.04,0,0,1,0
623,221OSKF008,LimeLight,160,119.94,1,0,0,2,2,119.94,2,0,1,0
624,221OZEX233,LimeLight,18,120.06,1,2,0,2,4,120.06,2,0,0,1
625,222UJFU039,LimeLight,175,80.01,1,0,0,1,1,80.01,1,0,1,0
626,223JXWW812,LimeLight,104,6.79,1,1,0,0,1,27.6,0,0,1,0
627,224DQIY515,LimeLight,145,100.0,1,0,0,2,2,40.0,0,0,1,0
628,224FRWM811,LimeLight,62,79.96,1,1,0,1,2,80.0,1,0,1,0
629,224OFPN151,LimeLight,15,80.0,1,2,0,1,3,100.0,2,0,0,1
630,224QAQU248,LimeLight,72,109.17000000000002,1,1,0,2,3,120.0,2,0,0,1
631,225FKSK659,LimeLight,54,40.0,1,2,0,0,2,20.01,0,0,1,0
632,225FUNT017,LimeLight,40,80.0,1,2,0,1,3,79.99,1,0,0,1
633,225OABV430,LimeLight,155,119.94,1,0,0,2,2,80.04,1,0,1,0
634,225OVUC172,LimeLight,159,20.01,1,0,0,0,0,120.0,2,0,1,0
