,ID,BRAND,SUB_STATUS,TERM,AMOUNT,PARTITION_DATE,YEAR_MONTH,VALID_TRANSITION
2285,017UAZJ233,Pulse,expired,monthly,8.0,2023-08-22,2023-08,True
2286,017UAZJ233,Pulse,paid,monthly,8.0,2023-11-13,2023-11,True
2289,017VRDH707,ChillStream,paid,monthly,24.98,2023-01-24,2023-01,True
2290,017VRDH707,LimeLight,paid,annual,80.0,2023-11-11,2023-11,True
2294,017VUHE074,Pulse,expired,annual,50.0,2023-08-24,2023-08,True
2296,017WANR517,LimeLight,expired,monthly,19.99,2023-03-05,2023-03,True
2297,017WANR517,LimeLight,paid,monthly,19.99,2023-05-21,2023-05,True
2311,017ZJIB275,ChillStream,expired,monthly,24.98,2023-05-07,2023-05,True
2316,017ZMSQ311,Pulse,discounted,annual,49.05,2023-09-14,2023-09,True
2317,017ZMSQ311,RetroReel,expired,annual,120.0,2023-05-24,2023-05,True
2318,017ZMSQ311,RetroReel,paid,monthly,30.01,2023-07-14,2023-07,True
2320,017ZUOQ892,LimeLight,expired,annual,80.0,2023-03-19,2023-03,True
2321,017ZUOQ892,LimeLight,paid,monthly,20.01,2023-11-19,2023-11,True
2325,018ANQW913,Pulse,paid,monthly,8.01,2023-01-08,2023-01,True
2328,018BPYM791,Pulse,paid,monthly,7.99,2023-01-21,2023-01,True
2341,018EOES358,RetroReel,paid,monthly,30.0,2023-05-31,2023-05,True
2342,018EOES358,RetroReel,expired,monthly,30.0,2023-08-31,2023-08,True
2343,018EOES358,RetroReel,paid,monthly,30.0,2023-09-07,2023-09,True
2345,018FGND951,Pulse,expired,monthly,7.99,2023-01-02,2023-01,True
2346,018FGND951,Pulse,discounted,monthly,7.43,2023-02-28,2023-02,True
2347,018FGND951,Pulse,paid,monthly,8.01,2023-07-30,2023-07,True
2348,018FJVB822,Pulse,trial,monthly,6.66,2023-02-25,2023-02,True
2349,018FJVB822,Pulse,expired,monthly,7.99,2023-06-30,2023-06,True
2350,018FJVB822,Pulse,paid,monthly,8.0,2023-08-01,2023-08,True
2352,018FVCC311,RetroReel,paid,monthly,30.01,2023-05-13,2023-05,True
2355,018HTTX974,ChillStream,paid,monthly,25.02,2023-03-27,2023-03,True
2358,018ILID103,LimeLight,expired,monthly,19.99,2023-05-04,2023-05,True
2359,018ILID103,LimeLight,paid,monthly,20.0,2023-06-01,2023-06,True
2361,018JJRO482,RetroReel,expired,monthly,30.01,2023-12-06,2023-12,True
2364,018JQWM859,ChillStream,expired,monthly,25.01,2023-06-10,2023-06,True
2366,018JQWM859,LimeLight,paid,monthly,20.01,2023-06-17,2023-06,True
2368,018JWQR129,Pulse,expired,monthly,8.01,2023-08-22,2023-08,True
2369,018JWQR129,Pulse,discounted,monthly,7.88,2023-11-15,2023-11,True
2372,018JYUQ162,ChillStream,paid,monthly,25.0,2023-06-08,2023-06,True
2373,018JYUQ162,ChillStream,expired,monthly,25.01,2023-08-06,2023-08,True
2375,018JYUQ162,RetroReel,trial,monthly,25.74,2023-04-23,2023-04,True
2377,018MDUF972,Pulse,expired,annual,50.01,2023-07-14,2023-07,True
2380,018MJWZ323,CineQuest,paid,monthly,12.0,2023-01-31,2023-01,True
2381,018MJWZ323,CineQuest,expired,monthly,12.01,2023-11-29,2023-11,True
2383,018NOMD554,LimeLight,paid,monthly,20.0,2023-11-23,2023-11,True
2386,018NPKE730,RetroReel,expired,monthly,30.01,2023-08-31,2023-08,True
2388,018OBOB997,CineQuest,expired,annual,60.0,2023-03-09,2023-03,True
2389,018OBOB997,CineQuest,paid,monthly,11.99,2023-05-06,2023-05,True
2390,018OBOB997,RetroReel,expired,monthly,30.0,2023-05-26,2023-05,True
2392,018OGLN087,LimeLight,discounted,monthly,8.62,2023-01-13,2023-01,True
2393,018OGLN087,LimeLight,expired,monthly,20.0,2023-07-19,2023-07,True
2394,018OGLN087,LimeLight,paid,monthly,19.99,2023-09-14,2023-09,True
2395,018OIEF888,ChillStream,discounted,monthly,22.56,2023-03-04,2023-03,True
2396,018OIEF888,ChillStream,paid,monthly,24.99,2023-05-19,2023-05,True
2400,018OREU134,CineQuest,discounted,monthly,8.9,2023-07-28,2023-07,True
2401,018OREU134,CineQuest,paid,monthly,12.0,2023-12-05,2023-12,True
2405,018PEWN969,Pulse,paid,annual,50.0,2023-01-06,2023-01,True
2406,018PEWN969,Pulse,expired,annual,50.0,2023-10-25,2023-10,True
2407,018PEWN969,Pulse,paid,annual,49.99,2023-11-11,2023-11,True
2412,018QODH095,Pulse,trial,monthly,2.71,2023-08-20,2023-08,True
2413,018QODH095,Pulse,paid,monthly,7.99,2023-11-07,2023-11,True
2421,018TUCZ457,ChillStream,expired,monthly,24.98,2023-10-27,2023-10,True
2422,018UAUQ097,RetroReel,paid,monthly,30.01,2023-03-23,2023-03,True
2426,018UMOH745,CineQuest,expired,monthly,12.02,2023-08-11,2023-08,True
2427,018UMOH745,CineQuest,paid,annual,60.01,2023-09-23,2023-09,True
2428,018UMOH745,CineQuest,expired,annual,60.0,2023-11-09,2023-11,True
2429,018UXKD553,RetroReel,paid,annual,119.99,2023-01-01,2023-01,True
2433,018VFMP132,CineQuest,expired,monthly,11.99,2023-02-17,2023-02,True
2434,018VFMP132,CineQuest,paid,monthly,12.01,2023-03-10,2023-03,True
2435,018VFMP132,CineQuest,expired,monthly,11.97,2023-05-18,2023-05,True
2436,018VFMP132,CineQuest,paid,monthly,12.01,2023-06-28,2023-06,True
2438,018WBNS239,ChillStream,expired,annual,99.99,2023-06-03,2023-06,True
2443,018XNAJ129,Pulse,expired,monthly,8.0,2023-02-08,2023-02,True
2444,018XNAJ129,Pulse,paid,monthly,8.01,2023-07-24,2023-07,True
2445,018XNAJ129,Pulse,expired,monthly,8.0,2023-10-19,2023-10,True
2453,019DNDK570,RetroReel,trial,monthly,24.61,2023-02-27,2023-02,True
2455,019EFDQ054,CineQuest,expired,monthly,12.01,2023-05-26,2023-05,True
2456,019EFDQ054,CineQuest,discounted,monthly,5.09,2023-07-22,2023-07,True
2460,019FVIM995,ChillStream,paid,monthly,25.0,2023-10-31,2023-10,True
2463,019GAMZ891,LimeLight,paid,annual,79.99,2023-02-18,2023-02,True
2471,019HTZI517,CineQuest,expired,monthly,12.01,2023-02-28,2023-02,True
2472,019HTZI517,CineQuest,paid,monthly,12.0,2023-07-25,2023-07,True
2473,019HTZI517,CineQuest,expired,monthly,12.01,2023-12-12,2023-12,True
2475,019HUZO580,LimeLight,paid,monthly,19.99,2023-01-03,2023-01,True
2478,019IJYB344,ChillStream,paid,monthly,25.0,2023-02-16,2023-02,True
2479,019IJYB344,ChillStream,expired,monthly,25.0,2023-04-01,2023-04,True
2480,019IJYB344,ChillStream,paid,monthly,24.99,2023-09-22,2023-09,True
2483,019ILVW149,Pulse,expired,annual,50.02,2023-04-01,2023-04,True
2484,019ILVW149,Pulse,paid,monthly,8.0,2023-05-03,2023-05,True
2487,019IVEK789,Pulse,expired,monthly,8.0,2023-06-18,2023-06,True
2493,019JTRU042,Pulse,trial,monthly,5.71,2023-06-22,2023-06,True
2494,019JTRU042,Pulse,paid,monthly,8.0,2023-08-05,2023-08,True
2496,019KGRO158,CineQuest,expired,monthly,12.02,2023-09-23,2023-09,True
2497,019KGRO158,CineQuest,paid,monthly,12.0,2023-12-25,2023-12,True
2503,019KWEW913,LimeLight,expired,annual,79.99,2023-06-08,2023-06,True
2504,019KWEW913,LimeLight,paid,annual,79.99,2023-10-31,2023-10,True
2506,019MRMU894,CineQuest,paid,annual,59.99,2023-09-23,2023-09,True
2508,019MWRN343,CineQuest,expired,monthly,12.0,2023-05-09,2023-05,True
2509,019MWRN343,CineQuest,paid,monthly,12.0,2023-09-13,2023-09,True
2514,019OAEI070,ChillStream,paid,monthly,24.99,2023-05-25,2023-05,True
2516,019OHMZ296,CineQuest,expired,monthly,12.01,2023-07-17,2023-07,True
2520,019OPET001,ChillStream,trial,monthly,9.21,2023-02-09,2023-02,True
2521,019OPET001,ChillStream,expired,monthly,24.99,2023-05-28,2023-05,True
2522,019OPET001,ChillStream,paid,monthly,24.99,2023-07-06,2023-07,True
2523,019OUKA694,RetroReel,paid,annual,120.0,2023-04-08,2023-04,True
2525,019PEHR680,Pulse,paid,annual,50.02,2023-02-24,2023-02,True
2526,019PEHR680,Pulse,expired,annual,50.0,2023-03-16,2023-03,True
2527,019PEHR680,Pulse,paid,annual,50.0,2023-10-20,2023-10,True
2530,019PEWE687,CineQuest,expired,monthly,11.99,2023-03-25,2023-03,True
2535,019PTUR768,CineQuest,expired,monthly,12.0,2023-03-08,2023-03,True
2536,019PTUR768,CineQuest,paid,annual,59.98,2023-07-13,2023-07,True
2537,019PTUR768,CineQuest,expired,annual,60.0,2023-12-06,2023-12,True
2538,019PTUR768,RetroReel,expired,monthly,29.98,2023-10-11,2023-10,True
2542,019QKLH290,CineQuest,expired,monthly,11.99,2023-09-16,2023-09,True
2543,019QKLH290,CineQuest,paid,monthly,12.0,2023-12-30,2023-12,True
2545,019QWXF085,CineQuest,expired,annual,60.01,2023-01-12,2023-01,True
2546,019QWXF085,CineQuest,paid,monthly,12.01,2023-07-17,2023-07,True
2550,019RMYF977,LimeLight,expired,monthly,19.99,2023-11-02,2023-11,True
2552,019RWZP106,Pulse,expired,annual,50.01,2023-07-06,2023-07,True
2553,019RWZP106,Pulse,paid,monthly,8.02,2023-08-26,2023-08,True
2554,019RWZP106,Pulse,expired,monthly,8.01,2023-09-25,2023-09,True
2558,019RYRL983,CineQuest,expired,monthly,12.02,2023-05-15,2023-05,True
2559,019RYRL983,CineQuest,paid,annual,59.99,2023-08-07,2023-08,True
2560,019SDVI187,Pulse,paid,monthly,7.99,2023-11-03,2023-11,True
2564,019UAXM061,RetroReel,paid,annual,119.99,2023-03-31,2023-03,True
2566,019UPWN720,RetroReel,paid,monthly,30.0,2023-03-15,2023-03,True
2568,019UWTU828,ChillStream,expired,monthly,25.01,2023-11-19,2023-11,True
2571,019UXQA055,CineQuest,paid,monthly,12.0,2023-02-13,2023-02,True
2572,019UXQA055,CineQuest,expired,monthly,12.01,2023-09-26,2023-09,True
2573,019UXQA055,CineQuest,paid,annual,59.99,2023-10-28,2023-10,True
2574,019WCFM523,LimeLight,paid,annual,79.98,2023-02-08,2023-02,True
2576,019WGCI200,Pulse,expired,annual,50.0,2023-08-12,2023-08,True
2577,019WGCI200,Pulse,paid,monthly,7.99,2023-11-10,2023-11,True
2581,019WXXU850,RetroReel,paid,monthly,29.98,2023-10-14,2023-10,True
2586,019XLLK713,LimeLight,expired,monthly,20.0,2023-08-29,2023-08,True
2588,019XNCB102,ChillStream,expired,monthly,25.0,2023-06-27,2023-06,True
2590,019XOPZ123,CineQuest,expired,monthly,12.01,2023-11-29,2023-11,True
2595,019XPOC110,CineQuest,expired,monthly,11.99,2023-06-08,2023-06,True
2596,019XPOC110,CineQuest,paid,monthly,12.02,2023-11-05,2023-11,True
2598,019XPOC110,Pulse,paid,monthly,7.99,2023-10-17,2023-10,True
2600,019YHJQ074,Pulse,trial,monthly,5.82,2023-06-01,2023-06,True
2601,019YHJQ074,Pulse,paid,monthly,8.0,2023-10-09,2023-10,True
2602,019YHJQ074,RetroReel,paid,annual,120.0,2023-07-24,2023-07,True
2604,019YVTW162,CineQuest,paid,annual,60.0,2023-02-08,2023-02,True
2607,020ASXP193,RetroReel,paid,annual,120.01,2023-01-15,2023-01,True
2610,020BHVZ263,Pulse,paid,annual,50.0,2023-03-02,2023-03,True
2611,020BJWE266,RetroReel,discounted,annual,58.13,2023-01-15,2023-01,True
2612,020BJWE266,RetroReel,paid,annual,120.02,2023-02-01,2023-02,True
2613,020CIVN348,ChillStream,paid,annual,100.0,2023-01-27,2023-01,True
2615,020EHIC160,ChillStream,discounted,monthly,8.36,2023-02-25,2023-02,True
2616,020EHIC160,ChillStream,paid,monthly,24.97,2023-08-28,2023-08,True
2628,020HKAI263,CineQuest,expired,monthly,12.01,2023-01-14,2023-01,True
2629,020HKAI263,CineQuest,paid,monthly,11.99,2023-02-12,2023-02,True
2631,020HZYI023,ChillStream,paid,monthly,25.0,2023-03-04,2023-03,True
2635,020IIVW344,ChillStream,paid,monthly,25.0,2023-03-13,2023-03,True
2638,020IPSH691,Pulse,expired,monthly,8.01,2023-01-21,2023-01,True
2639,020IPSH691,Pulse,paid,monthly,8.0,2023-04-20,2023-04,True
2640,020IPSH691,Pulse,expired,monthly,8.0,2023-07-20,2023-07,True
2641,020IPSH691,Pulse,paid,monthly,8.02,2023-10-17,2023-10,True
2646,020JGQG845,CineQuest,trial,monthly,3.83,2023-02-02,2023-02,True
2647,020JGQG845,CineQuest,paid,monthly,12.0,2023-04-20,2023-04,True
2650,020KSBU723,ChillStream,paid,annual,100.01,2023-06-11,2023-06,True
2657,020LFMU113,Pulse,paid,monthly,8.0,2023-04-10,2023-04,True
2658,020LFMU113,Pulse,expired,monthly,7.98,2023-07-07,2023-07,True
2659,020LFMU113,Pulse,paid,monthly,8.01,2023-08-24,2023-08,True
2662,020LFRS235,CineQuest,expired,monthly,12.0,2023-04-20,2023-04,True
2663,020LFRS235,CineQuest,paid,annual,60.0,2023-05-17,2023-05,True
2664,020LFRS235,CineQuest,expired,annual,60.01,2023-07-20,2023-07,True
2667,020LLQN909,LimeLight,expired,monthly,19.98,2023-03-12,2023-03,True
2668,020LLQN909,LimeLight,discounted,monthly,14.99,2023-12-27,2023-12,True
2675,020LULZ654,Pulse,expired,monthly,8.02,2023-05-07,2023-05,True
2676,020LULZ654,Pulse,discounted,monthly,3.2,2023-10-31,2023-10,True
2679,020MFWF635,RetroReel,paid,monthly,30.0,2023-04-27,2023-04,True
2680,020MSHR498,RetroReel,paid,monthly,29.99,2023-04-04,2023-04,True
2681,020MSHR498,RetroReel,expired,monthly,30.02,2023-11-05,2023-11,True
2684,020MTYR398,LimeLight,paid,monthly,20.0,2023-02-24,2023-02,True
2685,020MTYR398,LimeLight,expired,monthly,20.0,2023-04-02,2023-04,True
2686,020MTYR398,LimeLight,discounted,monthly,9.93,2023-08-21,2023-08,True
2688,020NCJW242,LimeLight,expired,monthly,19.99,2023-05-11,2023-05,True
2692,020NGYS285,Pulse,expired,monthly,7.98,2023-04-05,2023-04,True
2693,020NGYS285,Pulse,paid,annual,50.0,2023-10-03,2023-10,True
2696,020NJDT060,ChillStream,expired,annual,99.99,2023-03-29,2023-03,True
2699,020NJDT060,CineQuest,paid,annual,60.0,2023-02-09,2023-02,True
2700,020NJDT060,CineQuest,expired,annual,59.98,2023-05-03,2023-05,True
2702,020OAMD667,ChillStream,paid,annual,100.0,2023-05-27,2023-05,True
2703,020OGHI070,Pulse,discounted,monthly,5.36,2023-09-04,2023-09,True
2704,020OGHI070,Pulse,paid,monthly,8.01,2023-12-22,2023-12,True
2708,020OODI791,Pulse,expired,monthly,8.01,2023-05-30,2023-05,True
2714,020PRNI876,CineQuest,expired,monthly,12.0,2023-03-18,2023-03,True
2715,020PRNI876,CineQuest,trial,monthly,5.3,2023-06-10,2023-06,True
2719,020QGYI708,LimeLight,paid,monthly,20.0,2023-08-07,2023-08,True
2724,020RXXN243,Pulse,paid,monthly,8.0,2023-06-03,2023-06,True
2726,020SOZM117,Pulse,expired,monthly,7.99,2023-11-25,2023-11,True
2727,020SOZM117,Pulse,paid,monthly,8.02,2023-12-03,2023-12,True
2735,020SYFS522,ChillStream,paid,monthly,25.0,2023-02-07,2023-02,True
2739,020TBXH154,ChillStream,paid,monthly,25.0,2023-01-30,2023-01,True
2745,020TNGJ722,CineQuest,expired,monthly,11.99,2023-05-07,2023-05,True
2746,020TNGJ722,CineQuest,paid,monthly,12.0,2023-11-14,2023-11,True
2747,020TNZS792,RetroReel,paid,monthly,30.01,2023-05-22,2023-05,True
2751,020UXCM491,CineQuest,expired,annual,60.0,2023-03-01,2023-03,True
2752,020UXCM491,CineQuest,discounted,monthly,5.75,2023-11-09,2023-11,True
2755,020VLEL966,LimeLight,paid,annual,80.0,2023-05-24,2023-05,True
2756,020VLEL966,LimeLight,expired,annual,79.99,2023-09-24,2023-09,True
2759,020VWDZ795,CineQuest,paid,monthly,12.0,2023-04-29,2023-04,True
2761,020WHPZ238,ChillStream,paid,monthly,25.01,2023-01-04,2023-01,True
2762,020WHPZ238,ChillStream,expired,monthly,25.0,2023-11-13,2023-11,True
2766,020XOFQ749,RetroReel,expired,monthly,30.02,2023-09-22,2023-09,True
2767,020XOFQ749,RetroReel,paid,monthly,29.99,2023-10-15,2023-10,True
2769,020YWLE193,RetroReel,expired,annual,120.02,2023-05-24,2023-05,True
2770,020YWLE193,RetroReel,paid,monthly,30.0,2023-09-15,2023-09,True
2776,020ZFSV785,ChillStream,paid,monthly,25.01,2023-02-23,2023-02,True
2777,020ZFSV785,ChillStream,expired,monthly,24.99,2023-03-31,2023-03,True
2778,020ZFSV785,ChillStream,paid,monthly,25.01,2023-04-21,2023-04,True
2779,021AHSM371,RetroReel,paid,monthly,30.01,2023-01-10,2023-01,True
2783,021AZJX019,Pulse,expired,monthly,7.98,2023-07-09,2023-07,True
2784,021AZJX019,Pulse,paid,annual,50.0,2023-12-21,2023-12,True
2786,021BQNT823,LimeLight,expired,monthly,19.99,2023-11-17,2023-11,True
2789,021CLRG434,LimeLight,expired,monthly,19.98,2023-04-22,2023-04,True
2790,021CLRG434,LimeLight,trial,monthly,10.82,2023-06-12,2023-06,True
2793,021CYYK192,LimeLight,paid,annual,79.99,2023-08-26,2023-08,True
2800,021EIAV682,ChillStream,expired,monthly,25.0,2023-02-22,2023-02,True
2801,021EIAV682,ChillStream,paid,monthly,25.0,2023-08-01,2023-08,True
2803,021FPDA435,ChillStream,expired,monthly,24.99,2023-08-13,2023-08,True
2804,021FPDA435,ChillStream,discounted,monthly,13.61,2023-12-22,2023-12,True
2808,021FVFZ984,Pulse,expired,monthly,8.01,2023-07-25,2023-07,True
2809,021FVFZ984,Pulse,paid,monthly,7.99,2023-08-30,2023-08,True
2810,021FVFZ984,Pulse,expired,monthly,7.99,2023-10-14,2023-10,True
2812,021GEJK216,Pulse,expired,monthly,8.01,2023-05-11,2023-05,True
2813,021GEJK216,Pulse,paid,monthly,7.99,2023-12-03,2023-12,True
2817,021HMTS617,LimeLight,paid,monthly,20.0,2023-05-26,2023-05,True
2821,021IIZE488,Pulse,expired,annual,50.0,2023-09-30,2023-09,True
2822,021IIZE488,Pulse,discounted,annual,41.73,2023-10-11,2023-10,True
2824,021IKLM931,LimeLight,paid,annual,79.99,2023-03-15,2023-03,True
2825,021IKLM931,LimeLight,expired,annual,80.0,2023-06-13,2023-06,True
2826,021IKLM931,LimeLight,paid,monthly,20.02,2023-09-14,2023-09,True
2829,021IXHY567,CineQuest,expired,monthly,11.99,2023-01-17,2023-01,True
2830,021IXHY567,CineQuest,paid,monthly,11.99,2023-03-20,2023-03,True
2831,021IXHY567,CineQuest,expired,monthly,12.01,2023-11-14,2023-11,True
2832,021IXHY567,RetroReel,trial,monthly,29.5,2023-03-19,2023-03,True
2833,021IXHY567,RetroReel,expired,monthly,30.02,2023-10-22,2023-10,True
2834,021LGJJ578,RetroReel,paid,annual,120.01,2023-07-20,2023-07,True
2836,021LHHI258,CineQuest,expired,monthly,12.0,2023-02-04,2023-02,True
2837,021LHHI258,CineQuest,trial,monthly,9.67,2023-04-04,2023-04,True
2838,021LHHI258,CineQuest,expired,monthly,12.0,2023-11-22,2023-11,True
2840,021LHHP368,LimeLight,expired,monthly,19.99,2023-06-15,2023-06,True
2841,021LHHP368,LimeLight,paid,monthly,20.0,2023-07-13,2023-07,True
2844,021LNWC941,Pulse,trial,annual,20.44,2023-04-21,2023-04,True
2845,021LNWC941,Pulse,paid,annual,50.0,2023-11-07,2023-11,True
2852,021NYBY276,LimeLight,trial,annual,42.53,2023-01-27,2023-01,True
2853,021NYBY276,LimeLight,paid,annual,80.0,2023-10-24,2023-10,True
2855,021OGPA308,LimeLight,expired,annual,80.01,2023-01-06,2023-01,True
2856,021OGPA308,LimeLight,paid,monthly,20.0,2023-08-27,2023-08,True
2858,021OPYP270,RetroReel,discounted,monthly,29.46,2023-04-01,2023-04,True
2859,021OPYP270,RetroReel,paid,monthly,30.0,2023-05-17,2023-05,True
2865,021PNFG770,CineQuest,expired,monthly,11.99,2023-08-04,2023-08,True
2866,021QAVO916,CineQuest,paid,annual,59.99,2023-12-05,2023-12,True
2872,021RJBA949,CineQuest,expired,monthly,11.99,2023-04-18,2023-04,True
2873,021RJBA949,CineQuest,trial,monthly,8.51,2023-12-07,2023-12,True
2877,021RXFQ939,Pulse,expired,monthly,8.02,2023-08-30,2023-08,True
2878,021RXFQ939,Pulse,trial,monthly,4.33,2023-10-16,2023-10,True
2883,021SOMG129,LimeLight,paid,monthly,19.99,2023-01-27,2023-01,True
2884,021TRAT852,Pulse,paid,monthly,7.99,2023-04-25,2023-04,True
2886,021UTWJ077,Pulse,paid,monthly,8.01,2023-03-13,2023-03,True
2890,021UWUM684,CineQuest,expired,annual,60.02,2023-11-01,2023-11,True
2893,021VHOC904,ChillStream,expired,monthly,25.01,2023-01-25,2023-01,True
2894,021VHOC904,ChillStream,paid,monthly,25.0,2023-09-25,2023-09,True
2899,021XWAC823,Pulse,paid,monthly,8.01,2023-06-17,2023-06,True
2900,021XWAC823,Pulse,expired,monthly,7.99,2023-09-02,2023-09,True
2901,021XWKH942,LimeLight,paid,annual,80.02,2023-04-29,2023-04,True
2902,021YQHK510,ChillStream,paid,annual,100.0,2023-07-26,2023-07,True
2906,021ZINA742,LimeLight,paid,monthly,19.98,2023-03-22,2023-03,True
2918,022BDSY824,CineQuest,paid,monthly,12.02,2023-04-16,2023-04,True
2922,022BDSY824,Pulse,paid,annual,50.0,2023-05-26,2023-05,True
2926,022CGKH804,CineQuest,paid,monthly,11.99,2023-03-20,2023-03,True
2928,022CJWC124,CineQuest,expired,monthly,12.0,2023-07-06,2023-07,True
2934,022COMZ497,Pulse,expired,monthly,8.02,2023-11-25,2023-11,True
2935,022COMZ497,Pulse,paid,monthly,8.0,2023-12-01,2023-12,True
2938,022DCLG747,RetroReel,paid,annual,120.0,2023-11-30,2023-11,True
2940,022DEEO879,LimeLight,discounted,monthly,19.04,2023-01-30,2023-01,True
2941,022DEEO879,LimeLight,paid,monthly,20.0,2023-02-07,2023-02,True
2945,022DHVA124,Pulse,discounted,monthly,3.7,2023-02-18,2023-02,True
2946,022DHVA124,Pulse,paid,monthly,8.0,2023-05-18,2023-05,True
2948,022ECDA570,ChillStream,expired,monthly,25.0,2023-01-27,2023-01,True
2949,022ECDA570,ChillStream,paid,monthly,25.01,2023-04-02,2023-04,True
2952,022ECDA570,Pulse,discounted,monthly,3.12,2023-02-11,2023-02,True
2953,022ECDA570,Pulse,paid,monthly,8.0,2023-10-26,2023-10,True
2956,022EJQJ948,CineQuest,expired,monthly,12.01,2023-07-05,2023-07,True
2958,022EUFS929,LimeLight,expired,annual,80.0,2023-12-24,2023-12,True
2960,022EUFS929,Pulse,paid,monthly,8.01,2023-02-18,2023-02,True
2961,022EUFS929,Pulse,expired,monthly,8.0,2023-10-21,2023-10,True
2962,022EUFS929,Pulse,paid,annual,49.98,2023-12-05,2023-12,True
2966,022GOIT239,RetroReel,paid,monthly,30.01,2023-04-19,2023-04,True
2974,022IGZS622,RetroReel,paid,monthly,29.99,2023-04-12,2023-04,True
2978,022KGRD507,Pulse,expired,monthly,8.0,2023-01-18,2023-01,True
2979,022KGRD507,Pulse,paid,monthly,7.99,2023-06-04,2023-06,True
2983,022KRBF944,LimeLight,trial,monthly,10.08,2023-01-07,2023-01,True
2984,022KRBF944,LimeLight,paid,monthly,20.0,2023-07-17,2023-07,True
2988,022LCFG185,LimeLight,paid,monthly,20.0,2023-05-12,2023-05,True
2989,022MTDU350,LimeLight,paid,annual,79.98,2023-06-19,2023-06,True
2990,022NITP077,RetroReel,paid,monthly,30.01,2023-12-10,2023-12,True
2993,022NWJN723,RetroReel,paid,monthly,30.01,2023-01-13,2023-01,True
2999,022NYLG484,CineQuest,paid,annual,59.99,2023-01-19,2023-01,True
3000,022NYLG484,CineQuest,expired,annual,59.98,2023-06-18,2023-06,True
3001,022NYLG484,CineQuest,paid,monthly,12.0,2023-12-16,2023-12,True
3002,022ODOM133,LimeLight,expired,monthly,20.01,2023-06-12,2023-06,True
3003,022ODOM133,LimeLight,paid,monthly,20.02,2023-08-19,2023-08,True
3004,022ODOM133,LimeLight,expired,monthly,19.99,2023-09-02,2023-09,True
3005,022ODOM133,LimeLight,discounted,monthly,16.8,2023-10-14,2023-10,True
3006,022ODOM133,LimeLight,paid,monthly,20.01,2023-12-23,2023-12,True
3009,022ORAK664,LimeLight,paid,annual,79.99,2023-01-17,2023-01,True
3014,022RECY490,CineQuest,paid,monthly,12.01,2023-01-27,2023-01,True
3015,022SPLL161,ChillStream,paid,monthly,25.0,2023-01-24,2023-01,True
3020,022TNQG939,LimeLight,paid,monthly,19.98,2023-12-15,2023-12,True
3022,022UFML306,RetroReel,expired,monthly,29.99,2023-01-05,2023-01,True
3025,022UVSV552,ChillStream,expired,monthly,25.01,2023-01-27,2023-01,True
3026,022UVSV552,ChillStream,discounted,monthly,13.06,2023-04-01,2023-04,True
3027,022UVSV552,ChillStream,paid,monthly,24.99,2023-09-27,2023-09,True
3029,022VNLU558,ChillStream,paid,monthly,25.0,2023-01-01,2023-01,True
3033,022VSBY924,LimeLight,paid,monthly,19.99,2023-05-25,2023-05,True
3036,022WSQP330,LimeLight,expired,monthly,19.98,2023-01-30,2023-01,True
3037,022WSQP330,LimeLight,paid,monthly,20.0,2023-03-11,2023-03,True
3038,022WSQP330,RetroReel,expired,monthly,29.99,2023-06-17,2023-06,True
3039,022WSQP330,RetroReel,discounted,monthly,29.76,2023-08-05,2023-08,True
3045,022XJYD297,Pulse,discounted,monthly,3.24,2023-02-02,2023-02,True
3047,022XSEI528,RetroReel,paid,monthly,30.0,2023-06-14,2023-06,True
3048,022XSEI528,RetroReel,expired,monthly,30.0,2023-09-07,2023-09,True
3054,022XWFW405,CineQuest,trial,monthly,5.44,2023-05-11,2023-05,True
3057,022XZGJ976,LimeLight,paid,monthly,20.0,2023-01-18,2023-01,True
3058,022YCHP157,ChillStream,paid,monthly,25.02,2023-05-17,2023-05,True
3060,022YLNR071,RetroReel,expired,annual,120.0,2023-01-27,2023-01,True
3062,022YPJZ168,RetroReel,expired,monthly,29.99,2023-06-10,2023-06,True
3064,022ZGQE054,ChillStream,expired,monthly,24.99,2023-04-12,2023-04,True
3065,022ZGQE054,ChillStream,paid,monthly,25.0,2023-09-08,2023-09,True
3069,023AEMD568,LimeLight,expired,monthly,20.01,2023-12-15,2023-12,True
3071,023BCNV844,RetroReel,expired,monthly,30.02,2023-02-27,2023-02,True
3074,023CNYC765,ChillStream,paid,monthly,24.99,2023-12-31,2023-12,True
3076,023COKJ039,Pulse,paid,monthly,7.99,2023-07-15,2023-07,True
3082,023DHIY681,Pulse,expired,monthly,8.01,2023-06-25,2023-06,True
3083,023DHIY681,Pulse,paid,monthly,8.01,2023-10-07,2023-10,True
3084,023DHIY681,Pulse,expired,monthly,8.01,2023-12-12,2023-12,True
3085,023DHIY681,RetroReel,expired,monthly,30.0,2023-02-16,2023-02,True
3088,023DJQZ882,Pulse,expired,annual,49.99,2023-01-28,2023-01,True
3089,023DJQZ882,Pulse,discounted,monthly,3.0,2023-04-15,2023-04,True
3090,023DJQZ882,Pulse,paid,monthly,7.99,2023-07-11,2023-07,True
3091,023DJQZ882,Pulse,expired,monthly,8.01,2023-11-06,2023-11,True
3101,023FTHR639,Pulse,expired,monthly,8.0,2023-03-31,2023-03,True
3102,023FTHR639,Pulse,paid,monthly,8.01,2023-11-26,2023-11,True
